outcome,sample,timing,control_group,event_time,estimate,se,ci_low,ci_high
stem_per_100k_pop,europe_city_only,standard_decade,notyettreated,50,-1.3183384339815993,0.3763225127678425,-2.055930559006571,-0.580746308956628
stem_per_100k_pop,europe_city_only,standard_decade,notyettreated,60,-1.3461764170400448,0.3882695003934321,-2.1071846378111716,-0.5851681962689178
stem_per_100k_pop,europe_city_only,standard_decade,notyettreated,70,-1.489571496392211,0.5204864473539993,-2.5097249332060496,-0.46941805957837257
n_inventors,europe_city_only,standard_decade,notyettreated,-70,-12.92554205981173,8.16452793965115,-28.928016821527983,3.076932701904523
n_inventors,europe_city_only,standard_decade,notyettreated,-60,-10.46407948399611,5.899823525428558,-22.027733593836082,1.0995746258438626
n_inventors,europe_city_only,standard_decade,notyettreated,-50,-9.625946731181065,4.93116452309741,-19.291029196451987,0.039135734089857266
n_inventors,europe_city_only,standard_decade,notyettreated,-40,-7.980213104932647,3.9590876538552684,-15.740024906488973,-0.22040130337632036
n_inventors,europe_city_only,standard_decade,notyettreated,-30,-5.285542175202231,3.7424801770596985,-12.62080332223924,2.0497189718347784
n_inventors,europe_city_only,standard_decade,notyettreated,-20,-4.228746795042861,2.6372259815061025,-9.397709718794822,0.9402161287090998
n_inventors,europe_city_only,standard_decade,notyettreated,-10,0,NA,NA,NA
n_inventors,europe_city_only,standard_decade,notyettreated,0,1.6550489952069163,1.1019522790931562,-0.5047774718156699,3.8148754622295025
n_inventors,europe_city_only,standard_decade,notyettreated,10,5.4253321565504775,2.3978169598026007,0.7256109153373806,10.125053397763574
n_inventors,europe_city_only,standard_decade,notyettreated,20,6.924681961472531,2.6511224697678584,1.7284819207275284,12.120882002217533
n_inventors,europe_city_only,standard_decade,notyettreated,30,10.667745355955974,3.1090276853714274,4.574051092627976,16.761439619283973
n_inventors,europe_city_only,standard_decade,notyettreated,40,18.30268721394963,5.505477521351055,7.511951272101561,29.093423155797694
n_inventors,europe_city_only,standard_decade,notyettreated,50,18.565000098702452,7.316663540926523,4.2243395584864665,32.905660638918434
n_inventors,europe_city_only,standard_decade,notyettreated,60,21.13372369045652,5.726528329468513,9.909728164698235,32.357719216214804
n_inventors,europe_city_only,standard_decade,notyettreated,70,12.078790438165436,5.04667454950623,2.1873083211332247,21.970272555197646
log1p_n_inventors,europe_city_only,standard_decade,notyettreated,-70,-0.8102212598742724,0.13838869385060476,-1.0814630998214576,-0.5389794199270871
log1p_n_inventors,europe_city_only,standard_decade,notyettreated,-60,-0.487333896261125,0.11870431502754251,-0.7199943537151083,-0.25467343880714166
log1p_n_inventors,europe_city_only,standard_decade,notyettreated,-50,-0.45458297200533937,0.10251262186304795,-0.6555077108569134,-0.2536582331537654
log1p_n_inventors,europe_city_only,standard_decade,notyettreated,-40,-0.31189152032024625,0.07597559812787875,-0.4608036926508886,-0.1629793479896039
log1p_n_inventors,europe_city_only,standard_decade,notyettreated,-30,-0.12331671395467306,0.09276028989698103,-0.30512688215275585,0.058493454243409765
log1p_n_inventors,europe_city_only,standard_decade,notyettreated,-20,-0.06109437290382125,0.07763507973549177,-0.21325912918538512,0.09107038337774262
log1p_n_inventors,europe_city_only,standard_decade,notyettreated,-10,0,NA,NA,NA
log1p_n_inventors,europe_city_only,standard_decade,notyettreated,0,0.02521240657690535,0.08283567875042722,-0.137145523773932,0.1875703369277427
log1p_n_inventors,europe_city_only,standard_decade,notyettreated,10,0.21865280312510782,0.06496155217206416,0.09132816086786208,0.34597744538235353
log1p_n_inventors,europe_city_only,standard_decade,notyettreated,20,0.19634100084996162,0.08516970917394755,0.029408370869024425,0.3632736308308988
log1p_n_inventors,europe_city_only,standard_decade,notyettreated,30,0.33466165228476774,0.08553895032540203,0.16700530964697977,0.5023179949225557
log1p_n_inventors,europe_city_only,standard_decade,notyettreated,40,0.4359052203516212,0.10253715612720851,0.23493239434229254,0.6368780463609499
log1p_n_inventors,europe_city_only,standard_decade,notyettreated,50,0.5025469459277963,0.08910925212996645,0.327892811753062,0.6772010801025306
log1p_n_inventors,europe_city_only,standard_decade,notyettreated,60,0.4887679463004699,0.1114328736661945,0.2703595139147287,0.7071763786862111
log1p_n_inventors,europe_city_only,standard_decade,notyettreated,70,0.30814085794493284,0.13674141909534723,0.04012767651805227,0.5761540393718134
n_stem,europe_city_only,standard_decade,notyettreated,-70,-5.108574243561343,2.6091273139382385,-10.22246377888029,0.005315291757605145
n_stem,europe_city_only,standard_decade,notyettreated,-60,-3.929557722092026,1.895018526350896,-7.643794033739782,-0.21532141044427
n_stem,europe_city_only,standard_decade,notyettreated,-50,-4.192870732411612,1.9205401169162268,-7.957129361567417,-0.4286121032558077
n_stem,europe_city_only,standard_decade,notyettreated,-40,-2.81266285961115,1.4951314788319636,-5.743120558121799,0.11779483889949871
n_stem,europe_city_only,standard_decade,notyettreated,-30,-1.4909709434131024,0.8948190537335099,-3.2448162887307817,0.262874401904577
n_stem,europe_city_only,standard_decade,notyettreated,-20,-1.6459651335215495,0.8501537554647611,-3.3122664942324813,0.020336227189382328
n_stem,europe_city_only,standard_decade,notyettreated,-10,0,NA,NA,NA
n_stem,europe_city_only,standard_decade,notyettreated,0,0.8196422033202893,0.615809900303041,-0.3873452012736709,2.0266296079142494
n_stem,europe_city_only,standard_decade,notyettreated,10,2.4656566051064557,1.1625700839696913,0.18701924052586083,4.7442939696870505
n_stem,europe_city_only,standard_decade,notyettreated,20,2.809568122654307,1.139535407538446,0.5760787238789531,5.043057521429661
n_stem,europe_city_only,standard_decade,notyettreated,30,3.8631825157862476,1.4015381559775746,1.1161677300702015,6.610197301502294
n_stem,europe_city_only,standard_decade,notyettreated,40,6.865971536475954,2.567918211191004,1.8328518425415865,11.899091230410322
n_stem,europe_city_only,standard_decade,notyettreated,50,5.674710648785761,2.1899046941998837,1.3824974481539893,9.966923849417533
n_stem,europe_city_only,standard_decade,notyettreated,60,6.314483936063871,2.5106029719791128,1.39370211098481,11.235265761142932
n_stem,europe_city_only,standard_decade,notyettreated,70,2.5535037878787876,1.5739584003116485,-0.5314546767320434,5.638462252489619
log1p_n_stem,europe_city_only,standard_decade,notyettreated,-70,-0.73928729752136,0.1514111635771464,-1.036053178132567,-0.44252141691015306
log1p_n_stem,europe_city_only,standard_decade,notyettreated,-60,-0.448713787881277,0.11087748243624954,-0.6660336534563261,-0.23139392230622793
log1p_n_stem,europe_city_only,standard_decade,notyettreated,-50,-0.5396955876972089,0.10835216018450054,-0.75206582165883,-0.3273253537355879
log1p_n_stem,europe_city_only,standard_decade,notyettreated,-40,-0.20356226839146446,0.08303885110023637,-0.36631841654792774,-0.040806120235001186
log1p_n_stem,europe_city_only,standard_decade,notyettreated,-30,-0.08334218377795397,0.09835113642295001,-0.276110411166936,0.10942604361102806
log1p_n_stem,europe_city_only,standard_decade,notyettreated,-20,-0.08017016389760136,0.0876852817581743,-0.252033316143623,0.09169298834842028
log1p_n_stem,europe_city_only,standard_decade,notyettreated,-10,0,NA,NA,NA
log1p_n_stem,europe_city_only,standard_decade,notyettreated,0,0.08701224601581552,0.08649430386637927,-0.08251658956228784,0.25654108159391886
log1p_n_stem,europe_city_only,standard_decade,notyettreated,10,0.19117445776321484,0.08246087152720634,0.02955114956989041,0.3527977659565393
log1p_n_stem,europe_city_only,standard_decade,notyettreated,20,0.19864944049471644,0.09178738794946309,0.018746160113768784,0.3785527208756641
log1p_n_stem,europe_city_only,standard_decade,notyettreated,30,0.2972210165770283,0.09377632335710367,0.11341942279710512,0.4810226103569515
log1p_n_stem,europe_city_only,standard_decade,notyettreated,40,0.3668078346987158,0.08925649228853445,0.19186510981318827,0.5417505595842433
log1p_n_stem,europe_city_only,standard_decade,notyettreated,50,0.32316801053248656,0.08784338040061485,0.15099498494728147,0.49534103611769165
log1p_n_stem,europe_city_only,standard_decade,notyettreated,60,0.3895411352853994,0.10396677772804076,0.18576625093843951,0.5933160196323592
log1p_n_stem,europe_city_only,standard_decade,notyettreated,70,0.23045239507947918,0.12657134369329628,-0.017627438559381536,0.4785322287183399
inventors_per_100k_pop,europe_city_only,alternative_decade,notyettreated,-70,-1.6554487931378887,2.7389250779717553,-7.023741945962529,3.712844359686752
inventors_per_100k_pop,europe_city_only,alternative_decade,notyettreated,-60,-0.5812538408958621,2.3483268701140148,-5.1839745063193305,4.021466824527607
inventors_per_100k_pop,europe_city_only,alternative_decade,notyettreated,-50,-0.4612445920654335,1.526961109180656,-3.454088366059519,2.5315991819286525
inventors_per_100k_pop,europe_city_only,alternative_decade,notyettreated,-40,-0.3588034984794242,1.3443604514476262,-2.993749983316772,2.276142986357923
inventors_per_100k_pop,europe_city_only,alternative_decade,notyettreated,-30,1.5132895118187073,0.9553674825136108,-0.35923075390796977,3.3858097775453846
inventors_per_100k_pop,europe_city_only,alternative_decade,notyettreated,-20,-0.15564807457823013,0.9749622706484415,-2.0665741250491756,1.7552779758927153
inventors_per_100k_pop,europe_city_only,alternative_decade,notyettreated,-10,0,NA,NA,NA
inventors_per_100k_pop,europe_city_only,alternative_decade,notyettreated,0,-0.007884253319068887,0.688478449355028,-1.3573020140549237,1.341533507416786
inventors_per_100k_pop,europe_city_only,alternative_decade,notyettreated,10,-1.2940701391961198,0.7601453122219222,-2.7839549511510873,0.19581467275884767
inventors_per_100k_pop,europe_city_only,alternative_decade,notyettreated,20,-2.529523668670264,1.1989978599984012,-4.87955947426713,-0.1794878630733976
inventors_per_100k_pop,europe_city_only,alternative_decade,notyettreated,30,-2.597955185829863,1.097239473860912,-4.748544554597251,-0.44736581706247547
inventors_per_100k_pop,europe_city_only,alternative_decade,notyettreated,40,-2.7166592323932384,1.4349619055219465,-5.529184567216253,0.09586610242977667
inventors_per_100k_pop,europe_city_only,alternative_decade,notyettreated,50,-2.8637137880296435,1.3560838947543767,-5.521638221748222,-0.20578935431106515
inventors_per_100k_pop,europe_city_only,alternative_decade,notyettreated,60,-3.5556741768131577,1.4607103832135524,-6.4186665279117205,-0.6926818257145948
inventors_per_100k_pop,europe_city_only,alternative_decade,notyettreated,70,-3.862107458145865,1.5266265484689732,-6.854295493145052,-0.869919423146678
stem_per_100k_pop,europe_city_only,alternative_decade,notyettreated,-70,-0.8927321008731075,0.7843793108899357,-2.4301155502173817,0.6446513484711665
stem_per_100k_pop,europe_city_only,alternative_decade,notyettreated,-60,-0.19612785402538171,0.7119426558222244,-1.5915354594369415,1.1992797513861781
stem_per_100k_pop,europe_city_only,alternative_decade,notyettreated,-50,-0.6426242041541796,0.6040336585558417,-1.8265301749236293,0.54128176661527
stem_per_100k_pop,europe_city_only,alternative_decade,notyettreated,-40,0.42445194993586066,0.652350765162769,-0.8541555497831667,1.703059449654888
stem_per_100k_pop,europe_city_only,alternative_decade,notyettreated,-30,0.6979915911042365,0.6233798404200515,-0.5238328961190644,1.9198160783275373
stem_per_100k_pop,europe_city_only,alternative_decade,notyettreated,-20,-0.08797139482758665,0.5489560102625077,-1.1639251749421018,0.9879823852869285
stem_per_100k_pop,europe_city_only,alternative_decade,notyettreated,-10,0,NA,NA,NA
stem_per_100k_pop,europe_city_only,alternative_decade,notyettreated,0,0.27957717861686343,0.4533008029165743,-0.6088923950996221,1.168046752333349
stem_per_100k_pop,europe_city_only,alternative_decade,notyettreated,10,-0.14228347720062484,0.47936673666140395,-1.0818422810569766,0.7972753266557269
stem_per_100k_pop,europe_city_only,alternative_decade,notyettreated,20,-0.6915202047938886,0.49699954598069435,-1.6656393149160496,0.28259890532827225
stem_per_100k_pop,europe_city_only,alternative_decade,notyettreated,30,-0.9020694358907364,0.440830896911197,-1.7660979938366825,-0.038040877944790386
stem_per_100k_pop,europe_city_only,alternative_decade,notyettreated,40,-0.9734219166638467,0.4573744794849943,-1.8698758964544355,-0.07696793687325787
stem_per_100k_pop,europe_city_only,alternative_decade,notyettreated,50,-1.2003708457077635,0.44057154757875594,-2.063891078962125,-0.33685061245340187
stem_per_100k_pop,europe_city_only,alternative_decade,notyettreated,60,-1.4516901970868559,0.436072349067963,-2.3063920012600634,-0.5969883929136485
stem_per_100k_pop,europe_city_only,alternative_decade,notyettreated,70,-1.5312416068176933,0.5710114613226797,-2.6504240710101454,-0.4120591426252411
n_inventors,europe_city_only,alternative_decade,notyettreated,-70,-13.962885546661893,6.859649754225496,-27.407799064943866,-0.5179720283799192
n_inventors,europe_city_only,alternative_decade,notyettreated,-60,-10.890640968006975,5.327380091534313,-21.332305947414227,-0.448975988599722
n_inventors,europe_city_only,alternative_decade,notyettreated,-50,-9.956046789447292,4.854628131128813,-19.471117926459765,-0.44097565243481895
n_inventors,europe_city_only,alternative_decade,notyettreated,-40,-7.5910475689162435,4.085182259848913,-15.598004798220112,0.41590966038762467
n_inventors,europe_city_only,alternative_decade,notyettreated,-30,-5.628756760397201,3.798030143734135,-13.072895842116106,1.815382321321703
n_inventors,europe_city_only,alternative_decade,notyettreated,-20,-3.3123485117743545,2.732932086229495,-8.668895400784166,2.044198377235456
n_inventors,europe_city_only,alternative_decade,notyettreated,-10,0,NA,NA,NA
n_inventors,europe_city_only,alternative_decade,notyettreated,0,3.671478849189898,1.7768409906958438,0.1888705074260444,7.154087190953751
n_inventors,europe_city_only,alternative_decade,notyettreated,10,5.13266400582337,1.7158477693036656,1.769602377988186,8.495725633658555
n_inventors,europe_city_only,alternative_decade,notyettreated,20,7.657028158210399,2.6822877502869513,2.3997441676479747,12.914312148772822
n_inventors,europe_city_only,alternative_decade,notyettreated,30,11.316259050959419,3.7036680350029503,4.057069702353636,18.5754483995652
n_inventors,europe_city_only,alternative_decade,notyettreated,40,16.94174949549316,5.258708042536468,6.634681732121681,27.248817258864637
n_inventors,europe_city_only,alternative_decade,notyettreated,50,22.66729643479031,7.78335041973378,7.4119296121121,37.922663257468514
n_inventors,europe_city_only,alternative_decade,notyettreated,60,18.09392615608071,3.883591704126753,10.482086415992274,25.705765896169144
n_inventors,europe_city_only,alternative_decade,notyettreated,70,13.984752644327111,5.6304928480565675,2.948986662136239,25.020518626517983
log1p_n_inventors,europe_city_only,alternative_decade,notyettreated,-70,-0.74317831340085,0.12672126383675986,-0.9915519905208994,-0.49480463628080074
log1p_n_inventors,europe_city_only,alternative_decade,notyettreated,-60,-0.5200539990754288,0.13702271403000174,-0.7886185185742323,-0.25148947957662543
log1p_n_inventors,europe_city_only,alternative_decade,notyettreated,-50,-0.3976267738976987,0.08232747050661193,-0.5589886160906581,-0.2362649317047393
log1p_n_inventors,europe_city_only,alternative_decade,notyettreated,-40,-0.3070658292522724,0.08304752712315705,-0.4698389824136602,-0.14429267609088456
log1p_n_inventors,europe_city_only,alternative_decade,notyettreated,-30,-0.1230134054789006,0.08847825527999575,-0.2964307858276923,0.050403974869891066
log1p_n_inventors,europe_city_only,alternative_decade,notyettreated,-20,-0.05907309357796244,0.07485657112209061,-0.20579197297726004,0.08764578582133514
log1p_n_inventors,europe_city_only,alternative_decade,notyettreated,-10,0,NA,NA,NA
log1p_n_inventors,europe_city_only,alternative_decade,notyettreated,0,0.12608920514410393,0.08265668529014625,-0.0359178980245827,0.28809630831279054
log1p_n_inventors,europe_city_only,alternative_decade,notyettreated,10,0.19600663876660807,0.05815567844993407,0.08202150900473729,0.3099917685284789
log1p_n_inventors,europe_city_only,alternative_decade,notyettreated,20,0.220080262085891,0.09103559560116717,0.04165049470760335,0.39851002946417863
log1p_n_inventors,europe_city_only,alternative_decade,notyettreated,30,0.3390648965054955,0.08765710992388172,0.16725696105468732,0.5108728319563036
log1p_n_inventors,europe_city_only,alternative_decade,notyettreated,40,0.41719523663681224,0.10586023782444345,0.20970917050090307,0.6246813027727214
log1p_n_inventors,europe_city_only,alternative_decade,notyettreated,50,0.5358473450089666,0.08994181808705616,0.3595613815583365,0.7121333084595967
log1p_n_inventors,europe_city_only,alternative_decade,notyettreated,60,0.4781165307763898,0.11835752582856675,0.246135780152399,0.7100972814003806
log1p_n_inventors,europe_city_only,alternative_decade,notyettreated,70,0.29375955374168716,0.15509363233832932,-0.010223965641438293,0.5977430731248126
n_stem,europe_city_only,alternative_decade,notyettreated,-70,-5.800966550960972,2.1390363262556824,-9.993477750422109,-1.6084553514998348
n_stem,europe_city_only,alternative_decade,notyettreated,-60,-4.403632408862931,1.885975393219062,-8.100144179572293,-0.7071206381535697
n_stem,europe_city_only,alternative_decade,notyettreated,-50,-4.268540374348387,1.9079951925438967,-8.008210951734425,-0.5288697969623493
n_stem,europe_city_only,alternative_decade,notyettreated,-40,-2.5350288350267687,1.417564560196307,-5.31345537301153,0.243397702957993
n_stem,europe_city_only,alternative_decade,notyettreated,-30,-1.7933467196248776,0.9492636828157163,-3.6539035379436813,0.06721009869392636
n_stem,europe_city_only,alternative_decade,notyettreated,-20,-1.2516674467056514,0.9232733808536011,-3.0612832731787094,0.5579483797674067
n_stem,europe_city_only,alternative_decade,notyettreated,-10,0,NA,NA,NA
n_stem,europe_city_only,alternative_decade,notyettreated,0,1.4834493199365306,0.7510889129709751,0.011315050513419411,2.955583589359642
n_stem,europe_city_only,alternative_decade,notyettreated,10,2.320143915119933,0.8684262339821751,0.6180284965148699,4.022259333724996
n_stem,europe_city_only,alternative_decade,notyettreated,20,3.060821966059197,1.044099681692092,1.0143865899426965,5.107257342175697
n_stem,europe_city_only,alternative_decade,notyettreated,30,3.9820489659324627,1.4164099442374842,1.2058854752269936,6.758212456637931
n_stem,europe_city_only,alternative_decade,notyettreated,40,5.998352236202287,2.452755106687958,1.1909522270938897,10.805752245310684
n_stem,europe_city_only,alternative_decade,notyettreated,50,7.585279171260266,2.4445854769338515,2.793891636469917,12.376666706050615
n_stem,europe_city_only,alternative_decade,notyettreated,60,4.884905183225936,1.4986137767136054,1.9476221808672691,7.8221881855846025
n_stem,europe_city_only,alternative_decade,notyettreated,70,3.139539442730932,2.3326777279462765,-1.43250890404377,7.711587789505634
log1p_n_stem,europe_city_only,alternative_decade,notyettreated,-70,-0.6869309555817807,0.13736606697683565,-0.9561684468563786,-0.4176934643071829
log1p_n_stem,europe_city_only,alternative_decade,notyettreated,-60,-0.5176353887049824,0.11670353131116341,-0.7463743100748627,-0.2888964673351021
log1p_n_stem,europe_city_only,alternative_decade,notyettreated,-50,-0.5067230020019444,0.11337058556787878,-0.7289293497149868,-0.28451665428890205
log1p_n_stem,europe_city_only,alternative_decade,notyettreated,-40,-0.18313865399549975,0.08849199060263188,-0.3565829555766582,-0.009694352414341273
log1p_n_stem,europe_city_only,alternative_decade,notyettreated,-30,-0.13367770240712182,0.10164642699173525,-0.3329046993109229,0.06554929449667926
log1p_n_stem,europe_city_only,alternative_decade,notyettreated,-20,-0.10221069124370369,0.09190344630755987,-0.282341446006521,0.07792006351911365
log1p_n_stem,europe_city_only,alternative_decade,notyettreated,-10,0,NA,NA,NA
log1p_n_stem,europe_city_only,alternative_decade,notyettreated,0,0.10426839866918197,0.0817071651510508,-0.05587764502687759,0.26441444236524153
log1p_n_stem,europe_city_only,alternative_decade,notyettreated,10,0.1776485660197471,0.07867151073253523,0.023452404983978048,0.33184472705551615
log1p_n_stem,europe_city_only,alternative_decade,notyettreated,20,0.21485296218684624,0.09591501523403526,0.026859532328137148,0.40284639204555533
log1p_n_stem,europe_city_only,alternative_decade,notyettreated,30,0.2708306867879727,0.0982310131466625,0.07829790102051418,0.4633634725554312
log1p_n_stem,europe_city_only,alternative_decade,notyettreated,40,0.30572039386532224,0.08250156031479211,0.1440173356483297,0.4674234520823148
log1p_n_stem,europe_city_only,alternative_decade,notyettreated,50,0.37241177111073603,0.10106365371167667,0.17432700983584978,0.5704965323856223
log1p_n_stem,europe_city_only,alternative_decade,notyettreated,60,0.34815442656054946,0.0925920748420902,0.16667395987005268,0.5296348932510462
log1p_n_stem,europe_city_only,alternative_decade,notyettreated,70,0.17134087056404632,0.13072023549515654,-0.08487079100646053,0.42755253213455313
