outcome,g,decade,cohort_mean,n_obs,cohort_label
County population,1920,1880,62395.22265625,1,Cohort 1920
County population,1920,1890,92815.9609375,1,Cohort 1920
County population,1920,1900,114168.4140625,1,Cohort 1920
County population,1920,1910,144651.203125,1,Cohort 1920
County population,1920,1920,169805.828125,1,Cohort 1920
County population,1920,1930,189242.15625,1,Cohort 1920
County population,1920,1940,209215.5625,1,Cohort 1920
County population,1920,1950,224686.75,1,Cohort 1920
County population,1920,1960,211135.921875,1,Cohort 1920
County population,1920,1970,238061.921875,1,Cohort 1920
County population,1920,1980,295945.40625,1,Cohort 1920
County population,1920,1990,318286.90625,1,Cohort 1920
County population,1920,2000,376936.59375,1,Cohort 1920
