sample,design,spec,outcome,event_time,att,se,conf_low,conf_high
All controls,County of school,Any exposure,Any STEM birth (pp),50,32.62395877779918,6.341958164636817,20.193720775111018,45.054196780487345
All controls,County of school,Any exposure,Any STEM birth (pp),60,16.018781946082346,6.398485750844831,3.477749874426477,28.559814017738212
All controls,County of school,High-access first exposure,STEM share zero-filled (pp),-60,-12.488857371830361,20.213633708963712,-52.10757944139924,27.129864697738512
All controls,County of school,High-access first exposure,STEM share zero-filled (pp),-50,-17.198968754727442,14.98611991745594,-46.571763792941084,12.1738262834862
All controls,County of school,High-access first exposure,STEM share zero-filled (pp),-40,-19.299154989221332,14.815034473577695,-48.336622557433614,9.73831257899095
All controls,County of school,High-access first exposure,STEM share zero-filled (pp),-30,-13.991704592749777,13.745072468353861,-40.93204663072335,12.948637445223792
All controls,County of school,High-access first exposure,STEM share zero-filled (pp),-20,1.6237224479442474,6.547392014493198,-11.20916590046242,14.456610796350915
All controls,County of school,High-access first exposure,STEM share zero-filled (pp),0,-1.2410493872457666,11.27079607153923,-23.33180968746266,20.849710912971126
All controls,County of school,High-access first exposure,STEM share zero-filled (pp),10,-6.5315898347189165,11.842802953761003,-29.74348362409048,16.68030395465265
All controls,County of school,High-access first exposure,STEM share zero-filled (pp),20,11.586543107222267,12.670847418297027,-13.248317832639907,36.421404047084444
All controls,County of school,High-access first exposure,STEM share zero-filled (pp),30,7.868817813966176,8.698333884870356,-9.179916600379721,24.917552228312076
All controls,County of school,High-access first exposure,STEM share zero-filled (pp),40,3.3527028683947293,13.066531879400197,-22.257699615229654,28.963105352019113
All controls,County of school,High-access first exposure,STEM share zero-filled (pp),50,9.60668281363502,13.311137695077951,-16.483147068717763,35.696512695987806
All controls,County of school,High-access first exposure,STEM share zero-filled (pp),60,-7.139057049400865,11.948558056960556,-30.558230841043553,16.280116742241823
All controls,County of school,High-access first exposure,STEM share smoothed (pp),-60,-18.262435334109693,17.192209369955222,-51.95916569922193,15.434295031002545
All controls,County of school,High-access first exposure,STEM share smoothed (pp),-50,-15.93851739000539,11.504424256011914,-38.487188931788744,6.610154151777962
All controls,County of school,High-access first exposure,STEM share smoothed (pp),-40,-21.129646213336787,10.57937225271516,-41.8652158286585,-0.3940765980150758
All controls,County of school,High-access first exposure,STEM share smoothed (pp),-30,-11.973700601536663,10.48662997823617,-32.527495358879555,8.58009415580623
All controls,County of school,High-access first exposure,STEM share smoothed (pp),-20,-1.481566976910111,8.803014707320697,-18.73547580325868,15.772341849438456
All controls,County of school,High-access first exposure,STEM share smoothed (pp),0,0.7438356344827554,10.489765970795867,-19.816105668277142,21.303776937242656
All controls,County of school,High-access first exposure,STEM share smoothed (pp),10,-3.071617203010225,9.491266781502373,-21.674500094754876,15.531265688734427
All controls,County of school,High-access first exposure,STEM share smoothed (pp),20,12.03195870266794,8.421767342199304,-4.474705288042696,28.538622693378574
All controls,County of school,High-access first exposure,STEM share smoothed (pp),30,9.10267473758226,7.621702165535348,-5.835861506867021,24.041210982031544
All controls,County of school,High-access first exposure,STEM share smoothed (pp),40,4.197532010735939,9.814023413452535,-15.037953879631031,23.433017901102907
All controls,County of school,High-access first exposure,STEM share smoothed (pp),50,7.390831762175734,11.649034085406841,-15.441275045221676,30.22293856957314
All controls,County of school,High-access first exposure,STEM share smoothed (pp),60,-5.092236316999328,8.40501368769605,-21.566063144883586,11.381590510884928
All controls,County of school,High-access first exposure,STEM births (count),-60,-11.41268220463298,8.537079325478697,-28.145357682571223,5.319993273305265
All controls,County of school,High-access first exposure,STEM births (count),-50,-4.572143654643615,4.9973643947833555,-14.366977868418992,5.2226905591317605
All controls,County of school,High-access first exposure,STEM births (count),-40,-5.578904495198949,6.2425831329627135,-17.814367435805867,6.65655844540797
All controls,County of school,High-access first exposure,STEM births (count),-30,-4.239653702734894,5.027964426660392,-14.094463978989264,5.615156573519475
All controls,County of school,High-access first exposure,STEM births (count),-20,-2.820916851661691,3.2260599307699818,-9.143994315970854,3.502160612647473
All controls,County of school,High-access first exposure,STEM births (count),0,5.728955587933556,6.900105510536005,-7.795251212717015,19.253162388584126
All controls,County of school,High-access first exposure,STEM births (count),10,15.541211088102557,20.79948890386366,-25.225787163470216,56.30820933967533
All controls,County of school,High-access first exposure,STEM births (count),20,12.859132356255026,15.573579589314264,-17.66508363880093,43.383348351310985
All controls,County of school,High-access first exposure,STEM births (count),30,16.598850600365903,20.678243051678987,-23.930505780924907,57.12820698165672
All controls,County of school,High-access first exposure,STEM births (count),40,4.846274518765106,5.460879331281438,-5.857048970546512,15.549598008076725
All controls,County of school,High-access first exposure,STEM births (count),50,-0.5771607929625492,3.0994760162232318,-6.652133784760084,5.4978121988349855
All controls,County of school,High-access first exposure,STEM births (count),60,-2.500940632775872,5.76947499514258,-13.809111623255328,8.807230357703583
All controls,County of school,High-access first exposure,Any STEM birth (pp),-60,-19.447885082068886,19.915901279402135,-58.48305158969707,19.587281425559297
All controls,County of school,High-access first exposure,Any STEM birth (pp),-50,-21.670539577088093,17.91280278302868,-56.779633031824304,13.438553877648118
All controls,County of school,High-access first exposure,Any STEM birth (pp),-40,-22.265349907802722,17.922486695014452,-57.39342383003105,12.862724014425602
All controls,County of school,High-access first exposure,Any STEM birth (pp),-30,-25.299063581309525,13.25590033070759,-51.2806282294964,0.6825010668773501
All controls,County of school,High-access first exposure,Any STEM birth (pp),-20,0.7498064281133827,0.8815379090688452,-0.9780078736615538,2.4776207298883195
All controls,County of school,High-access first exposure,Any STEM birth (pp),0,-0.9773281202211886,12.409877263812232,-25.300687557293163,23.346031316850787
All controls,County of school,High-access first exposure,Any STEM birth (pp),10,6.242654675845689,14.173751383422315,-21.53789803566205,34.02320738735342
All controls,County of school,High-access first exposure,Any STEM birth (pp),20,21.82490796750437,12.477996181741757,-2.6319645487094725,46.28178048371821
All controls,County of school,High-access first exposure,Any STEM birth (pp),30,29.657675435996147,15.262140184917941,-0.2561193264430166,59.57147019843531
All controls,County of school,High-access first exposure,Any STEM birth (pp),40,12.825623140868874,17.608801505668467,-21.68762781024132,47.338874091979065
All controls,County of school,High-access first exposure,Any STEM birth (pp),50,20.43854362866606,12.603113405930516,-4.263558646957751,45.14064590428987
All controls,County of school,High-access first exposure,Any STEM birth (pp),60,3.691930923060011,12.676468494233335,-21.153947325637326,28.537809171757345
All controls,County of school,Low-access first exposure,STEM share zero-filled (pp),-60,-7.713115318198194,6.379225806748042,-20.216397899424354,4.790167263027967
All controls,County of school,Low-access first exposure,STEM share zero-filled (pp),-50,-4.557656305477447,6.272229396760742,-16.8512259231285,7.735913312173607
All controls,County of school,Low-access first exposure,STEM share zero-filled (pp),-40,-3.0282035629175645,5.701971589158137,-14.204067877667512,8.147660751832383
All controls,County of school,Low-access first exposure,STEM share zero-filled (pp),-30,1.097681958962088,5.630806437878098,-9.938698659278984,12.13406257720316
All controls,County of school,Low-access first exposure,STEM share zero-filled (pp),-20,3.0058735278648543,5.561005529775208,-7.893697310494553,13.905444366224263
All controls,County of school,Low-access first exposure,STEM share zero-filled (pp),0,16.937036970347474,5.181516446076989,6.781264736036576,27.092809204658373
All controls,County of school,Low-access first exposure,STEM share zero-filled (pp),10,4.200501582847592,6.114053495378744,-7.7830432680947474,16.18404643378993
All controls,County of school,Low-access first exposure,STEM share zero-filled (pp),20,12.179782081434796,6.011737733230735,0.3967761243025567,23.962788038567034
All controls,County of school,Low-access first exposure,STEM share zero-filled (pp),30,11.380347409545074,6.663083644091301,-1.6792965328738756,24.439991351964025
All controls,County of school,Low-access first exposure,STEM share zero-filled (pp),40,12.220985656356923,5.655596067932715,1.1360173632088024,23.305953949505046
All controls,County of school,Low-access first exposure,STEM share zero-filled (pp),50,20.261561556240217,5.7377716788491755,9.015529065695834,31.5075940467846
All controls,County of school,Low-access first exposure,STEM share zero-filled (pp),60,5.6289947241676215,5.5593992423827086,-5.267427790902487,16.52541723923773
All controls,County of school,Low-access first exposure,STEM share smoothed (pp),-60,-10.418220648485129,4.682364410663727,-19.595654893386033,-1.2407864035842238
All controls,County of school,Low-access first exposure,STEM share smoothed (pp),-50,-6.8189760322502835,4.525277576635122,-15.688520082455122,2.0505680179545553
All controls,County of school,Low-access first exposure,STEM share smoothed (pp),-40,-4.198994108622055,4.064867272027951,-12.166133961796838,3.7681457445527284
All controls,County of school,Low-access first exposure,STEM share smoothed (pp),-30,-1.923334773865091,4.193993140159919,-10.143561328578533,6.296891780848351
All controls,County of school,Low-access first exposure,STEM share smoothed (pp),-20,2.966734017752507,4.279051068325678,-5.420206076165823,11.353674111670838
All controls,County of school,Low-access first exposure,STEM share smoothed (pp),0,11.626319431578823,3.9682797240148187,3.848491172509778,19.404147690647868
All controls,County of school,Low-access first exposure,STEM share smoothed (pp),10,3.608793811862824,4.424603887635717,-5.063429807903182,12.28101743162883
All controls,County of school,Low-access first exposure,STEM share smoothed (pp),20,9.922878830284937,4.505278054821875,1.0925338428340616,18.75322381773581
All controls,County of school,Low-access first exposure,STEM share smoothed (pp),30,9.13884048154487,5.16075208242778,-0.976233600013579,19.25391456310332
All controls,County of school,Low-access first exposure,STEM share smoothed (pp),40,9.159482747017162,4.632927985449951,0.07894389553525727,18.240021598499066
All controls,County of school,Low-access first exposure,STEM share smoothed (pp),50,16.2433998801465,4.09588036851732,8.215474357852555,24.271325402440446
All controls,County of school,Low-access first exposure,STEM share smoothed (pp),60,3.8320833393904645,4.142708891840033,-4.287626088615999,11.95179276739693
All controls,County of school,Low-access first exposure,STEM births (count),-60,-0.842246901042973,0.3077305500177857,-1.4453987790778329,-0.23909502300811292
All controls,County of school,Low-access first exposure,STEM births (count),-50,-0.5660682526096094,0.29207866814226313,-1.1385424421684451,0.006405936949226421
All controls,County of school,Low-access first exposure,STEM births (count),-40,-0.533886375801585,0.2563806767899118,-1.0363925023098122,-0.03138024929335792
All controls,County of school,Low-access first exposure,STEM births (count),-30,-0.3205951496190101,0.21421024716345347,-0.7404472340593788,0.09925693482135872
All controls,County of school,Low-access first exposure,STEM births (count),-20,0.048599589662287085,0.17110391080116588,-0.286764075507998,0.3839632548325722
All controls,County of school,Low-access first exposure,STEM births (count),0,0.6630155302441466,0.3827729998290326,-0.08721954942075727,1.4132506099090505
All controls,County of school,Low-access first exposure,STEM births (count),10,1.6274148400029302,1.0932832802831347,-0.515420389352014,3.7702500693578744
All controls,County of school,Low-access first exposure,STEM births (count),20,1.8558300245748964,0.8972005484718149,0.09731694957013937,3.6143430995796537
All controls,County of school,Low-access first exposure,STEM births (count),30,3.2836605463546467,1.22522627946716,0.8822170385990131,5.68510405411028
All controls,County of school,Low-access first exposure,STEM births (count),40,3.7175131363041083,1.2116926876084213,1.3425954685916026,6.0924308040166135
All controls,County of school,Low-access first exposure,STEM births (count),50,3.7716968174770766,1.4330314722706863,0.9629551318265315,6.580438503127622
All controls,County of school,Low-access first exposure,STEM births (count),60,2.8656745999194255,1.317751096378152,0.2828824510182475,5.4484667488206036
All controls,County of school,Low-access first exposure,Any STEM birth (pp),-60,-17.05892619009277,8.231833161221285,-33.193319186086484,-0.9245331940990518
All controls,County of school,Low-access first exposure,Any STEM birth (pp),-50,-14.87206127575066,7.6525538539807,-29.87106682955283,0.12694427805151065
All controls,County of school,Low-access first exposure,Any STEM birth (pp),-40,-6.66309057421155,7.308135703992043,-20.987036554035953,7.660855405612855
All controls,County of school,Low-access first exposure,Any STEM birth (pp),-30,-5.822055746872164,6.805751382268883,-19.161328456119175,7.517216962374847
All controls,County of school,Low-access first exposure,Any STEM birth (pp),-20,-0.5383423204690251,7.0080636107633865,-14.274146997565262,13.197462356627211
All controls,County of school,Low-access first exposure,Any STEM birth (pp),0,16.30473269446796,5.8730328093923845,4.793588388058884,27.81587700087703
All controls,County of school,Low-access first exposure,Any STEM birth (pp),10,7.466228809685301,7.2369496239933095,-6.718192453341585,21.65065007271219
All controls,County of school,Low-access first exposure,Any STEM birth (pp),20,15.859940928311287,7.042974711295149,2.0557104941727946,29.66417136244978
All controls,County of school,Low-access first exposure,Any STEM birth (pp),30,21.689155456369086,8.057285099360271,5.896876661622954,37.48143425111522
All controls,County of school,Low-access first exposure,Any STEM birth (pp),40,23.18007046174742,6.762991631748266,9.924606863520818,36.43553405997402
All controls,County of school,Low-access first exposure,Any STEM birth (pp),50,34.97224115030737,6.811180555962891,21.622327260620104,48.322155039994634
All controls,County of school,Low-access first exposure,Any STEM birth (pp),60,18.38674278126231,7.91824940769213,2.8669739421857354,33.90651162033888
All controls,25 km radius,Any exposure,STEM share zero-filled (pp),-60,-0.3866411844178288,3.132309284562781,-6.5259673821608795,5.752685013325222
All controls,25 km radius,Any exposure,STEM share zero-filled (pp),-50,-1.0608385912310765,2.811447435794939,-6.571275565389158,4.449598382927004
All controls,25 km radius,Any exposure,STEM share zero-filled (pp),-40,-0.7887274379141385,2.717489385000535,-6.115006632515187,4.53755175668691
All controls,25 km radius,Any exposure,STEM share zero-filled (pp),-30,-3.2826988205841494,2.0752431636617743,-7.350175421361227,0.7847777801929285
All controls,25 km radius,Any exposure,STEM share zero-filled (pp),-20,2.133378256756596,2.4170393808305684,-2.6040189296713177,6.87077544318451
All controls,25 km radius,Any exposure,STEM share zero-filled (pp),0,3.518922554424699,2.227065537707293,-0.8461258994815957,7.8839710083309935
All controls,25 km radius,Any exposure,STEM share zero-filled (pp),10,4.591585731114889,2.7296640794036637,-0.7585558645162918,9.941727326746069
All controls,25 km radius,Any exposure,STEM share zero-filled (pp),20,5.755040183312008,2.664941118186333,0.531755591666796,10.97832477495722
All controls,25 km radius,Any exposure,STEM share zero-filled (pp),30,6.628783504634136,2.6090218736366593,1.5151006323062832,11.742466376961989
All controls,25 km radius,Any exposure,STEM share zero-filled (pp),40,6.105483646042035,2.460777534183649,1.2823596790420835,10.928607613041986
All controls,25 km radius,Any exposure,STEM share zero-filled (pp),50,8.856719068266614,2.5164894314558803,3.9243997826130883,13.789038353920139
All controls,25 km radius,Any exposure,STEM share zero-filled (pp),60,3.0350056340572324,2.3863431167803353,-1.6422268748322244,7.712238142946689
All controls,25 km radius,Any exposure,STEM share smoothed (pp),-60,-1.8160023879186955,2.510595587110147,-6.7367697386545835,3.1047649628171925
All controls,25 km radius,Any exposure,STEM share smoothed (pp),-50,-2.176635806474986,2.209542697951917,-6.507339494460743,2.154067881510771
All controls,25 km radius,Any exposure,STEM share smoothed (pp),-40,-1.427073202413856,2.0275376028214644,-5.401046903943927,2.5469004991162145
All controls,25 km radius,Any exposure,STEM share smoothed (pp),-30,-3.026402290783223,1.6520443913537057,-6.264409297836487,0.21160471627004052
All controls,25 km radius,Any exposure,STEM share smoothed (pp),-20,1.6282737315133264,1.6617058687272659,-1.6286697711921145,4.885217234218768
All controls,25 km radius,Any exposure,STEM share smoothed (pp),0,2.964827378600141,1.742431254483255,-0.4503378801870386,6.379992637387321
All controls,25 km radius,Any exposure,STEM share smoothed (pp),10,3.998240759206125,2.168658206800178,-0.2523293261222235,8.248810844534473
All controls,25 km radius,Any exposure,STEM share smoothed (pp),20,5.281359142120247,2.127461890001703,1.1115338377169097,9.451184446523584
All controls,25 km radius,Any exposure,STEM share smoothed (pp),30,5.289655976565192,2.1391857213105183,1.0968519627965758,9.482459990333808
All controls,25 km radius,Any exposure,STEM share smoothed (pp),40,4.23223940697177,2.0587010009132993,0.19718544518170322,8.267293368761838
All controls,25 km radius,Any exposure,STEM share smoothed (pp),50,6.7869515715257736,1.994449280018387,2.877830982689735,10.696072160361812
All controls,25 km radius,Any exposure,STEM share smoothed (pp),60,2.222919216878859,2.1654287868268196,-2.0213212053017076,6.4671596390594255
All controls,25 km radius,Any exposure,STEM births (count),-60,-0.623932034949945,0.28651125573685804,-1.1854940961941867,-0.062369973705703186
All controls,25 km radius,Any exposure,STEM births (count),-50,-0.4560772024331454,0.22812783466285724,-0.9032077583723457,-0.00894664649394522
All controls,25 km radius,Any exposure,STEM births (count),-40,-0.388160631718343,0.1583356443489396,-0.6984984946422645,-0.07782276879442135
All controls,25 km radius,Any exposure,STEM births (count),-30,-0.36974364137064825,0.1416246051896251,-0.6473278675423135,-0.09215941519898302
All controls,25 km radius,Any exposure,STEM births (count),-20,-0.06159563252950659,0.09545519945690645,-0.24868782346504323,0.12549655840603005
All controls,25 km radius,Any exposure,STEM births (count),0,0.16792115180266018,0.11731632330747342,-0.06201884187998771,0.39786114548530804
All controls,25 km radius,Any exposure,STEM births (count),10,0.36337935435183444,0.3177349906846069,-0.25938122738999514,0.986139936093664
All controls,25 km radius,Any exposure,STEM births (count),20,0.7154409811179165,0.270987381279957,0.1843057138092009,1.2465762484266323
All controls,25 km radius,Any exposure,STEM births (count),30,1.0732061818480643,0.37158362826199215,0.3449022704545597,1.8015100932415689
All controls,25 km radius,Any exposure,STEM births (count),40,1.5788694494702915,0.6123825519779282,0.37859964759355225,2.779139251347031
All controls,25 km radius,Any exposure,STEM births (count),50,2.4052603745030345,1.3405956851679877,-0.22230716842622122,5.03282791743229
All controls,25 km radius,Any exposure,STEM births (count),60,1.829785259452817,1.083345283005302,-0.2935714952375752,3.953142014143209
All controls,25 km radius,Any exposure,Any STEM birth (pp),-60,-3.9151952310784583,3.9877039813149207,-11.731095034455702,3.9007045722987863
All controls,25 km radius,Any exposure,Any STEM birth (pp),-50,-5.845586580995704,3.5208727949466536,-12.746497259091145,1.0553240970997368
All controls,25 km radius,Any exposure,Any STEM birth (pp),-40,-3.7446563002266253,3.473650495163181,-10.55301127074646,3.0636986702932085
All controls,25 km radius,Any exposure,Any STEM birth (pp),-30,-6.418722293126882,2.6238917381694558,-11.561550099939016,-1.2758944863147486
All controls,25 km radius,Any exposure,Any STEM birth (pp),-20,-0.9059598979046624,2.7435559435899286,-6.283329547340923,4.471409751531597
All controls,25 km radius,Any exposure,Any STEM birth (pp),0,2.7986711285609167,2.6343405312852255,-2.3646363127581256,7.9619785698799586
All controls,25 km radius,Any exposure,Any STEM birth (pp),10,4.912499977685653,3.082703657294783,-1.1295991906121214,10.954599145983426
All controls,25 km radius,Any exposure,Any STEM birth (pp),20,6.05762727834567,3.1302761856437575,-0.07771404551609429,12.192968602207435
All controls,25 km radius,Any exposure,Any STEM birth (pp),30,10.331455717237281,3.326203502294382,3.812096852740292,16.85081458173427
All controls,25 km radius,Any exposure,Any STEM birth (pp),40,9.87987611905383,3.321464809550209,3.3698050923354197,16.38994714577224
All controls,25 km radius,Any exposure,Any STEM birth (pp),50,14.435128251493616,3.098400736873109,8.362262807222322,20.50799369576491
All controls,25 km radius,Any exposure,Any STEM birth (pp),60,7.433120806279976,3.3880844379973865,0.7924753078050983,14.073766304754853
All controls,25 km radius,High-access first exposure,STEM share zero-filled (pp),-60,-10.02357640037693,16.844308215383492,-43.038420502528574,22.99126770177471
All controls,25 km radius,High-access first exposure,STEM share zero-filled (pp),-50,-1.423038600213101,5.751821056604829,-12.696607871158564,9.850530670732363
All controls,25 km radius,High-access first exposure,STEM share zero-filled (pp),-40,-5.437621810463403,4.9700287366607006,-15.178878134318376,4.30363451339157
All controls,25 km radius,High-access first exposure,STEM share zero-filled (pp),-30,-2.03637064819791,4.527816965554211,-10.910891900684163,6.838150604288344
All controls,25 km radius,High-access first exposure,STEM share zero-filled (pp),-20,9.60166703238798,5.97395941265319,-2.107293416412272,21.31062748118823
All controls,25 km radius,High-access first exposure,STEM share zero-filled (pp),0,-2.6704874113499266,4.323595881334791,-11.144735338766116,5.803760516066264
All controls,25 km radius,High-access first exposure,STEM share zero-filled (pp),10,10.724717762640072,6.387306455213765,-1.7944028895789064,23.24383841485905
All controls,25 km radius,High-access first exposure,STEM share zero-filled (pp),20,-0.7931931463604388,5.660705010045771,-11.888174966050151,10.301788673329273
All controls,25 km radius,High-access first exposure,STEM share zero-filled (pp),30,7.688503020033221,5.901237801411816,-3.877923070733938,19.25492911080038
All controls,25 km radius,High-access first exposure,STEM share zero-filled (pp),40,8.821033560447955,6.283617362347563,-3.4948564697532696,21.13692359064918
All controls,25 km radius,High-access first exposure,STEM share zero-filled (pp),50,11.978905775130086,7.111913890094957,-1.9604454494560297,25.9182569997162
All controls,25 km radius,High-access first exposure,STEM share zero-filled (pp),60,-0.47105444714107497,5.54492276592593,-11.339103068355898,10.396994174073749
All controls,25 km radius,High-access first exposure,STEM share smoothed (pp),-60,-9.586395665944822,16.335967944260204,-41.60489283669482,22.432101504805182
All controls,25 km radius,High-access first exposure,STEM share smoothed (pp),-50,-2.189039161512385,5.165756505509402,-12.313921912310814,7.935843589286044
All controls,25 km radius,High-access first exposure,STEM share smoothed (pp),-40,-5.285700241958086,4.255846914684705,-13.627160194740107,3.055759710823935
All controls,25 km radius,High-access first exposure,STEM share smoothed (pp),-30,-1.8525895887827026,4.003161269142041,-9.698785676301103,5.993606498735697
All controls,25 km radius,High-access first exposure,STEM share smoothed (pp),-20,4.5678132996951755,4.372840881905683,-4.002954828839962,13.138581428230314
All controls,25 km radius,High-access first exposure,STEM share smoothed (pp),0,-0.6717256380217663,3.387571583950381,-7.311365942564513,5.96791466652098
All controls,25 km radius,High-access first exposure,STEM share smoothed (pp),10,8.181501590121348,4.61057088032447,-0.8552173353146131,17.21822051555731
All controls,25 km radius,High-access first exposure,STEM share smoothed (pp),20,2.80619347650967,4.4903451868333555,-5.994883089683707,11.607270042703046
All controls,25 km radius,High-access first exposure,STEM share smoothed (pp),30,5.712243561409927,4.450694038171072,-3.011116753405373,14.435603876225228
All controls,25 km radius,High-access first exposure,STEM share smoothed (pp),40,6.98660079337252,4.691888333576351,-2.2095003404371285,16.18270192718217
All controls,25 km radius,High-access first exposure,STEM share smoothed (pp),50,8.405402779152356,5.1471602235248595,-1.683031258956369,18.49383681726108
All controls,25 km radius,High-access first exposure,STEM share smoothed (pp),60,-0.7149407593112198,4.981957596767325,-10.479577648975177,9.049696130352736
All controls,25 km radius,High-access first exposure,STEM births (count),-60,-0.9290008935829865,1.1871951705231656,-3.255903427808391,1.3979016406424178
All controls,25 km radius,High-access first exposure,STEM births (count),-50,-0.18010508619638327,0.2495637696237357,-0.6692500746589052,0.3090399022661387
