outcome,estimator,lead_m60,se_m60,lead_m40,se_m40,lead_m20,se_m20,post_0,se_0,post_avg_0_60
Any STEM birth (pp),Wooldridge ETWFE,NA,NA,-17.471227621793552,8.673610226390089,1.138107416542835,8.672507202913597,8.251278772039278,14.160767491572821,29.559889172745553
Any STEM birth (pp),Wooldridge ETWFE + county pre-period trend,NA,NA,0.5231756738165403,4.402567814866865,7.136241848880301,6.996964573839215,2.253144341112194,15.63470361894419,8.566418662721443
County population,Wooldridge ETWFE,NA,NA,-80198.7536052841,29122.235874828235,-33684.521149863845,11471.54873926136,49327.388753960724,17367.464817469383,213138.09129606534
County population,Wooldridge ETWFE + county pre-period trend,NA,NA,-47064.46263460212,13335.304552113275,-22639.757492788907,6214.180991294645,38282.62509742481,12252.992379484658,174481.41849751887
STEM births (count),Wooldridge ETWFE,NA,NA,-5.761157289017176,1.20667858883591,-4.579667519197556,1.1360728663285795,7.167455242940018,0.5226652227604116,14.941933077550518
STEM births (count),Wooldridge ETWFE + county pre-period trend,NA,NA,-3.5525635234376787,0.7756934584771172,-3.8434695973300563,0.9923052055201994,6.431257321097027,0.44693869954365373,12.365240351065385
"STEM births per 1,000 est. births",Wooldridge ETWFE,NA,NA,-0.04034324880870825,0.006742872570914464,-0.008906835731494122,0.0072236341327231056,0.03639287067196432,0.020623879309093016,0.07182742331509999
"STEM births per 1,000 est. births",Wooldridge ETWFE + county pre-period trend,NA,NA,-0.026425501170696516,0.004705619474325492,-0.004267586518490616,0.006628474829205697,0.031753621459981556,0.02109447119129296,0.055590051071840056
"STEM births per 1,000 population",Wooldridge ETWFE,NA,NA,-0.013116220100959588,0.003429560304977992,2.4252131945093e-4,0.0035610572681918896,0.012671333512816477,0.011169426114171195,0.018473856406746442
"STEM births per 1,000 population",Wooldridge ETWFE + county pre-period trend,NA,NA,-0.008183138798505388,0.002281896382108275,0.0018868817538471602,0.003230420996553479,0.01102697307916035,0.011446482935046572,0.012718594888015253
