outcome,estimator,lead_m60,se_m60,lead_m40,se_m40,lead_m20,se_m20,post_0,se_0,post_avg_0_60
Any STEM birth (pp),Wooldridge ETWFE,NA,NA,-12.499999999999861,19.909010232681474,41.66666666666632,13.460947764467672,3.3217872896784684e-13,13.39347391719323,2.500000000000071
Any STEM birth (pp),Wooldridge ETWFE + county pre-period trend,NA,NA,-45.422077922075694,78.65678213587002,72.63708513708386,48.963086439225926,29.917748917748344,25.130315222096357,4.768037518037676
County population,Wooldridge ETWFE,NA,NA,-902049.6777223016,762039.3355324354,-348923.64901607553,373116.936760607,2048.03386230017,179058.0942357045,38180.17830402573
County population,Wooldridge ETWFE + county pre-period trend,NA,NA,-649242.1836962167,565700.7200822439,-229942.0823354866,281974.26489730517,1999.540614113459,142102.08344810104,24082.55482437187
STEM births (count),Wooldridge ETWFE,NA,NA,4.749999999999944,1.390783663842867,5.0416666666665755,0.8638898171892997,1.1500000000001758,1.9455144639242852,13.020833333333432
STEM births (count),Wooldridge ETWFE + county pre-period trend,NA,NA,19.449567099567112,6.749555926502808,16.383189033188994,1.832877364084212,-3.089913419913113,2.9829803223752305,9.516998556998775
"STEM births per 1,000 est. births",Wooldridge ETWFE,NA,NA,0.0015624354522651585,0.019639073913269984,0.07750193737899681,0.016100269529398203,-0.01707469897196929,0.030370751200536155,0.04530693531971766
"STEM births per 1,000 est. births",Wooldridge ETWFE + county pre-period trend,NA,NA,-0.13916498600028465,0.038493191376907945,0.14576963157710104,0.0232400034349953,0.016609774272485733,0.030785062123061424,0.06485073841075616
"STEM births per 1,000 population",Wooldridge ETWFE,NA,NA,3.7720983605860184e-4,0.009434776935092704,0.03400936317974696,0.00763369318553719,-0.0060971216925564415,0.01648064724531113,0.007612774506234169
"STEM births per 1,000 population",Wooldridge ETWFE + county pre-period trend,NA,NA,-0.10032593690763628,0.018938362927498762,0.051327899520452344,0.01242108820222378,0.022159030322682998,0.016488299695372192,0.025581371790764636
