outcome,estimator,lead_m60,se_m60,lead_m40,se_m40,lead_m20,se_m20,post_0,se_0,post_avg_0_60
Any STEM birth (pp),Wooldridge ETWFE,NA,NA,-7.333333333330782,9.89880077912753,3.333333333335542,9.58806044265041,3.333333333336012,15.283856819958347,18.1666666666693
Any STEM birth (pp),Wooldridge ETWFE + county pre-period trend,NA,NA,9.25757575756136,5.873437222571788,8.863636363622224,7.889476038599983,-2.1969696969833556,16.80896389780267,-1.1893939394071997
County population,Wooldridge ETWFE,NA,NA,-54211.17348060318,31060.398532184176,-22456.537959942147,12254.561295129126,35167.14964709631,18495.169754433206,140420.70395020687
County population,Wooldridge ETWFE + county pre-period trend,NA,NA,-118176.99424387507,23169.58194069024,-43778.47821427317,8865.440034475138,56489.089901711355,14169.274194273381,215047.49484100164
STEM births (count),Wooldridge ETWFE,NA,NA,-5.318333333331505,1.283344101581989,-4.389999999998195,1.2043844649870032,6.908333333334913,0.56158578892733,13.836111111112439
STEM births (count),Wooldridge ETWFE + county pre-period trend,NA,NA,-3.3108658008634713,0.8318639052394852,-3.7208441558418293,1.0524188731843112,6.2391774891795935,0.48005618888275464,11.49406565656759
"STEM births per 1,000 est. births",Wooldridge ETWFE,NA,NA,-0.0341971502844829,0.009668000447137247,-0.014338044546245111,0.008618773024067066,0.03638675282172752,0.023037780332535923,0.07409658888712997
"STEM births per 1,000 est. births",Wooldridge ETWFE + county pre-period trend,NA,NA,-0.015732467968568368,0.007411181633059903,-0.008183150440953949,0.007750301926873098,0.030231858716394645,0.023519382207752293,0.05255445951851744
"STEM births per 1,000 population",Wooldridge ETWFE,NA,NA,-0.01122608141037518,0.0052926855654526535,-0.003261826933523723,0.004663965636549544,0.013467856230701035,0.012451598101839129,0.022031718712926227
"STEM births per 1,000 population",Wooldridge ETWFE + county pre-period trend,NA,NA,-0.003232064611555821,0.004043005767732948,-5.971546672594728e-4,0.004202610581706604,0.010803183964409917,0.012736582664212837,0.012705365780941169
