design,spec,outcome,event_time,att,se,conf_low,conf_high
50 km radius,High-access first exposure,Any STEM birth (pp),-40,-6.36173913089424,5.356389825430699,-16.86026318873841,4.13678492694993
50 km radius,High-access first exposure,Any STEM birth (pp),-30,-5.560379901832193,4.544618710272592,-14.467832573966472,3.347072770302087
50 km radius,High-access first exposure,Any STEM birth (pp),-20,2.981812681530873,4.183219747423222,-5.217298023418642,11.180923386480387
50 km radius,High-access first exposure,Any STEM birth (pp),0,-2.188517525851903,5.41436690622783,-12.80067666205845,8.423641610354643
50 km radius,High-access first exposure,Any STEM birth (pp),10,13.410013256237656,5.423860646968522,2.779246388179354,24.040780124295956
50 km radius,High-access first exposure,Any STEM birth (pp),20,2.0755250376313414,5.559087903983801,-8.820287254176908,12.971337329439592
50 km radius,High-access first exposure,Any STEM birth (pp),30,8.04756160478746,5.677463448820135,-3.0802667549000056,19.175389964474924
50 km radius,High-access first exposure,Any STEM birth (pp),40,6.600277678438326,5.329177830719014,-3.844910869770942,17.045466226647594
50 km radius,High-access first exposure,Any STEM birth (pp),50,10.159719177336015,5.157500273776576,0.05101864073392548,20.268419713938105
50 km radius,High-access first exposure,Any STEM birth (pp),60,0.8602871721301476,5.025402745544501,-8.989502209137074,10.71007655339737
50 km radius,Low-access first exposure,STEM share zero-filled (pp),-60,-2.7362300519525,1.9562181741776736,-6.5704176733407404,1.0979575694357404
50 km radius,Low-access first exposure,STEM share zero-filled (pp),-50,-3.5645556278566417,2.1879127448670057,-7.852864607795973,0.7237533520826895
50 km radius,Low-access first exposure,STEM share zero-filled (pp),-40,-1.5897601178292282,1.9399241379465462,-5.392011428204459,2.2124911925460022
50 km radius,Low-access first exposure,STEM share zero-filled (pp),-30,-3.340163438199072,1.8021539474372958,-6.872385175176172,0.1920582987780275
50 km radius,Low-access first exposure,STEM share zero-filled (pp),-20,0.45189042308959226,1.9018063972643182,-3.2756501155484714,4.179430961727656
50 km radius,Low-access first exposure,STEM share zero-filled (pp),0,1.9538927442578609,2.032828490600472,-2.0304510973190646,5.938236585834787
50 km radius,Low-access first exposure,STEM share zero-filled (pp),10,2.7892864359659515,2.036292090581099,-1.2018460615730024,6.780418933504905
50 km radius,Low-access first exposure,STEM share zero-filled (pp),20,4.146381103686036,2.115037566066722,9.074741952606047e-4,8.29185473317681
50 km radius,Low-access first exposure,STEM share zero-filled (pp),30,3.8234824372586895,2.4221642705751147,-0.9239595330685355,8.570924407585915
50 km radius,Low-access first exposure,STEM share zero-filled (pp),40,3.2789397634127875,2.1259317604612415,-0.8878864870912455,7.4457660139168205
50 km radius,Low-access first exposure,STEM share zero-filled (pp),50,2.6765359947040643,1.977194473141018,-1.198765172652331,6.55183716206046
50 km radius,Low-access first exposure,STEM share zero-filled (pp),60,1.0265315514349471,2.0196033568743865,-2.9318910280388506,4.984954130908744
50 km radius,Low-access first exposure,STEM share smoothed (pp),-60,-2.77642190561285,1.4490708682382432,-5.616600807359807,0.06375699613410646
50 km radius,Low-access first exposure,STEM share smoothed (pp),-50,-2.979276624818469,1.4812945938143052,-5.882614028694507,-0.075939220942431
50 km radius,Low-access first exposure,STEM share smoothed (pp),-40,-1.236566462640128,1.5458288594638743,-4.2663910271893215,1.7932581019090656
50 km radius,Low-access first exposure,STEM share smoothed (pp),-30,-1.9873924739525075,1.3953621331688295,-4.722302254963413,0.7475173070583983
50 km radius,Low-access first exposure,STEM share smoothed (pp),-20,1.1070611401691752,1.433611276326524,-1.7028169614308117,3.916939241769162
50 km radius,Low-access first exposure,STEM share smoothed (pp),0,1.8420843733868364,1.7026084520798055,-1.495028192689582,5.179196939463255
50 km radius,Low-access first exposure,STEM share smoothed (pp),10,3.0707205148888304,1.6007822327817176,-0.06681266136333619,6.208253691140997
50 km radius,Low-access first exposure,STEM share smoothed (pp),20,3.8521744250692027,1.5234064386315054,0.8662978053514521,6.838051044786953
50 km radius,Low-access first exposure,STEM share smoothed (pp),30,3.837751405575956,1.7322849310711688,0.44247294067646514,7.2330298704754465
50 km radius,Low-access first exposure,STEM share smoothed (pp),40,3.010378034132583,1.7389458427157978,-0.39795581759038035,6.418711885855547
50 km radius,Low-access first exposure,STEM share smoothed (pp),50,2.6734848944988565,1.6174710203401212,-0.4967583053677811,5.843728094365494
50 km radius,Low-access first exposure,STEM share smoothed (pp),60,1.2072641439512959,1.5670614804713825,-1.8641763577726136,4.278704645675205
50 km radius,Low-access first exposure,STEM births (count),-60,-0.3076268465721158,0.14519955624802872,-0.5922179768182521,-0.023035716325979505
50 km radius,Low-access first exposure,STEM births (count),-50,-0.2679602502099075,0.13443741981354188,-0.5314575930444496,-0.004462907375365421
50 km radius,Low-access first exposure,STEM births (count),-40,-0.22082189516165454,0.09027573632660235,-0.39776233836179514,-0.04388145196151394
50 km radius,Low-access first exposure,STEM births (count),-30,-0.21549423104061838,0.08687942846074168,-0.3857779108236721,-0.04521055125756471
50 km radius,Low-access first exposure,STEM births (count),-20,-0.022419220930315484,0.06083522553845974,-0.14165626298569658,0.09681782112506561
50 km radius,Low-access first exposure,STEM births (count),0,0.06198055050689861,0.06382059348583212,-0.06310781272533236,0.18706891373912957
50 km radius,Low-access first exposure,STEM births (count),10,0.12741596055162416,0.08353634688191336,-0.03631527933692602,0.29114720044017434
50 km radius,Low-access first exposure,STEM births (count),20,0.3268283106987162,0.09612297149954749,0.13842728655960312,0.5152293348378293
50 km radius,Low-access first exposure,STEM births (count),30,0.551775110166591,0.1818475750152092,0.19535386313678094,0.908196357196401
50 km radius,Low-access first exposure,STEM births (count),40,1.0481267876073301,0.36561738817573725,0.33151670678288514,1.764736868431775
50 km radius,Low-access first exposure,STEM births (count),50,1.5364305464754449,0.8527944051923559,-0.13504648770157268,3.2079075806524626
50 km radius,Low-access first exposure,STEM births (count),60,1.2191761322739034,0.6829004017426646,-0.11930865514171929,2.557660919689526
50 km radius,Low-access first exposure,Any STEM birth (pp),-60,-5.058745778413518,2.2037557041495965,-9.378106958546727,-0.7393845982803082
50 km radius,Low-access first exposure,Any STEM birth (pp),-50,-6.061084575984096,2.279832951423228,-10.529557160773624,-1.5926119911945689
50 km radius,Low-access first exposure,Any STEM birth (pp),-40,-3.4047971606686653,2.2822026847564088,-7.8779144227912266,1.0683201014538959
50 km radius,Low-access first exposure,Any STEM birth (pp),-30,-4.8078831196896035,2.03180957477946,-8.790229886257345,-0.825536353121862
50 km radius,Low-access first exposure,Any STEM birth (pp),-20,-1.0262269898324154,2.123002009067998,-5.187310927605691,3.13485694794086
50 km radius,Low-access first exposure,Any STEM birth (pp),0,2.498868984157614,2.2628409601951627,-1.9362992978249052,6.934037266140133
50 km radius,Low-access first exposure,Any STEM birth (pp),10,3.8541815286407894,2.4152553864976727,-0.879719028894649,8.588082086176229
50 km radius,Low-access first exposure,Any STEM birth (pp),20,4.8194923873565205,2.617681131666982,-0.311162630710764,9.950147405423806
50 km radius,Low-access first exposure,Any STEM birth (pp),30,5.94618121266904,2.5774910963099362,0.8942986639015649,10.998063761436516
50 km radius,Low-access first exposure,Any STEM birth (pp),40,6.341623995463347,2.569496224735495,1.3054113949817765,11.377836595944917
50 km radius,Low-access first exposure,Any STEM birth (pp),50,6.766609373601316,2.4615389407550365,1.9419930497214448,11.591225697481187
50 km radius,Low-access first exposure,Any STEM birth (pp),60,4.446663150045404,2.4015486750206696,-0.2603722529951087,9.153698553085917
