design,outcome,estimator,event_time,att,se,conf_low,conf_high
50 km radius,Any STEM birth (pp),Wooldridge ETWFE,-10,11.122095331278882,64864.18220009607,-127122.67501685701,127144.91920751956
50 km radius,Any STEM birth (pp),Wooldridge ETWFE,0,12.868755792198844,64864.19386924875,-127120.95122793537,127146.68873951976
50 km radius,Any STEM birth (pp),Wooldridge ETWFE,10,16.765219179982584,64864.19206143208,-127117.05122122688,127150.58165958685
50 km radius,Any STEM birth (pp),Wooldridge ETWFE,20,15.551620909786124,64864.18677484743,-127118.25445779118,127149.35769961074
50 km radius,Any STEM birth (pp),Wooldridge ETWFE,30,17.51430518843179,64864.19559317977,-127116.30905744391,127151.33766782079
50 km radius,Any STEM birth (pp),Wooldridge ETWFE,40,17.56229902401451,64864.19233983577,-127116.2546870541,127151.37928510211
50 km radius,Any STEM birth (pp),Wooldridge ETWFE,50,18.52723677981938,64864.199568555356,-127115.30391758868,127152.35839114831
50 km radius,Any STEM birth (pp),Wooldridge ETWFE,60,14.959766085130742,64864.06241774146,-127118.60257268812,127148.52210485838
50 km radius,STEM share zero-filled (pp),Callaway-Sant'Anna DR,-60,-2.479516543966591,1.909759079961594,-6.222644340691316,1.2636112527581331
50 km radius,STEM share zero-filled (pp),Callaway-Sant'Anna DR,-50,-3.1488791022092038,1.8571174659767147,-6.788829335523564,0.49107113110515677
50 km radius,STEM share zero-filled (pp),Callaway-Sant'Anna DR,-40,-1.7550648309316466,1.7721635987699194,-5.228505484520689,1.7183758226573955
50 km radius,STEM share zero-filled (pp),Callaway-Sant'Anna DR,-30,-3.0819563357406468,1.7384003925150953,-6.489221105070234,0.32530843358894
50 km radius,STEM share zero-filled (pp),Callaway-Sant'Anna DR,-20,1.0969773379589087,1.682413857189127,-2.20055382213178,4.394508498049598
50 km radius,STEM share zero-filled (pp),Callaway-Sant'Anna DR,0,1.4345432011268147,1.7240686810409251,-1.9446314137133986,4.813717815967028
50 km radius,STEM share zero-filled (pp),Callaway-Sant'Anna DR,10,4.223467057264582,1.9628791807275656,0.3762238630385535,8.07071025149061
50 km radius,STEM share zero-filled (pp),Callaway-Sant'Anna DR,20,3.570047356819647,1.8516596919862869,-0.05920563947347546,7.199300353112769
50 km radius,STEM share zero-filled (pp),Callaway-Sant'Anna DR,30,4.319676993271283,2.059260635896989,0.2835261469131849,8.35582783962938
50 km radius,STEM share zero-filled (pp),Callaway-Sant'Anna DR,40,3.923901583938148,1.9959985865136873,0.01174435437132093,7.836058813504975
50 km radius,STEM share zero-filled (pp),Callaway-Sant'Anna DR,50,3.795191690926905,1.9021620258849619,0.06695412019238,7.5234292616614304
50 km radius,STEM share zero-filled (pp),Callaway-Sant'Anna DR,60,1.0850830758215098,1.8020329654100886,-2.4469015363822635,4.6170676880252834
50 km radius,STEM share zero-filled (pp),BJS imputation,-60,2.7429874344324245,1.1817974996197362,0.4266643351777417,5.059310533687107
50 km radius,STEM share zero-filled (pp),BJS imputation,-50,2.461048283344077,1.3233068489473934,-0.13263314059281406,5.054729707280968
50 km radius,STEM share zero-filled (pp),BJS imputation,-40,3.4030080108294145,1.4787184252354402,0.5047198973679516,6.301296124290877
50 km radius,STEM share zero-filled (pp),BJS imputation,-30,1.6079370064634413,1.3325182776386661,-1.0037988177083441,4.2196728306352265
50 km radius,STEM share zero-filled (pp),BJS imputation,-20,5.661823119445017,1.5885316245800132,2.548301135268191,8.775345103621842
50 km radius,STEM share zero-filled (pp),BJS imputation,-10,4.587819841662046,1.6360270278801676,1.381206867016918,7.794432816307175
50 km radius,STEM share zero-filled (pp),BJS imputation,0,3.06594632132722,1.4819642881017725,0.1612963166477459,5.970596326006694
50 km radius,STEM share zero-filled (pp),BJS imputation,10,5.890175138273933,1.5837867386282685,2.7859531305625267,8.994397145985339
50 km radius,STEM share zero-filled (pp),BJS imputation,20,5.216156501788986,1.599265405733916,2.081596306550511,8.350716697027462
50 km radius,STEM share zero-filled (pp),BJS imputation,30,5.968735404058088,1.7241570351266908,2.589387615209774,9.348083192906401
50 km radius,STEM share zero-filled (pp),BJS imputation,40,5.587458521875658,1.588920078544009,2.4731751679294005,8.701741875821916
50 km radius,STEM share zero-filled (pp),BJS imputation,50,5.4567411015652265,1.5313533763762495,2.4552884838677778,8.458193719262676
50 km radius,STEM share zero-filled (pp),BJS imputation,60,2.7368350785906306,1.5035296379262668,-0.21008301174485222,5.683753168926113
50 km radius,STEM share zero-filled (pp),Wooldridge ETWFE,-60,5.525593664648869,1.6095651992705888,2.370845874078515,8.680341455219223
50 km radius,STEM share zero-filled (pp),Wooldridge ETWFE,-50,3.2705242150554854,67363.68295062504,-132029.54805901,132036.08910744014
50 km radius,STEM share zero-filled (pp),Wooldridge ETWFE,-40,4.391030286348865,64957.835805540395,-127312.96714857282,127321.74920914552
50 km radius,STEM share zero-filled (pp),Wooldridge ETWFE,-30,3.237387242913326,59633.42410294077,-116878.27385452099,116884.74862900682
