fair_row_id,Year,City,Country,Fair_name,event_year,in_treatment_window,lat,lon,geonameid,matched_name,matched_country_iso3,assigned_unit_type,assigned_unit_id,assigned_lau_id,fair_lau_iso2,fair_lau_name,europe_place_name,europe_country,europe_iso3,match_status
182,1888,Lisbon,Portugal,Exposição Industrial Portugueza (1888),1888,TRUE,38.72509,-9.1498,2267057,Lisbon,PRT,NA,NA,NA,PT,Santo António,NA,NA,NA,europe_lau_not_in_panel
183,1888,Copenhagen,Denmark,The Nordic Exhibition of 1888 (Nordiske Industri-Landbrugs og Kunstudstilling),1888,TRUE,55.67594,12.56553,2618425,Copenhagen,DNK,NA,NA,NA,DK,København,NA,NA,NA,europe_lau_not_in_panel
184,1888-1889,Melbourne,Victoria,Melbourne Centennial Exhibition,1888,TRUE,-37.814,144.96332,2158177,Melbourne,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
185,1888-1889,Melbourne,Victoria,Victorian Juvenile Industrial Exhibition (1888),1888,TRUE,-37.814,144.96332,2158177,Melbourne,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
186,1889,Paris,France,Exposition Universelle (1889) – Eiffel Tower,1889,TRUE,48.85341,2.3488,2988507,Paris,FRA,europe_lau,GISCO_LAU_FR_75056,FR_75056,FR,Paris,Paris,France,FRA,matched_to_panel
187,1889,Dunedin,New Zealand,New Zealand and South Seas Exhibition (1889),1889,TRUE,-45.87416,170.50361,2191562,Dunedin,NZL,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
188,1889,Buffalo,United States,International Industrial Fair (1889),1889,TRUE,42.88645,-78.87837,5110629,Buffalo,USA,NA,NA,NA,NA,NA,NA,NA,NA,usa_excluded_from_europe_panel
189,1890,Buenos Aires,Argentina,Agricultural Exhibition,1890,TRUE,-34.61315,-58.37723,3435910,Buenos Aires,ARG,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
190,1890,Vienna,Austria-Hungary,Agricultural and Forestry Exposition,1890,TRUE,48.20849,16.37208,2761369,Vienna,AUT,europe_lau,GISCO_LAU_AT_90001,AT_90001,AT,Wien,Wien,Austria,AUT,matched_to_panel
191,1890,Bremen,Germany,Nord-West-Deutsche Gewerbe und Industrie-Ausstellung,1890,TRUE,53.07582,8.80717,2944388,Bremen,DEU,europe_lau,GISCO_LAU_DE_04011000,DE_04011000,DE,"Bremen, Stadt","Bremen, Stadt",Germany,DEU,matched_to_panel
192,1890,London,United Kingdom,International Exhibition of Mining and Metallurgy,1890,TRUE,51.50853,-0.12574,2643743,London,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
193,1890,Edinburgh,United Kingdom,"International Exhibition of Science, Art & Industry",1890,TRUE,55.95206,-3.19648,2650225,Edinburgh,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
194,1890,Ballarat,Victoria,Australian Juvenile Industrial Exhibition,1890,TRUE,-37.56622,143.84957,2177091,Ballarat,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
195,1891,Moscow,Russia,Exposition française de Moscow,1891,TRUE,55.75204,37.61781,524901,Moscow,RUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
196,1891,Frankfurt,Germany,International Electrotechnical Exhibition,1891,TRUE,49.68333,10.53333,2925536,Frankfurt,DEU,NA,NA,NA,DE,"Markt Taschendorf, M",NA,NA,NA,europe_lau_not_in_panel
197,1891,Kingston,Jamaica,International Exhibition (1891),1891,TRUE,17.99702,-76.79358,3489854,Kingston,JAM,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
198,1891,Prague,Austria-Hungary,General Land Centennial Exhibition (1891) at the Prague Exhibition Grounds,1891,TRUE,50.08804,14.42076,3067696,Prague,CZE,europe_lau,GISCO_LAU_CZ_554782,CZ_554782,CZ,Praha,Praha,Czechia,CZE,matched_to_panel
199,1891,Adelaide,South Australia,"Industrial Exhibition of South Australian Industries, Products and Manufactures",1891,TRUE,-34.92866,138.59863000000001,2078025,Adelaide,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
200,1891,Port of Spain,NA,Trinidad and Tobago Exhibition,1891,TRUE,10.66668,-61.51889,3573890,Port of Spain,TTO,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
201,1891-1892,Launceston,Tasmania,Tasmanian International Exhibition (1891),1891,TRUE,-41.43876,147.13467,2160517,Launceston,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
202,1892,Grenoble,France,International Alpine Exposition of Grenoble,1892,TRUE,45.17869,5.71479,3014728,Grenoble,FRA,europe_lau,GISCO_LAU_FR_38185,FR_38185,FR,Grenoble,Grenoble,France,FRA,matched_to_panel
203,1892,Genoa,Italy,Esposizione Italo-Americana (1892),1892,TRUE,44.40478,8.94439,3176219,Genoa,ITA,europe_lau,GISCO_LAU_IT_010025,IT_010025,IT,Genova,Genova,Italy,ITA,matched_to_panel
204,1892,Washington,United States,Exposition of the Three Americas (1892) (never held),1892,TRUE,38.89511,-77.03637,4140963,Washington,USA,NA,NA,NA,NA,NA,NA,NA,NA,usa_excluded_from_europe_panel
205,1892,London,United Kingdom,Crystal Palace Electrical Exhibition,1892,TRUE,51.50853,-0.12574,2643743,London,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
206,1892,Kimberley,Cape of Good Hope,South African and International Exhibition,1892,TRUE,-28.73226,24.76232,990930,Kimberley,ZAF,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
207,1892-1893,Madrid,Spain,Historical American Exposition,1892,TRUE,40.4165,-3.70256,3117735,Madrid,ESP,europe_lau,GISCO_LAU_ES_28079,ES_28079,ES,Madrid,Madrid,Spain,ESP,matched_to_panel
208,1893,Chicago,United States,World's Columbian Exposition – Palace of Fine Arts and the World's Congress Auxiliary Building,1893,TRUE,41.85003,-87.65005,4887398,Chicago,USA,NA,NA,NA,NA,NA,NA,NA,NA,usa_excluded_from_europe_panel
209,1893,New York City,United States,World's Fair Prize Winners' Exposition (1893),1893,TRUE,40.71427,-74.00597,5128581,New York City,USA,NA,NA,NA,NA,NA,NA,NA,NA,usa_excluded_from_europe_panel
210,1894,San Francisco,United States,California Midwinter International Exposition of 1894,1894,TRUE,37.77493,-122.41942,5391959,San Francisco,USA,NA,NA,NA,NA,NA,NA,NA,NA,usa_excluded_from_europe_panel
211,1894,Antwerp,Belgium,Exposition Internationale d'Anvers (1894),1894,TRUE,51.22047,4.40026,2803138,Antwerpen,BEL,europe_lau,GISCO_LAU_BE_11002,BE_11002,BE,Antwerpen / Anvers,Antwerpen / Anvers,Belgium,BEL,matched_to_panel
212,1894,Santiago,Chile,International Mining and Metallurgical Exposition,1894,TRUE,-33.45694,-70.64827,3871336,Santiago,CHL,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
213,1894,Lyon,France,Exposition internationale et coloniale,1894,TRUE,45.74906,4.84789,2996944,Lyon,FRA,europe_lau,GISCO_LAU_FR_69123,FR_69123,FR,Lyon,Lyon,France,FRA,matched_to_panel
214,1894,Manchester,United Kingdom,British and Colonial Exhibition,1894,TRUE,53.48095,-2.23743,2643123,Manchester,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
215,1894,Porto,Portugal,Exposição Insular e Colonial Portugueza (1894),1894,TRUE,41.1485,-8.61097,2735943,Porto,PRT,europe_lau,GISCO_LAU_PT_131217,PT_131217,PT,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Portugal,PRT,matched_to_panel
216,1894,Fremantle,Western Australia,Fremantle Industrial Exhibition,1894,TRUE,-32.05632,115.74557,2071223,Fremantle,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
217,1895,Adelaide,South Australia,Exhibition of Art and Industry,1895,TRUE,-34.92866,138.59863000000001,2078025,Adelaide,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
218,1895,Charleroi,Belgium,"Exposition internationale, industrielle, commerciale, agricole et horticole, avec annexes scientifiques et artistiques et concours ouvriers",1895,TRUE,50.41136,4.44448,2800481,Charleroi,BEL,europe_lau,GISCO_LAU_BE_52011,BE_52011,BE,Charleroi,Charleroi,Belgium,BEL,matched_to_panel
219,1895,Hobart,Tasmania,Tasmanian International Exhibition (1895),1895,TRUE,-42.87936,147.32941,2163355,Hobart,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
220,1895,Ballarat,Victoria,Australian Industrial Exhibition (1895),1895,TRUE,-37.56622,143.84957,2177091,Ballarat,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
221,1895,Bordeaux,France,Bordeaux Exposition,1895,TRUE,44.84124,-0.58046,3031582,Bordeaux,FRA,europe_lau,GISCO_LAU_FR_33063,FR_33063,FR,Bordeaux,Bordeaux,France,FRA,matched_to_panel
222,1895,Kyoto,Japan,National Japanese Exhibition,1895,TRUE,35.02107,135.75385,1857910,Kyoto,JPN,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
223,1895,Christchurch,New Zealand,Art and Industrial Exhibition,1895,TRUE,-43.53333,172.63333,2192362,Christchurch,NZL,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
224,1895,Atlanta,United States,Cotton States and International Exposition (1895) (Atlanta Exposition),1895,TRUE,33.749,-84.38798,4180439,Atlanta,USA,NA,NA,NA,NA,NA,NA,NA,NA,usa_excluded_from_europe_panel
225,1895,Montevideo,Uruguay,National Agricultural Exhibition,1895,TRUE,-34.90328,-56.18816,3441575,Montevideo,URY,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
226,1896,Rouen,France,National and Colonial Exposition,1896,TRUE,49.44313,1.09932,2982652,Rouen,FRA,europe_lau,GISCO_LAU_FR_76540,FR_76540,FR,Rouen,Rouen,France,FRA,matched_to_panel
227,1896,Kiel,Germany,International Shipping and Fishery Exposition,1896,TRUE,54.32133,10.13489,2891122,Kiel,DEU,europe_lau,GISCO_LAU_DE_01002000,DE_01002000,DE,"Kiel, Landeshauptstadt","Kiel, Landeshauptstadt",Germany,DEU,matched_to_panel
228,1896,Budapest,Austria-Hungary,Hungarian Millenary Exhibition,1896,TRUE,47.49835,19.04045,3054643,Budapest,HUN,europe_lau,GISCO_LAU_HU_13578,HU_13578,HU,Budapest,Budapest,Hungary,HUN,matched_to_panel
229,1896,Wellington,New Zealand,Wellington Industrial Exhibition,1896,TRUE,-41.28664,174.77557,2179537,Wellington,NZL,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
230,1896,Nizhny Novgorod,Russia,Pan Russian Exhibition,1896,TRUE,56.32867,44.00205,520555,Nizhniy Novgorod,RUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
231,1896,Malmö,Sweden,Nordic Industrial and Handicraft Exhibition,1896,TRUE,55.60587,13.00073,2692969,Malmö,SWE,europe_lau,GISCO_LAU_SE_1280,SE_1280,SE,Malmö,Malmö,Sweden,SWE,matched_to_panel
232,1896,Berlin,Germany,Great Industrial Exposition of Berlin,1896,TRUE,52.52437,13.41053,2950159,Berlin,DEU,europe_lau,GISCO_LAU_DE_11000000,DE_11000000,DE,"Berlin, Stadt","Berlin, Stadt",Germany,DEU,matched_to_panel
233,1896,Mexico City,Mexico,International Exposition (1896) (never held),1896,TRUE,19.42847,-99.12766,3530597,Mexico City,MEX,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
234,1896,Cardiff,United Kingdom,"Cardiff Fine Arts, Industrial, and Maritime Exhibition",1896,TRUE,51.48,-3.18,2653822,Cardiff,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
235,1896,Geneva,Switzerland,Exposition National Suisse,1896,TRUE,46.20222,6.14569,2660646,Geneva,CHE,europe_lau,GISCO_LAU_CH_CH6621,CH_CH6621,CH,Genève,Genève,Switzerland,CHE,matched_to_panel
236,1897,Brussels,Belgium,Exposition Internationale de Bruxelles (1897),1897,TRUE,50.85045,4.34878,2800866,Brussels,BEL,europe_lau,GISCO_LAU_BE_21004,BE_21004,BE,Bruxelles / Brussel,Bruxelles / Brussel,Belgium,BEL,matched_to_panel
237,1897,Arcachon,France,Arcachon International Exposition,1897,TRUE,44.66126,-1.17255,3037253,Arcachon,FRA,NA,NA,NA,FR,Arcachon,NA,NA,NA,europe_lau_not_in_panel
238,1897,Guatemala City,Guatemala,Exposición Centroamericana,1897,TRUE,14.64072,-90.51327,3598132,Guatemala City,GTM,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
239,1897,London,United Kingdom,Imperial Victorian Exhibition,1897,TRUE,51.50853,-0.12574,2643743,London,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
240,1897,Brisbane,Queensland,Queensland International Exhibition,1897,TRUE,-27.46794,153.02809,2174003,Brisbane,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
241,1897,Chicago,United States,Irish Fair (1897),1897,TRUE,41.85003,-87.65005,4887398,Chicago,USA,NA,NA,NA,NA,NA,NA,NA,NA,usa_excluded_from_europe_panel
242,1897,Nashville,United States,Tennessee Centennial and International Exposition,1897,TRUE,36.16589,-86.78444,4644585,Nashville,USA,NA,NA,NA,NA,NA,NA,NA,NA,usa_excluded_from_europe_panel
243,1897,Stockholm,Sweden,General Art and Industrial Exposition of Stockholm,1897,TRUE,59.32938,18.06871,2673730,Stockholm,SWE,europe_lau,GISCO_LAU_SE_0180,SE_0180,SE,Stockholm,Stockholm,Sweden,SWE,matched_to_panel
244,1897,Kiev,Russian Empire,Agricultural Exhibition,1897,TRUE,59.5987,55.2078,827619,Kiev,RUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
245,1898,Buenos Aires,Argentina,National Exhibition,1898,TRUE,-34.61315,-58.37723,3435910,Buenos Aires,ARG,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
246,1898,Jerusalem,Ottoman Empire,Universal Scientific and Philanthropic Exposition (1898),1898,TRUE,31.76904,35.21633,281184,Jerusalem,ISR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
247,1898,Auckland,New Zealand,Auckland Industrial and Mining Exhibition,1898,TRUE,-36.84853,174.76349,2193733,Auckland,NZL,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
248,1898,Dunedin,New Zealand,Otago Jubilee Industrial Exhibition (1898),1898,TRUE,-45.87416,170.50361,2191562,Dunedin,NZL,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
249,1898,Omaha,United States,Trans-Mississippi Exposition,1898,TRUE,41.25626,-95.94043,5074472,Omaha,USA,NA,NA,NA,NA,NA,NA,NA,NA,usa_excluded_from_europe_panel
250,1898,Bergen,Norway,International Fisheries Exposition (1898),1898,TRUE,60.39299,5.32415,3161732,Bergen,NOR,europe_lau,GISCO_LAU_NO_4601,NO_4601,NO,Bergen,Bergen,Norway,NOR,matched_to_panel
251,1898,Munich,Germany,Kraft – und Arbeitsmaschinen-Ausstellung (1898),1898,TRUE,48.13743,11.57549,2867714,Munich,DEU,europe_lau,GISCO_LAU_DE_09162000,DE_09162000,DE,"München, Landeshauptstadt","München, Landeshauptstadt",Germany,DEU,matched_to_panel
252,1898,San Francisco,United States,California's Golden Jubilee (1898),1898,TRUE,37.77493,-122.41942,5391959,San Francisco,USA,NA,NA,NA,NA,NA,NA,NA,NA,usa_excluded_from_europe_panel
253,1898,Turin,Italy,Esposizione Generale Italiana,1898,TRUE,45.07049,7.68682,3165524,Turin,ITA,europe_lau,GISCO_LAU_IT_001272,IT_001272,IT,Torino,Torino,Italy,ITA,matched_to_panel
254,1898,Vienna,Austria-Hungary,Jubiläums-Ausstellung,1898,TRUE,48.20849,16.37208,2761369,Vienna,AUT,europe_lau,GISCO_LAU_AT_90001,AT_90001,AT,Wien,Wien,Austria,AUT,matched_to_panel
255,1898,Launceston,Tasmania,Tasmanian Juvenile Industrial Exhibition,1898,TRUE,-41.43876,147.13467,2160517,Launceston,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
256,1898,Grahamstown,South Africa,Industrial and Arts Exhibition,1898,TRUE,-33.30422,26.53276,1000501,Grahamstown,ZAF,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
257,1899,Coolgardie,Western Australia,Western Australian International Mining and Industrial Exhibition,1899,TRUE,-30.95266,121.16349,2073890,Coolgardie,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
258,1899,Como,Italy,Como Electrical Exhibition,1899,TRUE,45.80819,9.0832,3178229,Como,ITA,europe_lau,GISCO_LAU_IT_013075,IT_013075,IT,Como,Como,Italy,ITA,matched_to_panel
259,1899,Omaha,United States,Greater America Exposition,1899,TRUE,41.25626,-95.94043,5074472,Omaha,USA,NA,NA,NA,NA,NA,NA,NA,NA,usa_excluded_from_europe_panel
260,1899,Philadelphia,United States,National Export Exposition,1899,TRUE,39.95238,-75.16362,4560349,Philadelphia,USA,NA,NA,NA,NA,NA,NA,NA,NA,usa_excluded_from_europe_panel
261,1899,London,United Kingdom,Greater Britain Exhibition,1899,TRUE,51.50853,-0.12574,2643743,London,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
262,1900,Paris,France,Exposition Universelle (1900) – Le Grand Palais,1900,TRUE,48.85341,2.3488,2988507,Paris,FRA,europe_lau,GISCO_LAU_FR_75056,FR_75056,FR,Paris,Paris,France,FRA,matched_to_panel
263,1900,Adelaide,South Australia,Century Exhibition of Arts and Industries (1900),1900,TRUE,-34.92866,138.59863000000001,2078025,Adelaide,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
264,1900,Christchurch,New Zealand,Canterbury Jubilee Industrial Exhibition,1900,TRUE,-43.53333,172.63333,2192362,Christchurch,NZL,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
265,1901,Bendigo,Australia,Victorian Gold Jubilee Exhibition,1901,FALSE,-36.75818,144.28024,2176187,Bendigo,AUS,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
266,1901,Buffalo,United States,Pan-American Exposition,1901,FALSE,42.88645,-78.87837,5110629,Buffalo,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
267,1901,Glasgow,United Kingdom,Glasgow International Exhibition (1901),1901,FALSE,55.86515,-4.25763,2648579,Glasgow,GBR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
268,1901,Vienna,Austria-Hungary,Bosnische Weihnachts-Ausstellung (1901),1901,FALSE,48.20849,16.37208,2761369,Vienna,AUT,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
269,1901,Charleston,United States,South Carolina Inter-State and West Indian Exposition,1901,FALSE,32.77632,-79.93275,4574324,Charleston,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
270,1902,Vienna,Austria-Hungary,International Fishery Exposition,1902,FALSE,48.20849,16.37208,2761369,Vienna,AUT,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
271,1902,Turin,Italy,Esposizione Internazionale d'Arte Decorativa Moderna,1902,FALSE,45.07049,7.68682,3165524,Turin,ITA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
272,1902,Hanoi,French Indochina,Hanoi exhibition (Indo China Exposition Française et Internationale),1902,FALSE,21.0245,105.84117,1581130,Hanoi,VNM,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
273,1902,Lille,France,International Exposition of Lille,1902,FALSE,50.63391,3.05512,2998324,Lille,FRA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
274,1902,Cork,United Kingdom,Cork International Exhibition,1902,FALSE,55.03333,-6.28333,2652370,Corkey,GBR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
275,1902,Wolverhampton,United Kingdom,Wolverhampton Art and Industrial Exhibition,1902,FALSE,52.58547,-2.12296,2633691,Wolverhampton,GBR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
276,1902,St. Petersburg,Russia,International Fisheries Exhibition,1902,FALSE,59.93863,30.31413,498817,Saint Petersburg,RUS,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
277,1902,New York City,United States,"United States, Colonial and International Exposition (1902) (never held)",1902,FALSE,40.71427,-74.00597,5128581,New York City,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
278,1902,Toledo,United States,Ohio Centennial and Northwest Territory Exposition (1902) – (never held),1902,FALSE,41.66394,-83.55521,5174035,Toledo,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
279,1903,Melbourne,Australia,Australian Federal International Exhibition,1903,FALSE,-37.814,144.96332,2158177,Melbourne,AUS,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
280,1903,Osaka,Japan,Fifth National Industrial Exhibition,1903,FALSE,34.69379,135.50107,1853909,Osaka,JPN,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
281,1904,St. Louis,United States,Louisiana Purchase Exposition,1904,FALSE,38.62727,-90.19789,4407066,St. Louis,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
282,1904,Cape Town,South Africa,Cape Town Industrial Exhibition,1904,FALSE,-33.92584,18.42322,3369157,Cape Town,ZAF,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
283,1905,Portland,United States,Lewis and Clark Centennial Exposition,1905,FALSE,45.52345,-122.67621,5746545,Portland,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
284,1905,Liège,Belgium,Exposition universelle et internationale de Liège (1905),1905,FALSE,50.63373,5.56749,2792413,Liège,BEL,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
285,1905,London,United Kingdom,"Naval, Shipping and Fisheries Exhibition",1905,FALSE,51.50853,-0.12574,2643743,London,GBR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
286,1905,New York City,United States,Irish Industrial Exposition (1905),1905,FALSE,40.71427,-74.00597,5128581,New York City,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
287,1906,Vienna,Austria-Hungary,Hygiene Exhibition,1906,FALSE,48.20849,16.37208,2761369,Vienna,AUT,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
288,1906,Milan,Italy,Esposizione Internazionale del Sempione,1906,FALSE,45.46427,9.18951,3173435,Milan,ITA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
289,1906,London,United Kingdom,Imperial Austrian Exhibition,1906,FALSE,51.50853,-0.12574,2643743,London,GBR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
290,1906,Marseille,France,Exposition coloniale (1906),1906,FALSE,43.29695,5.38107,2995469,Marseille,FRA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
291,1906,Bucharest,Romania,Romanian General Exposition,1906,FALSE,44.43225,26.10626,683506,Bucharest,ROU,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
292,1906,Tourcoing,France,International Exposition of Textile Industries,1906,FALSE,50.72391,3.16117,2972284,Tourcoing,FRA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
293,1906-1907,Christchurch,New Zealand,International Exhibition (1906),1906,FALSE,-43.53333,172.63333,2192362,Christchurch,NZL,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
294,1907,Bordeaux,France,International Maritime Exposition,1907,FALSE,44.84124,-0.58046,3031582,Bordeaux,FRA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
295,1907,Tokyo,Japan,Tokyo Industrial Exhibition,1907,FALSE,35.6895,139.69171,1850147,Tokyo,JPN,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
296,1907,Bergen,Norway,Nordic Marine Motor Exhibition,1907,FALSE,60.39299,5.32415,3161732,Bergen,NOR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
297,1907,Dublin,United Kingdom,Irish International Exhibition,1907,FALSE,52.28102,1.17081,13274840,Dublin,GBR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
298,1907,Hampton Roads,United States,Jamestown Exposition,1907,FALSE,28.0374,-82.3582,7217894,Hampton Oaks,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
299,1907,Chicago,United States,World's Pure Food Exposition (1907),1907,FALSE,41.85003,-87.65005,4887398,Chicago,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
300,1907,Mannheim,Germany,Internationale Kunst-Ausstellung (1907),1907,FALSE,49.4891,8.46694,2873891,Mannheim,DEU,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
301,1908,Trondheim,Norway,Scandinavian Fisheries Exhibition,1908,FALSE,63.43049,10.39506,3133880,Trondheim,NOR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
302,1908,Zaragoza,Spain,Hispano-French Exposition of 1908,1908,FALSE,41.65606,-0.87734,3104324,Zaragoza,ESP,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
303,1908,London,United Kingdom,Franco-British Exhibition (1908),1908,FALSE,51.50853,-0.12574,2643743,London,GBR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
304,1908,Edinburgh,United Kingdom,Scottish National Exhibition,1908,FALSE,55.95206,-3.19648,2650225,Edinburgh,GBR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
305,1908,New York City,United States,International Mining Exposition (1908),1908,FALSE,40.71427,-74.00597,5128581,New York City,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
306,1908,Rio de Janeiro,Brazil,Exhibition of the Centenary of the Opening of the Ports of Brazil,1908,FALSE,-22.90642,-43.18223,3451190,Rio de Janeiro,BRA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
307,1908,Marseille,France,Exposition International de l'Electricite,1908,FALSE,43.29695,5.38107,2995469,Marseille,FRA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
308,1909,London,United Kingdom,Imperial International Exhibition,1909,FALSE,51.50853,-0.12574,2643743,London,GBR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
309,1909,Nancy,France,Exposition Internationale de l'Est de la France,1909,FALSE,48.68439,6.18496,2990999,Nancy,FRA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
310,1909,Seattle,United States,Alaska-Yukon-Pacific Exposition,1909,FALSE,47.60621,-122.33207,5809844,Seattle,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
311,1909,New York City,United States,Hudson-Fulton Celebration,1909,FALSE,40.71427,-74.00597,5128581,New York City,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
312,1909,San Francisco,United States,"Portolá Festival (October 19-23, 1909)",1909,FALSE,37.77493,-122.41942,5391959,San Francisco,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
313,1909,Quito,Ecuador,National Ecuadorian Exposition,1909,FALSE,-0.22985,-78.52495,3652462,Quito,ECU,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
