fair_row_id,Year,City,Country,Fair_name,event_year,in_treatment_window,lat,lon,geonameid,matched_name,matched_country_iso3,assigned_unit_type,assigned_unit_id,assigned_lau_id,fair_lau_iso2,fair_lau_name,europe_place_name,europe_country,europe_iso3,match_status
53,1866,Melbourne,Victoria,Intercolonial Exhibition of Australasia,1866,TRUE,-37.814,144.96332,2158177,Melbourne,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
54,1866,Boulogne-sur-Mer,France,International Fisheries Exposition,1866,TRUE,50.724850000000004,1.61373,3031133,Boulogne-sur-Mer,FRA,europe_lau,GISCO_LAU_FR_62160,FR_62160,FR,Boulogne-sur-Mer,Boulogne-sur-Mer,France,FRA,matched_to_panel
55,1866,Arcachon,France,International Exposition of Fish and Water Products,1866,TRUE,44.66126,-1.17255,3037253,Arcachon,FRA,NA,NA,NA,FR,Arcachon,NA,NA,NA,europe_lau_not_in_panel
56,1866,Stockholm,Sweden,Scandinavian Industrial Exhibition,1866,TRUE,59.32938,18.06871,2673730,Stockholm,SWE,europe_lau,GISCO_LAU_SE_0180,SE_0180,SE,Stockholm,Stockholm,Sweden,SWE,matched_to_panel
57,1867,Paris,France,Exposition Universelle (1867),1867,TRUE,48.85341,2.3488,2988507,Paris,FRA,europe_lau,GISCO_LAU_FR_75056,FR_75056,FR,Paris,Paris,France,FRA,matched_to_panel
58,1867,The Hague,Netherlands,International Maritime Exhibition,1867,TRUE,52.07667,4.29861,2747373,The Hague,NLD,europe_lau,GISCO_LAU_NL_GM0518,NL_GM0518,NL,'s-Gravenhage,'s-Gravenhage,Netherlands,NLD,matched_to_panel
59,1867,Aarhaus,Denmark,International Maritime Exhibition,1867,TRUE,56.16558,10.21231,11746746,Aarhus C,DNK,europe_lau,GISCO_LAU_DK_751,DK_751,DK,Aarhus,Aarhus,Denmark,DNK,matched_to_panel
60,1867,Vienna,Austria,International Maritime Exhibition,1867,TRUE,48.20849,16.37208,2761369,Vienna,AUT,europe_lau,GISCO_LAU_AT_90001,AT_90001,AT,Wien,Wien,Austria,AUT,matched_to_panel
61,1867,Gothenburg,Sweden,International Maritime Exhibition,1867,TRUE,57.70716,11.96679,2711537,Gothenburg,SWE,europe_lau,GISCO_LAU_SE_1480,SE_1480,SE,Göteborg,Göteborg,Sweden,SWE,matched_to_panel
62,1868,Le Havre,France,International Maritime Exposition,1868,TRUE,49.49346,0.10785,3003796,Le Havre,FRA,europe_lau,GISCO_LAU_FR_76351,FR_76351,FR,Le Havre,Le Havre,France,FRA,matched_to_panel
63,1869,Amsterdam,Netherlands,International Exhibition of Domestic Economy,1869,TRUE,52.37403,4.88969,2759794,Amsterdam,NLD,europe_lau,GISCO_LAU_NL_GM0363,NL_GM0363,NL,Amsterdam,Amsterdam,Netherlands,NLD,matched_to_panel
64,1870,Sydney,New South Wales,Intercolonial Exhibition (1870),1870,TRUE,-33.86785,151.20732,2147714,Sydney,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
65,1871,Córdoba,Argentina,Exposición Nacional,1871,TRUE,-31.40648,-64.18853,3860259,Córdoba,ARG,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
66,1871,London,United Kingdom,First Annual International Exhibition (1871),1871,TRUE,51.50853,-0.12574,2643743,London,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
67,1871,Naples,Italy,International Maritime Exposition,1871,TRUE,40.85216,14.26811,3172394,Naples,ITA,europe_lau,GISCO_LAU_IT_063049,IT_063049,IT,Napoli,Napoli,Italy,ITA,matched_to_panel
68,1872,Hamilton,Bermuda,Industrial and Loan Exhibition,1872,TRUE,32.2949,-64.78303,3573197,Hamilton,BMU,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
69,1872,Copenhagen,Denmark,Second Scandinavian Exhibition of Arts and Industry,1872,TRUE,55.67594,12.56553,2618425,Copenhagen,DNK,NA,NA,NA,DK,København,NA,NA,NA,europe_lau_not_in_panel
70,1872,London,United Kingdom,Second Annual International Exhibition (1872),1872,TRUE,51.50853,-0.12574,2643743,London,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
71,1872,Christchurch,New Zealand,New Zealand Interprovincial Exhibition,1872,TRUE,-43.53333,172.63333,2192362,Christchurch,NZL,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
72,1872,Lima,Peru,Lima International Exhibition,1872,TRUE,-12.04318,-77.02824,3936456,Lima,PER,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
73,1872,Lyon,France,Exposition Universelle et Internationale (1872),1872,TRUE,45.74906,4.84789,2996944,Lyon,FRA,europe_lau,GISCO_LAU_FR_69123,FR_69123,FR,Lyon,Lyon,France,FRA,matched_to_panel
74,1872,Kyoto,Japan,Exhibition of Arts and Manufactures (1872),1872,TRUE,35.02107,135.75385,1857910,Kyoto,JPN,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
75,1873,London,United Kingdom,Third Annual International Exhibition (1873),1873,TRUE,51.50853,-0.12574,2643743,London,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
76,1873,Vienna,Austria,Weltausstellung 1873 Wien,1873,TRUE,48.20849,16.37208,2761369,Vienna,AUT,europe_lau,GISCO_LAU_AT_90001,AT_90001,AT,Wien,Wien,Austria,AUT,matched_to_panel
77,1873,Sydney,New South Wales,Metropolitan Intercolonial Exhibition (1873),1873,TRUE,-33.86785,151.20732,2147714,Sydney,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
78,1874,London,United Kingdom,Fourth Annual International Exhibition (1874),1874,TRUE,51.50853,-0.12574,2643743,London,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
79,1874,Dublin,United Kingdom,International Exhibition of Arts and Manufactures (1874),1874,TRUE,52.28102,1.17081,13274840,Dublin,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
80,1874,Rome,Italy,Esposizione internazionale (1874) (never held),1874,TRUE,41.89193,12.51133,3169070,Rome,ITA,europe_lau,GISCO_LAU_IT_058091,IT_058091,IT,Roma,Roma,Italy,ITA,matched_to_panel
81,1874,Jamestown,Saint Helena,St. Helena Industrial Exhibition,1874,TRUE,-15.92488,-5.71816,3370903,Jamestown,SHN,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
82,1874,Marseille,France,Exhibition of Modern Inventions and Discoveries,1874,TRUE,43.29695,5.38107,2995469,Marseille,FRA,europe_lau,GISCO_LAU_FR_13055,FR_13055,FR,Marseille,Marseille,France,FRA,matched_to_panel
83,1874,Philadelphia,United States,Franklin Institute Exhibition,1874,TRUE,39.95238,-75.16362,4560349,Philadelphia,USA,NA,NA,NA,NA,NA,NA,NA,NA,usa_excluded_from_europe_panel
84,1875,Melbourne,Victoria,Victorian Intercolonial Exhibition,1875,TRUE,-37.814,144.96332,2158177,Melbourne,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
85,1875,Nizhny Novgorod,Russia,Nizhny Novgorod Fair (1875),1875,TRUE,56.32867,44.00205,520555,Nizhniy Novgorod,RUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
86,1875,Sydney,New South Wales,Intercolonial Exhibition (1875),1875,TRUE,-33.86785,151.20732,2147714,Sydney,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
87,1875,Santiago,Chile,Chilean International Exhibition,1875,TRUE,-33.45694,-70.64827,3871336,Santiago,CHL,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
88,1876,Brussels,Belgium,International Exposition of Hygiene and Life-saving Apparatus,1876,TRUE,50.85045,4.34878,2800866,Brussels,BEL,europe_lau,GISCO_LAU_BE_21004,BE_21004,BE,Bruxelles / Brussel,Bruxelles / Brussel,Belgium,BEL,matched_to_panel
89,1876,Helsinki,Finland,Finnish General Exhibition,1876,TRUE,60.16952,24.93545,658225,Helsinki,FIN,europe_lau,GISCO_LAU_FI_091,FI_091,FI,Helsinki / Helsingfors,Helsinki / Helsingfors,Finland,FIN,matched_to_panel
90,1876,Adelaide,South Australia,Adelaide Industrial Exhibition,1876,TRUE,-34.92866,138.59863000000001,2078025,Adelaide,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
91,1876,Philadelphia,United States,Centennial Exposition,1876,TRUE,39.95238,-75.16362,4560349,Philadelphia,USA,NA,NA,NA,NA,NA,NA,NA,NA,usa_excluded_from_europe_panel
92,1876,Brisbane,Queensland,Intercolonial Exhibition (1876),1876,TRUE,-27.46794,153.02809,2174003,Brisbane,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
93,1876,London,United Kingdom,London Loan Collection of Scientific Apparatus,1876,TRUE,51.50853,-0.12574,2643743,London,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
94,1877,Cape Town,Cape Colony,South African International Exhibition,1877,TRUE,-33.92584,18.42322,3369157,Cape Town,ZAF,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
95,1877,Tokyo,Japan,First National Industrial Exhibition (1877) (Ueno Park),1877,TRUE,35.6895,139.69171,1850147,Tokyo,JPN,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
96,1877,Sydney,New South Wales,Sydney Metropolitan and Intercolonial Exhibition,1877,TRUE,-33.86785,151.20732,2147714,Sydney,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
97,1877,Adelaide,South Australia,Adelaide Industrial Exhibition,1877,TRUE,-34.92866,138.59863000000001,2078025,Adelaide,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
98,1878,Paris,France,Exposition Universelle (1878),1878,TRUE,48.85341,2.3488,2988507,Paris,FRA,europe_lau,GISCO_LAU_FR_75056,FR_75056,FR,Paris,Paris,France,FRA,matched_to_panel
99,1878,Ballarat,Victoria,Australian Juvenile Industrial Exhibition (1878),1878,TRUE,-37.56622,143.84957,2177091,Ballarat,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
100,1878,London,United Kingdom,International Fisheries Exhibition,1878,TRUE,51.50853,-0.12574,2643743,London,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
101,1879,Bendigo,Victoria,Juvenile Industrial Exhibition,1879,TRUE,-36.75818,144.28024,2176187,Bendigo,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
102,1879,Geelong,Victoria,Geelong Juvenile and Industrial Exhibition,1879,TRUE,-38.14711,144.36069,2165798,Geelong,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
103,1879,Sydney,New South Wales,Intercolonial Juvenile Industrial Exhibition,1879,TRUE,-33.86785,151.20732,2147714,Sydney,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
104,1879,Sydney,New South Wales,Sydney International Exhibition,1879,TRUE,-33.86785,151.20732,2147714,Sydney,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
105,1879,Melbourne,Victoria,Intercolonial Juvenile Industrial Exhibition (1879),1879,TRUE,-37.814,144.96332,2158177,Melbourne,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
106,1879,Kilburn,United Kingdom,International Agricultural Exhibition,1879,TRUE,51.55295,-0.19157,6690572,Kilburn,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
107,1880,Berlin,Germany,International Fisheries Exhibition,1880,TRUE,52.52437,13.41053,2950159,Berlin,DEU,europe_lau,GISCO_LAU_DE_11000000,DE_11000000,DE,"Berlin, Stadt","Berlin, Stadt",Germany,DEU,matched_to_panel
108,1880,Christchurch,New Zealand,Christchurch Industrial Exhibition,1880,TRUE,-43.53333,172.63333,2192362,Christchurch,NZL,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
109,1880,Adelaide,South Australia,Industrial and Juvenile Exhibition,1880,TRUE,-34.92866,138.59863000000001,2078025,Adelaide,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
110,1880,Glasgow,United Kingdom,Glasgow Electrical Exhibition,1880,TRUE,55.86515,-4.25763,2648579,Glasgow,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
111,1880-1881,Melbourne,Victoria,Melbourne International Exhibition,1880,TRUE,-37.814,144.96332,2158177,Melbourne,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
112,1881,Adelaide,South Australia,Adelaide Exhibition.,1881,TRUE,-34.92866,138.59863000000001,2078025,Adelaide,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
113,1881,Matanzas,Cuba,Exhibition of Matanzas,1881,TRUE,23.04388,-81.58284,3547398,Matanzas,CUB,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
114,1881,Paris,France,"International Exposition of Electricity, Paris",1881,TRUE,48.85341,2.3488,2988507,Paris,FRA,europe_lau,GISCO_LAU_FR_75056,FR_75056,FR,Paris,Paris,France,FRA,matched_to_panel
115,1881,Dunedin,New Zealand,Dunedin Industrial Exhibition,1881,TRUE,-45.87416,170.50361,2191562,Dunedin,NZL,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
116,1881,Atlanta,United States,International Cotton Exposition,1881,TRUE,33.749,-84.38798,4180439,Atlanta,USA,NA,NA,NA,NA,NA,NA,NA,NA,usa_excluded_from_europe_panel
117,1881,Budapest,Austria-Hungary,Országos Nőipari Kiállitás,1881,TRUE,47.49835,19.04045,3054643,Budapest,HUN,europe_lau,GISCO_LAU_HU_13578,HU_13578,HU,Budapest,Budapest,Hungary,HUN,matched_to_panel
118,1881,London,United Kingdom,International Medical and Sanitary Exhibition,1881,TRUE,51.50853,-0.12574,2643743,London,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
119,1881,Tokyo,Japan,Second National Industrial Exhibition,1881,TRUE,35.6895,139.69171,1850147,Tokyo,JPN,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
120,1881-1882,Perth,Western Australia,Perth International Exhibition,1881,TRUE,-31.95224,115.8614,2063523,Perth,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
121,1882,Lille,France,International Exposition of Industrial Art,1882,TRUE,50.63391,3.05512,2998324,Lille,FRA,europe_lau,GISCO_LAU_FR_59350,FR_59350,FR,Lille,Lille,France,FRA,matched_to_panel
122,1882,Munich,Germany,International Electrical Exposition,1882,TRUE,48.13743,11.57549,2867714,Munich,DEU,europe_lau,GISCO_LAU_DE_09162000,DE_09162000,DE,"München, Landeshauptstadt","München, Landeshauptstadt",Germany,DEU,matched_to_panel
123,1882,Christchurch,New Zealand,New Zealand International Exhibition,1882,TRUE,-43.53333,172.63333,2192362,Christchurch,NZL,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
124,1882,London,United Kingdom,Crystal Palace Electric Exhibition,1882,TRUE,51.50853,-0.12574,2643743,London,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
125,1882,Edinburgh,United Kingdom,International Fisheries Exhibition,1882,TRUE,55.95206,-3.19648,2650225,Edinburgh,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
126,1882,Bordeaux,France,Exposition internationale des vins,1882,TRUE,44.84124,-0.58046,3031582,Bordeaux,FRA,europe_lau,GISCO_LAU_FR_33063,FR_33063,FR,Bordeaux,Bordeaux,France,FRA,matched_to_panel
127,1882,Buenos Aires,Argentina,South American Continental Exhibition (Exposición Continental Sud-Americana),1882,TRUE,-34.61315,-58.37723,3435910,Buenos Aires,ARG,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
128,1883,London,United Kingdom,International Electric Exhibition,1883,TRUE,51.50853,-0.12574,2643743,London,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
129,1883,Vienna,Austria-Hungary,International Electrical Exposition,1883,TRUE,48.20849,16.37208,2761369,Vienna,AUT,europe_lau,GISCO_LAU_AT_90001,AT_90001,AT,Wien,Wien,Austria,AUT,matched_to_panel
130,1883,Cork,United Kingdom,Cork Industrial Exhibition,1883,TRUE,55.03333,-6.28333,2652370,Corkey,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
131,1883,Amsterdam,Netherlands,International Colonial and Export Exhibition,1883,TRUE,52.37403,4.88969,2759794,Amsterdam,NLD,europe_lau,GISCO_LAU_NL_GM0363,NL_GM0363,NL,Amsterdam,Amsterdam,Netherlands,NLD,matched_to_panel
132,1883,Calcutta,India,Calcutta International Exhibition,1883,TRUE,11.6,92.73333,1275003,Calicut,IND,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
133,1883,Marseille,France,International Maritime Exposition,1883,TRUE,43.29695,5.38107,2995469,Marseille,FRA,europe_lau,GISCO_LAU_FR_13055,FR_13055,FR,Marseille,Marseille,France,FRA,matched_to_panel
134,1883,Christchurch,New Zealand,All Colonial Exhibition,1883,TRUE,-43.53333,172.63333,2192362,Christchurch,NZL,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
135,1883,Madrid,Spain,Exposition of Mining and Metallurgy,1883,TRUE,40.4165,-3.70256,3117735,Madrid,ESP,europe_lau,GISCO_LAU_ES_28079,ES_28079,ES,Madrid,Madrid,Spain,ESP,matched_to_panel
136,1883,South Kensington,United Kingdom,International Fisheries Exhibition,1883,TRUE,51.49437,-0.17321,2637395,South Kensington,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
137,1883,Parramatta,New South Wales,Intercolonial Juvenile Industrial Exhibition,1883,TRUE,-33.8178,151.00348,7281840,Parramatta,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
138,1883,Hobart,Tasmania,Tasmanian Juvenile and Industrial Exhibition,1883,TRUE,-42.87936,147.32941,2163355,Hobart,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
139,1883,Launceston,Tasmania,Art and Industrial Exhibition,1883,TRUE,-41.43876,147.13467,2160517,Launceston,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
140,1883,Louisville,United States,Southern Exposition,1883,TRUE,38.25424,-85.75941,4299276,Louisville,USA,NA,NA,NA,NA,NA,NA,NA,NA,usa_excluded_from_europe_panel
141,1883,New York City,United States,World's Fair (1883) (never held),1883,TRUE,40.71427,-74.00597,5128581,New York City,USA,NA,NA,NA,NA,NA,NA,NA,NA,usa_excluded_from_europe_panel
142,1883,Caracas,Venezuela,National Exposition of Venezuela,1883,TRUE,10.48801,-66.87919,3646738,Caracas,VEN,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
143,1883-1884,Boston,United States,"The American Exhibition of the Products, Arts and Manufactures of Foreign Nations",1883,TRUE,42.35843,-71.05977,4930956,Boston,USA,NA,NA,NA,NA,NA,NA,NA,NA,usa_excluded_from_europe_panel
144,1884,Nice,France,International Exposition of Nice,1884,TRUE,43.70313,7.26608,2990440,Nice,FRA,europe_lau,GISCO_LAU_FR_06088,FR_06088,FR,Nice,Nice,France,FRA,matched_to_panel
145,1884,Amsterdam,Netherlands,International Agricultural Exhibition,1884,TRUE,52.37403,4.88969,2759794,Amsterdam,NLD,europe_lau,GISCO_LAU_NL_GM0363,NL_GM0363,NL,Amsterdam,Amsterdam,Netherlands,NLD,matched_to_panel
146,1884,London,United Kingdom,London International Universal Exhibition,1884,TRUE,51.50853,-0.12574,2643743,London,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
147,1884,South Kensington,United Kingdom,International Health and Education Exhibition,1884,TRUE,51.49437,-0.17321,2637395,South Kensington,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
148,1884,Cape Town,Cape Colony,South African Industrial Exhibition,1884,TRUE,-33.92584,18.42322,3369157,Cape Town,ZAF,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
149,1884,Durban,South Africa,"Natal Agricultural, Horticultural, Industrial and Art Exhibition",1884,TRUE,-29.8579,31.0292,1007311,Durban,ZAF,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
150,1884,New Orleans,United States,World Cotton Centennial,1884,TRUE,29.95465,-90.07507,4335045,New Orleans,USA,NA,NA,NA,NA,NA,NA,NA,NA,usa_excluded_from_europe_panel
151,1884,Melbourne,Victoria,Victorian International Exhibition 1884,1884,TRUE,-37.814,144.96332,2158177,Melbourne,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
152,1884,Edinburgh,United Kingdom,First International Forestry Exhibition,1884,TRUE,55.95206,-3.19648,2650225,Edinburgh,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
153,1884,Turin,Italy,Esposizione Generale Italiana,1884,TRUE,45.07049,7.68682,3165524,Turin,ITA,europe_lau,GISCO_LAU_IT_001272,IT_001272,IT,Torino,Torino,Italy,ITA,matched_to_panel
154,1884,Adelaide,South Australia,Grand Industrial Exhibition,1884,TRUE,-34.92866,138.59863000000001,2078025,Adelaide,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
155,1885,Melbourne,Victoria,Victorians' Jubilee Exhibition (1885) (Jubilee of Victoria Exhibition),1885,TRUE,-37.814,144.96332,2158177,Melbourne,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
156,1885,Port Elizabeth,Cape Colony (now South Africa),South African Exhibition,1885,TRUE,-33.98404,25.61136,953975,Port Elizabeth Airport,ZAF,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
157,1885,Antwerp,Belgium,Exposition Universelle d'Anvers (1885),1885,TRUE,51.22047,4.40026,2803138,Antwerpen,BEL,europe_lau,GISCO_LAU_BE_11002,BE_11002,BE,Antwerpen / Anvers,Antwerpen / Anvers,Belgium,BEL,matched_to_panel
158,1885,Nuremberg,Germany,International Exposition of Metals and Metallurgy,1885,TRUE,49.45421,11.07752,2861650,Nuremberg,DEU,europe_lau,GISCO_LAU_DE_09564000,DE_09564000,DE,Nürnberg,Nürnberg,Germany,DEU,matched_to_panel
159,1885,Budapest,Hungary,Hungarian National Exhibition,1885,TRUE,47.49835,19.04045,3054643,Budapest,HUN,europe_lau,GISCO_LAU_HU_13578,HU_13578,HU,Budapest,Budapest,Hungary,HUN,matched_to_panel
160,1885,Wellington,New Zealand,New Zealand Industrial Exhibition,1885,TRUE,-41.28664,174.77557,2179537,Wellington,NZL,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
161,1885,Zaragoza,Spain,Aragonese Exposition,1885,TRUE,41.65606,-0.87734,3104324,Zaragoza,ESP,europe_lau,GISCO_LAU_ES_50297,ES_50297,ES,Zaragoza,Zaragoza,Spain,ESP,matched_to_panel
162,1885,London,United Kingdom,International Inventions Exhibition,1885,TRUE,51.50853,-0.12574,2643743,London,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
163,1886,London,United Kingdom,Colonial and Indian Exhibition (1886),1886,TRUE,51.50853,-0.12574,2643743,London,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
164,1886,Edinburgh,United Kingdom,"International Exhibition of Industry, Science and Art",1886,TRUE,55.95206,-3.19648,2650225,Edinburgh,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
165,1886,Liverpool,United Kingdom,"International Exhibition of Navigation, Commerce and Industry (1886)",1886,TRUE,53.41058,-2.97794,2644210,Liverpool,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
166,1886,Bendigo,Victoria,Juvenile and Industrial Exhibition,1886,TRUE,-36.75818,144.28024,2176187,Bendigo,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
167,1886,Launceston,Tasmania,Launceston Industrial Exhibition,1886,TRUE,-41.43876,147.13467,2160517,Launceston,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
168,1886,Perth,Western Australia,West Australian Exhibition,1886,TRUE,-31.95224,115.8614,2063523,Perth,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
169,1887,Le Havre,France,International Maritime Exposition,1887,TRUE,49.49346,0.10785,3003796,Le Havre,FRA,europe_lau,GISCO_LAU_FR_76351,FR_76351,FR,Le Havre,Le Havre,France,FRA,matched_to_panel
170,1887,Atlanta,United States,Piedmont Exposition,1887,TRUE,33.749,-84.38798,4180439,Atlanta,USA,NA,NA,NA,NA,NA,NA,NA,NA,usa_excluded_from_europe_panel
171,1887,Geelong,Victoria,Geelong Jubilee Juvenile and Industrial Exhibition (1887),1887,TRUE,-38.14711,144.36069,2165798,Geelong,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
172,1887,Manchester,United Kingdom,Royal Jubilee Exhibition,1887,TRUE,53.48095,-2.23743,2643123,Manchester,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
173,1887,London,United Kingdom,American Exhibition,1887,TRUE,51.50853,-0.12574,2643743,London,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
174,1887,Newcastle,United Kingdom,Royal Mining Engineering Jubilee Exhibition,1887,TRUE,54.21804,-5.88979,6695976,Newcastle,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
175,1887,Rome,Italy,Esposizione mondiale (1887),1887,TRUE,41.89193,12.51133,3169070,Rome,ITA,europe_lau,GISCO_LAU_IT_058091,IT_058091,IT,Roma,Roma,Italy,ITA,matched_to_panel
176,1887,Madrid,Spain,Exposición General de las Islas Filipinas,1887,TRUE,40.4165,-3.70256,3117735,Madrid,ESP,europe_lau,GISCO_LAU_ES_28079,ES_28079,ES,Madrid,Madrid,Spain,ESP,matched_to_panel
177,1887-1888,Adelaide,South Australia,Adelaide Jubilee International Exhibition (1887),1887,TRUE,-34.92866,138.59863000000001,2078025,Adelaide,AUS,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
178,1888,Glasgow,United Kingdom,International Exhibition (1888),1888,TRUE,55.86515,-4.25763,2648579,Glasgow,GBR,NA,NA,NA,NA,NA,NA,NA,NA,europe_no_lau_spatial_match
179,1888,Brussels,Belgium,Grand Concours International des Sciences et de l'Industrie (1888),1888,TRUE,50.85045,4.34878,2800866,Brussels,BEL,europe_lau,GISCO_LAU_BE_21004,BE_21004,BE,Bruxelles / Brussel,Bruxelles / Brussel,Belgium,BEL,matched_to_panel
180,1888,Barcelona,Spain,Exposición Universal de Barcelona (1888),1888,TRUE,41.38879,2.15899,3128760,Barcelona,ESP,europe_lau,GISCO_LAU_ES_08019,ES_08019,ES,Barcelona,Barcelona,Spain,ESP,matched_to_panel
181,1888,Cincinnati,Ohio,Cincinnati Centennial Exposition (1888),1888,TRUE,39.12711,-84.51439,4508722,Cincinnati,USA,NA,NA,NA,NA,NA,NA,NA,NA,usa_excluded_from_europe_panel
