geo,name,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
dza,Algeria,120300,120800,121200,121600,122100,122500,122900,123400,123800,124300,124800,125200,125700,126200,126800,127300,127900,128500,129100,129800,130400,131100,131800,132600,133300,134100,135000,135800,136700,137500,138500,139400,140400,141300,142300,143200,144200,145200,146200,147200,148200,149200,150200,151200,152300,153300,154400,155400,156500,157500,158600,159700,160800,161900,163100,164200,165400,166500,167700,168800,170000,171200,172400,173700,175000,176300,177600,179000,180300,181800,183200,184700,186200,187600,189100,190700,192400,194000,195700,197400,199200,200900,202700,204500,206300,208100,210000,211800,213700,215600,217600,219500,221500,223400,225400,227400,229500,231500,233600,235700,237800,239900,242000,244200,246300,248500,250800,253000,255200,257500,259800,262100,264400,267100,270200,273700,277200,280700,284300,287900,291500,295200,298900,302700,306500,310400,315600,320800,325800,331200,337000,342800,348700,354500,360300,366200,372000,377800,383700,389500,395400,401200,407000,412900,418700,424500,430400,436200,442000,447900,453700,457100,464500,472700,481900,492100,503000,514800,527300,540200,553200,566200,578900,591200,603200,615000,627200,640100,654000,668900,684900,702000,719800,737800,755600,772700,789000,804000,817600,829500,839500,847600,854000,858700,861600,862400,861300,858000,852200,844000,832300,816200,795800,771700,744900,716700,688200,661300,638000,620100,609900,609400,618500,636700,663000,696400,735400,777500,819600,859000,892900,918600,935700,944200,944100,936400
ecu,Ecuador,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24020,24060,24120,24200,24290,24410,24550,24740,24920,25120,25350,25600,25870,26160,26480,26820,27190,27580,28000,28440,28910,29380,29860,30360,30860,31360,31880,32410,32940,33480,34020,34560,35100,35630,36170,36700,37230,37750,38280,38800,39340,39880,40420,41010,41540,42070,42600,43120,43640,44150,44660,45180,45700,46220,46760,47300,47840,48390,48950,49520,50090,50660,51230,51820,52410,53020,53610,54220,54850,55480,56100,56750,57400,58040,58710,59390,60060,60750,61450,62230,62950,63670,64410,65150,65900,66680,67490,68340,69220,69840,70660,71440,72340,73270,74240,75230,76200,77210,78230,79270,80320,81390,82300,83040,83620,84210,84800,85920,87080,88270,89480,90680,91960,93260,94570,95900,97260,97820,98400,101400,104400,107400,110300,113300,116300,119300,122300,125300,128300,131300,134300,137200,140200,143200,146200,149200,152200,155200,158200,161100,163100,167100,171200,175300,179500,183800,188100,192600,197100,201800,206600,211500,216600,221700,226800,231800,236600,241300,245700,249700,253300,256600,259600,262300,264800,267300,269700,272100,274600,277400,280400,283600,287000,290500,294000,297300,300400,303200,305600,307600,309300,310800,312200,313400,314400,315100,315300,315200,314800,314400,314100,314200,314800,316000,317600,319600,321700,323800,325600,327100,328400,329300,330000,330500,330800
egy,Egypt,179000,178900,178700,178600,178500,178400,178300,178200,178100,178000,177900,177900,178000,178200,178400,178500,179000,179600,180200,181000,181900,182800,183900,185100,186400,187700,189200,190800,192600,194400,196300,198400,200400,202500,204600,206800,208900,211100,213300,215500,217800,220100,222400,224700,227000,229100,231500,233900,236300,238800,241300,243700,246100,248500,251000,253500,256000,258600,261200,263800,266400,269100,271800,274600,277500,280400,283400,286500,289600,292800,296000,299300,302700,305900,309400,312600,316300,319800,323700,327700,331700,335600,339700,343900,347900,352200,356500,360800,365200,369600,374200,378700,383400,388100,392800,397600,402500,407400,412400,417400,422600,427700,432800,438100,443500,448200,453700,459100,464700,470400,476200,481900,523100,527500,532400,537800,548600,559500,571000,582600,594500,603400,612600,621800,631200,640700,660200,680000,700400,721200,738500,755800,773200,790500,807800,825100,842500,859800,877100,894400,911800,929100,946400,963700,981100,998400,1016000,1033000,1050000,1068000,1085000,1096000,1117000,1137000,1157000,1177000,1195000,1213000,1230000,1247000,1264000,1280000,1295000,1310000,1325000,1339000,1352000,1363000,1373000,1383000,1394000,1407000,1424000,1445000,1471000,1502000,1538000,1577000,1620000,1663000,1707000,1751000,1795000,1836000,1873000,1902000,1920000,1925000,1918000,1899000,1871000,1834000,1795000,1756000,1722000,1695000,1679000,1674000,1678000,1692000,1714000,1741000,1770000,1799000,1830000,1867000,1916000,1981000,2061000,2152000,2247000,2335000,2408000,2458000,2485000,2488000
eri,Eritrea,9816,9816,9816,9816,9816,9816,9816,9816,9816,9816,9816,9823,9835,9854,9879,9911,9950,9995,10050,10110,10170,10240,10320,10410,10510,10610,10720,10840,10960,11100,11240,11390,11540,11690,11850,12000,12160,12330,12490,12660,12820,13000,13170,13340,13520,13700,13880,14070,14250,14440,14640,14830,15030,15230,15430,15630,15840,16050,16260,16480,16700,16920,17140,17370,17600,17840,18070,18310,18560,18800,19050,19310,19560,19810,20070,20340,20610,20870,21150,21430,21720,21990,22290,22580,22870,23180,23480,23790,24100,24420,24750,25080,25410,25750,26090,26440,26790,27140,27500,27870,28240,28610,28980,29370,29760,30150,30550,30950,31360,31780,32200,32620,33050,33490,33940,34390,34840,35310,35780,36250,36730,37220,37720,38220,38730,39240,39760,40290,40830,41320,41900,42480,43070,43650,44240,44820,45410,45990,46570,47160,47740,48330,48910,49500,50080,50660,51250,51830,52420,53000,53590,54320,55800,57280,58750,60230,61700,63180,64670,66180,67710,69270,70880,72540,74270,76040,77870,79740,81640,83600,85600,87660,89790,92010,94330,96780,99400,102200,105200,108200,111400,114700,118100,121400,124500,127200,129400,131000,131900,132100,131600,130500,128900,127100,125300,124000,123400,123800,125200,127700,131200,135800,140900,146400,151900,157100,161700,165600,168700,171100,172700,173600,174200,174600,174900,175300
esp,Spain,418900,420100,421200,422400,423500,424700,425900,427100,428200,429400,430700,431900,433300,434700,436300,437900,439600,441400,443300,445300,447300,449500,451800,454100,456600,459100,461800,464500,467400,470300,473400,476600,479700,482900,486100,489400,492600,495900,499200,502600,505900,509200,512600,515900,519200,522500,525800,529000,532200,535400,538500,535900,533100,530300,527300,524200,521900,518500,544600,557900,572900,611300,606000,597400,621900,614800,612300,617800,574900,598100,593900,595200,596500,597700,599100,600600,602200,603500,605200,602900,600700,630500,618300,611100,633200,629600,639800,632600,641100,644200,611800,630700,639100,642000,630400,636800,656200,626300,614700,634600,632300,656600,660500,665100,669900,674900,670300,665400,661000,656100,651100,648400,645500,642500,639500,636400,634900,633300,631700,630000,628600,644600,661700,668400,657400,650700,668600,641100,670700,658800,654000,649200,644400,639600,634700,629900,625100,620300,615400,610600,605800,601000,596200,591300,586500,581700,576900,572100,567200,562400,557600,565900,581900,596400,609500,621100,631400,640100,647400,653300,657600,660600,662200,662800,662700,662400,662700,663800,665700,668400,671500,674800,677300,678300,677000,672200,662900,649000,630600,608500,583600,557100,530500,505300,482300,462400,445700,431900,420200,410700,402900,396400,390600,385700,381500,378700,377900,379700,384400,391600,401500,413600,427100,440900,454000,464900,472400,475800,475200,470600,462600,452400,441400,430800,421200,412900
est,Estonia,13930,13710,13490,13260,13080,12900,12720,12540,12360,12400,12440,12490,12540,12600,12560,12540,12520,12500,12500,12650,12810,12970,13150,13330,13380,13430,13490,13560,13630,13650,13670,13700,13730,13760,13690,13620,13540,13460,13380,13420,13450,13490,13520,13560,13640,13720,13800,13890,13970,14310,14660,15000,15360,15720,15910,16100,16290,16490,16690,17220,17750,18300,18850,19410,18860,18290,17710,17130,16520,16880,17230,17590,17960,18330,18260,18200,18130,18060,17990,18000,18020,18030,18040,18050,18100,18160,18220,18270,18330,18330,18340,18340,18340,18340,18650,18970,19290,19620,19950,20040,20120,20210,20290,20380,20240,20090,19930,19770,19610,19550,19480,19420,19350,19280,18610,17940,17250,16550,15830,15850,15860,15870,15880,15890,15900,15910,15920,15920,15930,15930,16060,16190,16330,16460,16590,16720,16850,16980,17120,17250,17380,17510,17640,17770,17900,18040,18170,18300,18430,18560,18690,18830,19090,19300,19470,19580,19660,19690,19680,19650,19590,19530,19480,19460,19470,19550,19700,19920,20210,20550,20900,21220,21490,21700,21830,21900,21930,21970,22040,22160,22350,22650,23030,23460,23880,24160,24170,23850,23170,22140,20840,19360,17860,16470,15260,14300,13600,13120,12810,12670,12690,12870,13200,13620,14080,14530,14900,15140,15240,15190,15030,14790,14550,14340,14190,14100
eth,Ethiopia,145100,145100,145100,145100,145100,145100,145100,145100,145100,145100,145100,145200,145400,145700,146100,146600,147200,148000,148800,149700,150800,151900,153200,154600,156100,157700,159500,161300,163300,165500,167700,170100,172500,175000,177400,180000,182500,185100,187700,190400,193100,195800,198600,201500,204300,207200,210200,213100,216200,219200,222300,225400,228600,231800,235000,238300,241600,244900,248300,251800,255300,258900,262500,266100,269800,273600,277400,281200,285200,289100,293200,297200,301400,305400,309600,313900,318300,322500,327000,331600,336200,340700,345400,350200,354900,359900,364900,369800,375000,380200,385500,390800,396300,401800,407400,413000,418800,424600,430500,436500,442600,448800,454800,461200,467600,474100,480700,487200,493900,500800,507800,514800,521900,529200,536600,544000,551600,559300,567300,575300,583500,591800,600200,608700,617300,626100,635800,644800,654800,665000,677400,689800,702200,714600,727000,739300,751700,764100,776500,788900,801300,813700,826100,838500,850900,863300,875700,888000,900400,912800,925200,927000,931900,939500,949900,962900,978600,996700,1017000,1040000,1063000,1088000,1114000,1140000,1167000,1195000,1226000,1259000,1295000,1334000,1375000,1415000,1454000,1492000,1527000,1561000,1595000,1630000,1667000,1708000,1751000,1797000,1846000,1896000,1948000,2002000,2057000,2114000,2172000,2232000,2295000,2361000,2430000,2502000,2576000,2647000,2715000,2777000,2830000,2875000,2909000,2934000,2950000,2961000,2968000,2974000,2980000,2989000,3001000,3017000,3039000,3064000,3091000,3120000,3148000,3176000
fin,Finland,34160,35400,36730,34190,37460,37600,35520,36690,31630,28750,38630,35970,38320,36250,37460,38690,38950,39550,39580,38040,38810,45320,40060,45370,42950,43330,44280,43760,47110,46420,45800,43980,43480,39500,46840,45730,42620,43060,44830,46640,48190,48340,52570,51230,50440,52080,48930,50080,54350,55660,54750,59270,55870,56500,59340,57740,58670,55000,59570,58380,59710,63950,62370,60690,65870,60730,57380,57900,45980,59360,63840,65460,65080,66630,69030,67590,68490,71800,68060,73310,72710,70820,74540,75230,77390,75030,78870,82710,82360,80940,81050,85230,80310,77890,81350,86740,86570,86990,92700,91870,90500,92980,91760,89710,94580,92380,95840,95890,95030,97470,96440,94900,95750,90960,91420,87510,84240,85020,82950,68550,86620,83850,81760,82840,79070,78790,76380,74940,75570,74220,75330,76430,77540,78640,79750,80850,81960,83070,84170,85280,86380,87490,88590,89700,90810,91910,93020,94120,95230,96330,97440,96010,93330,91000,89010,87360,86050,85040,84280,83700,83190,82660,81990,81070,79860,78250,76180,73730,71040,68270,65660,63480,61910,61030,60840,61250,62080,63040,63900,64540,64870,64850,64580,64170,63680,63210,62910,62840,63010,63380,63840,64180,64270,63990,63340,62380,61210,60000,58930,58060,57470,57210,57230,57460,57850,58290,58700,58980,59100,59040,58840,58600,58400,58330,58390,58560
fji,Fiji,5828,5837,5847,5856,5866,5875,5885,5895,5904,5914,5924,5933,5943,5953,5962,5972,5982,5992,6001,6011,6021,6031,6041,6051,6060,6070,6080,6090,6100,6110,6120,6130,6140,6150,6158,6166,6171,6176,6179,6181,6181,6180,6178,6175,6171,6165,6158,6150,6141,6131,6119,6107,6093,6078,6062,6046,6030,6015,6000,5985,5970,5955,5941,5926,5912,5897,5883,5869,5854,5840,5826,5812,5797,5783,5767,5751,5734,5719,5701,5683,5663,5647,5626,5604,5584,5560,5537,5511,5489,5468,5449,5433,5418,5405,5394,5386,5379,5383,5394,5414,5443,5433,5416,5425,5450,5478,5522,5554,5598,5633,5664,5703,5723,5743,5754,5774,5784,5803,5813,5821,5839,5854,5887,5917,5957,5987,6026,6054,6082,6120,6446,6771,7097,7423,7748,8074,8400,8725,9051,9377,9702,10030,10350,10680,11000,11330,11660,11980,12310,12630,12960,13380,14190,14920,15580,16170,16680,17110,17470,17750,17950,18060,18100,18080,18010,17910,17800,17700,17640,17620,17670,17820,18050,18360,18750,19190,19680,20200,20710,21190,21600,21900,22090,22160,22130,22020,21850,21680,21520,21390,21300,21230,21160,21060,20940,20800,20630,20460,20280,20120,19950,19800,19650,19500,19360,19220,19080,18950,18810,18670,18520,18360,18180,17980,17770,17550
fra,France,863000,855700,848400,841000,833500,826000,818400,810700,803000,795300,787600,789000,790600,792300,794100,796100,798200,800400,802700,805100,807700,809000,810300,811700,813100,814500,816000,817600,819200,820900,822700,823600,824300,824900,825400,825800,826100,826200,826300,826200,826100,821600,817000,812400,807700,802900,798000,792800,787500,782000,776300,786200,796100,806000,882100,958800,854500,879400,897000,1001000,801700,870700,815600,847100,856100,933100,878000,860800,915800,898800,988900,873400,1025000,1001000,1008000,1001000,1016000,989000,978100,975700,958600,976600,974700,976700,976200,962300,949000,936800,920100,917200,873800,905000,894700,915200,895400,873500,905600,896800,879800,883800,863200,895300,883100,863100,853900,843100,842900,808100,827700,804300,808800,775500,784400,778900,744500,480100,380800,408200,472200,505400,835000,813300,763300,762900,754400,771600,768100,745800,751500,733000,737800,742600,747400,752200,757000,761800,766600,771400,776200,781000,785800,790600,795400,800200,805000,809800,814600,819400,824200,829000,833800,827900,817700,810500,806500,805500,807500,812100,819000,827400,836400,845000,852200,857400,860000,860200,858900,856700,854300,851500,847300,840200,829500,815300,798300,780600,764700,752600,745600,743900,746900,753000,759900,765700,769400,770200,767900,763500,757800,751200,744500,738400,733400,730000,728400,728700,731100,734900,739700,745200,751000,757100,763100,769000,774400,779100,783000,786000,788100,789300,789700,789300,788200,786500,784500,782300
fsm,"Micronesia, Fed. Sts.",688,688,688,688,688,688,688,688,688,688,688,688,689,689,690,691,692,693,694,696,698,699,702,704,706,709,712,715,718,721,725,728,732,736,740,744,747,751,755,759,763,767,771,775,779,783,787,791,795,799,803,807,811,815,819,823,827,831,836,840,844,848,852,856,861,865,869,874,878,882,887,891,895,900,904,909,913,918,922,927,931,936,941,945,950,955,959,964,969,974,978,983,988,993,998,1003,1008,1013,1018,1023,1028,1033,1038,1043,1048,1054,1059,1064,1069,1075,1080,1085,1091,1096,1101,1107,1112,1118,1124,1130,1135,1141,1147,1153,1159,1165,1180,1195,1210,1227,1245,1264,1282,1301,1319,1338,1356,1375,1393,1412,1430,1449,1467,1486,1504,1523,1541,1560,1578,1597,1615,1629,1659,1689,1720,1753,1787,1822,1860,1901,1946,1995,2051,2110,2173,2236,2295,2347,2391,2426,2451,2466,2476,2485,2495,2515,2550,2604,2676,2763,2858,2954,3041,3112,3166,3203,3227,3244,3260,3277,3298,3322,3347,3370,3388,3398,3394,3376,3341,3290,3223,3142,3051,2956,2860,2769,2686,2614,2553,2506,2473,2455,2447,2448,2456,2468
gab,Gabon,7114,7114,7114,7114,7114,7114,7114,7114,7114,7114,7114,7117,7123,7132,7143,7158,7175,7195,7219,7245,7275,7307,7343,7382,7424,7469,7518,7570,7625,7683,7745,7810,7875,7941,8008,8075,8143,8211,8280,8350,8420,8490,8562,8633,8706,8779,8853,8927,9002,9077,9154,9232,9311,9391,9471,9553,9634,9717,9800,9884,9969,10050,10140,10230,10320,10400,10490,10580,10670,10760,10860,10950,11040,11140,11230,11330,11420,11520,11620,11720,11820,11920,12020,12120,12220,12330,12440,12540,12650,12760,12860,12980,13090,13200,13310,13420,13540,13660,13770,13890,14010,14130,14250,14370,14500,14620,14740,14870,15000,15120,15250,15380,15520,15650,15780,15920,16050,16190,16330,16460,16600,16740,16880,17020,17170,17310,17210,17100,16970,16860,16750,16630,16510,16400,16280,16160,16050,15930,15810,15700,15580,15460,15350,15230,15110,14990,14880,14760,14640,14530,14410,14410,14430,14500,14630,14810,15040,15320,15640,16020,16450,16930,17440,17980,18550,19120,19690,20240,20780,21300,21810,22310,22820,23340,23900,24480,25100,25760,26440,27160,27900,28660,29440,30220,31000,31760,32520,33260,33990,34690,35380,36040,36680,37300,37890,38460,39000,39490,39960,40410,40870,41360,41900,42500,43170,43920,44750,45640,46560,47490,48380,49190,49890,50470,50920,51270
gbr,UK,451200,423200,493000,528800,539300,537000,537200,539900,542700,533000,557200,572100,567000,589600,599400,669800,647100,651600,643500,641400,645600,672900,699000,690000,684100,688100,695500,665400,695800,653400,659800,660500,668700,707500,700500,700900,713100,711000,716300,745900,748600,753000,751000,755300,764000,757700,788400,742500,771300,789400,807700,830800,838200,817800,843800,844200,868400,868900,857500,897800,887200,899300,916700,931900,944700,952500,957700,973600,989700,970700,992700,998300,1005000,1012000,1024000,1037000,1049000,1062000,1075000,1074000,1072000,1071000,1070000,1068000,1064000,1060000,1056000,1051000,1046000,1053000,1061000,1068000,1076000,1084000,1085000,1087000,1088000,1089000,1090000,994200,992400,992800,990700,990600,987700,984600,978700,974900,971200,961900,948700,938000,938300,952500,946200,873200,880100,743300,723800,802100,1020000,917600,853200,841600,817400,798300,786800,749400,751800,737000,737900,738900,739800,740800,741700,742700,743600,744600,745500,746500,747400,748400,749300,750300,751200,752200,753100,754100,755000,756000,756900,758300,763000,771700,784300,800800,820900,844300,869900,896500,922300,945400,963700,975500,979700,975200,961400,939700,912100,880200,845800,810700,776800,745600,719000,698300,684600,677200,675400,678600,686300,697700,711800,726900,741800,755200,765800,773600,778300,779700,778200,774100,768500,762200,755400,748000,739200,728800,717300,705600,695600,689700,689300,694800,706000,721700,739800,757700,773500,786100,795200,801000,804900,808000,810400,812600
geo,Georgia,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57080,57130,57200,57300,57430,57590,57770,57970,58210,58470,58750,59070,59410,59780,60180,60610,61070,61560,62080,62620,63200,63780,64370,64960,65560,66160,66770,67380,68000,68630,69260,69900,70540,71190,71840,72510,73170,73850,74530,75210,75900,76600,77300,78010,78720,79440,80170,80910,81650,82400,83150,83910,84680,85460,86240,87030,87830,88640,89450,90270,91090,91930,92750,93600,94450,95320,96170,97050,97940,98840,99720,100600,101600,102500,103400,104400,105300,106300,107200,108200,109200,110200,111200,112200,113300,114300,115400,116400,117500,118600,118500,118600,118500,118400,118400,118300,118200,118200,118100,117900,117900,117700,117500,117500,117300,117000,116900,116700,116400,116300,116000,115700,115500,115200,114800,114600,114200,113800,113600,112700,111900,111100,110200,109400,108600,107700,106900,106000,105200,104400,103500,102700,101900,101000,100200,99340,98500,97660,96820,95990,96600,97850,99160,100500,101900,103300,104600,105800,106700,107000,106600,105400,103300,100600,97500,94540,92120,90520,89820,89960,90720,91720,92620,93320,93760,93970,94100,94250,94440,94740,95200,95790,96430,97010,97350,97270,96620,95320,93340,90690,87380,83600,79570,75450,71430,67640,64170,61120,58610,56770,55720,55410,55700,56460,57470,58490,59320,59780,59790,59330,58480,57400,56260,55110,53990
gha,Ghana,89750,89750,89750,89750,89750,89750,89750,89750,89750,89750,89750,89730,89690,89630,89540,89440,89320,89180,89010,88830,88620,88400,88160,87890,87610,87310,86990,86650,86290,85910,85510,85090,84680,84260,83850,83440,83040,82630,82230,81830,81430,81030,80640,80250,79860,79470,79080,78690,78310,77930,77550,77170,76800,76420,76050,75680,75310,74940,74580,74220,73860,73530,73250,73000,72800,72620,72490,72400,72350,72330,72350,72410,72510,72470,72660,72890,73170,73400,73800,74240,74690,75140,75590,76040,76490,76950,77420,77880,78350,78820,79290,79770,80250,80730,81220,81710,82200,82700,83190,83690,84200,84700,85210,85720,86240,86760,87280,87800,88330,88860,89390,89930,90470,91570,93250,95520,97860,100200,102700,105200,107800,110400,113100,115800,118700,121500,124500,127400,130500,133600,137900,142100,146300,150500,154700,159000,163200,167400,171600,175800,180100,184300,188500,192700,196900,201200,205400,209600,213800,218000,222300,226000,233700,241900,250600,259800,269500,279700,290200,301000,311900,322900,333600,344100,354100,363700,372700,381300,389600,397500,405000,412200,418900,425400,431700,438000,444400,451100,458200,465800,474000,482900,492400,502300,512500,522800,533200,543400,553300,562900,571700,579700,586900,593500,599800,606200,613200,621400,630900,642000,654400,667900,682000,696500,711300,726700,743300,761200,780400,800300,820000,838200,854100,867100,876900,883700
gin,Guinea,41810,41810,41810,41810,41810,41810,41810,41810,41810,41810,41810,41820,41860,41910,41980,42080,42180,42310,42460,42620,42800,43000,43230,43470,43730,44010,44310,44640,44980,45340,45720,46130,46540,46950,47360,47780,48210,48630,49060,49500,49940,50380,50820,51270,51730,52180,52650,53110,53580,54060,54540,55020,55500,55990,56480,56980,57490,57990,58500,59020,59540,60070,60600,61130,61670,62210,62760,63320,63870,64440,65000,65580,66160,66720,67310,67900,68500,69090,69700,70320,70940,71550,72180,72820,73440,74090,74740,75390,76060,76730,77400,78090,78780,79470,80170,80880,81590,82310,83040,83770,84510,85260,86000,86750,87520,88290,89070,89840,90630,91430,92240,93050,93870,94690,95530,96370,97220,98080,98950,99820,100700,101600,102500,103400,104300,105200,106000,107000,107700,108700,110500,112300,114200,116000,117800,119700,121500,123300,125100,127000,128800,130600,132400,134300,136100,137900,139800,141600,143400,145200,147100,148000,149900,151800,153700,155500,157400,159200,161100,163000,164900,166900,169000,171100,173400,175800,178300,181000,183700,186600,189400,192100,194700,197100,199400,201700,204000,206400,209100,212100,215600,219500,224000,229000,234700,241200,248700,257400,267000,277500,288600,300200,311800,323200,334000,343900,352700,360200,366700,372200,376800,380900,384800,388700,392900,397500,402700,408300,414200,420400,426900,433500,440100,446700,453200,459600
gmb,Gambia,4650,4650,4650,4650,4650,4650,4650,4650,4650,4650,4650,4652,4655,4660,4667,4675,4685,4697,4711,4726,4743,4762,4783,4805,4829,4855,4883,4913,4945,4978,5014,5051,5089,5127,5165,5204,5243,5282,5321,5361,5401,5441,5482,5523,5564,5605,5647,5689,5732,5774,5817,5861,5905,5949,5993,6038,6083,6128,6174,6220,6267,6313,6361,6408,6456,6504,6553,6602,6651,6701,6751,6801,6852,6902,6953,7005,7057,7109,7162,7216,7269,7323,7377,7432,7487,7543,7599,7655,7712,7770,7828,7886,7945,8004,8064,8124,8185,8246,8308,8370,8432,8495,8558,8622,8686,8751,8816,8881,8947,9014,9082,9149,9217,9286,9356,9425,9496,9567,9638,9710,9782,9855,9929,10000,10080,10150,10160,10160,10160,10160,10200,10240,10280,10320,10350,10390,10430,10470,10500,10540,10580,10620,10650,10690,10730,10770,10810,10840,10880,10920,10960,11370,12180,12970,13730,14480,15200,15890,16560,17190,17770,18310,18800,19250,19670,20080,20500,20960,21470,22050,22700,23420,24200,25030,25880,26750,27620,28490,29340,30200,31080,32000,32980,34030,35170,36380,37660,39000,40360,41740,43100,44440,45740,47010,48240,49460,50680,51920,53200,54530,55930,57390,58910,60490,62130,63840,65640,67540,69520,71570,73630,75670,77660,79570,81390,83130
gnb,Guinea-Bissau,10850,10850,10850,10850,10850,10850,10850,10850,10850,10850,10850,10850,10860,10870,10880,10900,10920,10950,10970,11010,11040,11080,11120,11170,11220,11280,11330,11400,11460,11530,11600,11680,11760,11840,11920,12000,12080,12160,12240,12320,12400,12480,12570,12650,12740,12820,12910,12990,13080,13170,13260,13350,13440,13540,13640,13730,13830,13930,14030,14130,14230,14330,14430,14540,14640,14740,14850,14950,15060,15170,15280,15380,15490,15600,15710,15820,15940,16050,16160,16280,16390,16510,16630,16740,16860,16980,17100,17220,17340,17470,17590,17720,17840,17970,18100,18230,18360,18490,18620,18750,18880,19020,19150,19290,19430,19560,19700,19840,19980,20120,20270,20410,20560,20700,20850,21000,21150,21300,21440,21580,21720,21870,22020,22160,22310,22460,22750,23050,23350,23650,23750,23840,23940,24030,24120,24220,24310,24410,24500,24600,24690,24780,24880,24970,25070,25160,25260,25350,25450,25540,25630,25600,25530,25500,25490,25510,25560,25630,25740,25870,26040,26250,26500,26790,27130,27540,28000,28540,29140,29800,30500,31250,32010,32800,33600,34440,35350,36340,37420,38550,39720,40860,41940,42940,43830,44630,45350,46030,46710,47380,48050,48710,49330,49910,50460,50980,51500,52020,52580,53170,53820,54530,55290,56100,56960,57870,58840,59860,60920,62000,63070,64100,65090,66010,66850,67610
gnq,Equatorial Guinea,3109,3109,3109,3109,3109,3109,3109,3109,3109,3109,3109,3110,3111,3112,3114,3117,3120,3123,3127,3131,3136,3142,3148,3155,3162,3169,3177,3186,3195,3205,3215,3225,3236,3247,3258,3268,3279,3290,3301,3312,3323,3334,3345,3356,3367,3379,3390,3401,3412,3424,3435,3447,3459,3470,3482,3494,3506,3518,3530,3542,3554,3566,3578,3590,3602,3614,3627,3639,3651,3664,3676,3689,3701,3713,3726,3739,3751,3764,3777,3790,3802,3815,3828,3841,3854,3867,3880,3893,3907,3920,3933,3946,3960,3973,3987,4000,4014,4028,4041,4055,4069,4082,4096,4110,4124,4138,4152,4166,4180,4194,4209,4223,4237,4252,4266,4281,4295,4310,4324,4338,4397,4502,4654,4812,4974,5143,5317,5497,5683,5875,6037,6200,6362,6524,6686,6849,7011,7173,7336,7498,7660,7822,7985,8147,8309,8472,8634,8796,8958,9121,9283,9332,9428,9519,9605,9687,9768,9849,9935,10040,10160,10310,10490,10700,10910,11100,11240,11280,11230,11070,10780,10370,9851,9287,8727,8243,7912,7778,7873,8209,8790,9600,10570,11640,12740,13820,14820,15710,16490,17140,17660,18060,18400,18700,18980,19280,19580,19890,20210,20550,20920,21340,21800,22310,22860,23440,24050,24680,25300,25920,26520,27110,27690,28250,28790,29310
grc,Greece,96800,97150,97500,97860,98210,98560,98920,99280,99640,100000,100400,100800,101200,101600,102100,102600,103200,103700,104300,105000,105600,106300,107100,107900,108700,109500,110400,111300,112200,113200,114200,115300,116300,117400,118500,119600,120700,121800,122900,124000,125200,126300,127500,128700,129800,131000,132300,133500,134700,135900,137200,133300,129400,125300,121200,117000,112700,108300,103900,99310,94660,99220,97910,96580,101600,96970,106000,101600,102900,104300,102700,104800,106500,103700,110800,108100,114500,111300,107300,98820,98190,99550,103400,103600,119700,120500,127600,134900,142400,149900,156800,156300,155800,155300,154700,154100,153500,152800,152000,151100,150200,149100,148100,147000,145700,144400,143000,141700,140300,138800,137400,135900,134300,132700,131200,129600,128000,126400,124800,123100,122100,121200,125100,111500,114900,155300,178400,173600,186100,178500,176500,174400,172400,170400,168300,166300,164300,162200,160200,158200,156100,154100,152100,150100,148000,146000,144000,141900,139900,137900,135800,138200,142600,146300,149400,151700,153400,154500,155100,155200,155000,154600,154200,153800,153500,153100,152400,151200,149400,147300,145000,143200,142100,141800,142400,143400,144600,145200,145100,144000,141700,138300,134000,129300,124400,119600,115200,111400,108300,106100,104700,103900,103600,103600,103600,103700,103600,103400,103300,103100,103200,103800,105000,106800,109000,111200,112900,113700,113300,111700,109100,105700,101900,98310,95000,92140
