geo,name,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
bdi,Burundi,42140,42140,42140,42140,42140,42140,42140,42140,42140,42140,42140,42150,42180,42230,42300,42370,42470,42580,42710,42850,43020,43190,43390,43600,43830,44080,44340,44620,44920,45240,45580,45930,46280,46640,47010,47370,47740,48110,48480,48860,49240,49620,50000,50390,50780,51180,51580,51980,52380,52790,53200,53560,53920,54290,54660,55030,55400,55780,56160,56540,56920,57310,57700,58170,58560,58960,59360,59760,60170,60570,60980,61400,61810,62220,62640,63070,63490,63910,64340,64780,65220,65650,66090,66540,66980,67440,67890,68340,68800,69270,69740,70210,70680,71160,71640,72130,72610,73100,73600,74090,74590,75100,75600,76110,76620,77140,77660,78170,78700,79230,79760,80300,80840,81380,81930,82480,83040,83590,84270,84930,85580,86250,86920,87590,88270,88960,89650,90340,91040,91750,92950,94160,95360,96560,97760,98960,100200,101400,102600,103800,105000,106200,107400,108600,109800,111000,112200,113400,114600,115800,117000,117600,118800,120100,121700,123400,125300,127300,129500,131900,134400,137100,139900,142800,145700,148600,151400,154100,156600,159200,161800,164600,167800,171500,175700,180400,185700,191400,197400,203700,210300,217400,225000,232900,241000,248900,256400,263300,269200,274200,277900,280300,281600,282100,282200,282100,282200,282900,284500,287500,292300,299200,308100,319000,331500,345400,360400,376000,391600,407000,421800,436100,449900,463300,476000,487700
bel,Belgium,108200,108700,109000,109500,109800,110300,110600,111100,111600,111900,112400,112800,113300,113700,114300,114700,115400,116100,116600,117400,117900,118700,119300,120200,121100,121800,122700,123500,124500,125300,121200,123500,125900,128300,130700,133200,134500,135800,137100,138400,139800,139300,138800,138300,137700,137100,136300,135500,134600,133700,132800,131200,129700,128100,132100,136200,140300,144400,148600,150100,151600,153100,154700,156300,157100,157900,158800,159600,160500,162900,165300,167800,170300,172700,182100,183000,184400,185200,186300,186900,187300,187900,188200,188800,188500,188100,187300,186900,186400,187000,188000,188500,189500,190000,190200,190400,191100,191400,191700,190800,189900,189800,189200,189200,189200,188700,188500,188600,187900,186400,185200,183700,182200,181400,180300,178100,175700,172500,169100,164900,161400,158600,156300,155300,154200,152700,151500,150200,148800,146900,146600,146300,146000,145700,145400,145100,144800,144500,144200,143900,143700,143400,143100,142800,142500,142200,141900,141600,141300,141000,140800,141800,144000,146100,148200,150300,152300,154200,156000,157500,158600,159200,159100,158200,156600,154400,151600,148600,145500,142400,139400,136600,133700,131000,128400,126000,123900,122200,120900,120000,119500,119200,119000,118800,118700,118500,118500,118500,118800,119100,119400,119600,119500,119000,118300,117300,116300,115300,114600,114200,114300,114900,116100,117600,119400,121300,123200,124900,126400,127400,128200,128700,129100,129400,129800,130100
ben,Benin,24780,24780,24780,24780,24780,24780,24820,24820,24820,24820,24820,24840,24860,24900,24940,25000,25070,25160,25290,25400,25520,25660,25800,25960,26130,26320,26520,26730,26960,27240,27500,27770,28040,28310,28590,28870,29150,29440,29720,30020,30360,30660,30960,31260,31560,31870,32180,32500,32820,33140,33460,33790,34180,34510,34850,35190,35540,35890,36240,36600,36960,37320,37680,38120,38490,38870,39250,39640,40020,40420,40820,41220,41620,42020,42500,42920,43340,43750,44180,44610,45050,45480,45930,46380,46820,47280,47830,48290,48760,49240,49720,50210,50700,51200,51700,52210,52720,53330,53850,54380,54920,55450,55990,56540,57100,57660,58220,58780,59450,60040,60630,61220,61820,62430,63040,63660,64280,64920,65550,66190,66940,67600,68260,68930,69600,70280,70970,71780,72480,73190,74010,74820,75640,76460,77280,78090,78910,79730,80550,81360,82180,83000,83820,84630,85450,86270,87090,87900,88720,89540,90360,90940,92190,93610,95190,96950,98860,100900,103200,105500,108000,110600,113300,116000,118700,121500,124400,127200,130100,133100,136200,139400,142800,146300,150000,153900,158000,162300,166700,171300,176100,181000,186100,191300,196800,202400,208300,214300,220600,227000,233500,240100,246700,253200,259600,266100,272500,279000,285500,292200,298900,305600,312300,318800,325200,331400,337400,343300,349000,354600,360100,365600,371100,376700,382300,388000
bfa,Burkina Faso,69920,69920,69920,69920,69920,69920,69920,69920,70020,70020,70020,70050,70100,70170,70270,70390,70540,70710,70910,71140,71390,71670,71970,72300,72770,73150,73560,74000,74470,74970,75490,76040,76590,77150,77720,78280,78850,79430,80010,80590,81300,81900,82490,83090,83700,84310,84930,85540,86170,86800,87430,88070,88710,89360,90010,90800,91460,92120,92800,93470,94150,94840,95530,96220,96920,97630,98340,99060,99780,100500,101200,102100,102900,103600,104400,105100,105900,106600,107400,108200,109000,109800,110600,111400,112200,113000,114000,114800,115600,116500,117300,118200,119000,119900,120800,121700,122500,123400,124300,125200,126100,127100,128200,129100,130000,131000,131900,132900,133900,134800,135800,136800,137800,138800,139800,140800,141900,142900,144100,145200,146300,147300,148400,149500,150600,151700,152800,153700,154800,155900,158100,160300,162500,164700,166900,169100,171300,173500,175700,177900,180100,182300,184500,186700,188800,191000,193200,195400,197600,199800,202000,203400,206200,208900,211600,214300,217000,219700,222400,225100,228000,231100,234300,237800,241600,245600,249700,253900,258100,262500,267000,272000,277400,283400,290000,297100,304600,312500,320400,328500,336400,344300,352000,359600,367200,375000,382900,391100,399800,408900,418700,429000,439800,451100,462800,474800,487100,499700,512500,525400,538400,551400,564500,577700,590800,603600,616100,628000,639500,650600,661400,672100,682900,693900,705400,717200
bgd,Bangladesh,888900,890700,892400,894200,896000,897700,899500,901300,903000,904800,906700,908600,910600,912700,914900,917200,919600,922100,924700,927500,930300,933300,936400,939500,942800,946200,949800,953400,957200,961000,965000,969100,973200,977300,981500,985700,989900,994100,998300,1003000,1007000,1011000,1015000,1020000,1024000,1028000,1033000,1037000,1042000,1046000,1050000,1055000,1059000,1063000,1068000,1072000,1076000,1081000,1085000,1090000,1094000,1099000,1103000,1108000,1113000,1118000,1123000,1128000,1134000,1139000,1145000,1150000,1156000,1161000,1168000,1174000,1180000,1186000,1193000,1200000,1206000,1213000,1220000,1227000,1234000,1241000,1248000,1255000,1262000,1269000,1277000,1284000,1291000,1299000,1306000,1314000,1321000,1329000,1336000,1344000,1351000,1359000,1367000,1375000,1382000,1390000,1398000,1406000,1414000,1422000,1430000,1438000,1447000,1454000,1462000,1469000,1476000,1483000,1491000,1498000,1506000,1513000,1521000,1528000,1536000,1544000,1547000,1551000,1554000,1562000,1569000,1576000,1584000,1591000,1599000,1606000,1613000,1621000,1628000,1636000,1643000,1651000,1658000,1665000,1673000,1680000,1688000,1695000,1702000,1710000,1717000,1750000,1816000,1883000,1950000,2018000,2086000,2155000,2225000,2296000,2369000,2444000,2520000,2597000,2675000,2752000,2826000,2896000,2961000,3021000,3076000,3125000,3171000,3214000,3257000,3300000,3345000,3394000,3445000,3498000,3552000,3603000,3650000,3690000,3723000,3746000,3759000,3765000,3763000,3756000,3746000,3733000,3720000,3708000,3697000,3687000,3678000,3669000,3658000,3645000,3627000,3602000,3570000,3532000,3488000,3441000,3393000,3347000,3305000,3268000,3237000,3212000,3190000,3171000,3153000,3134000
bgr,Bulgaria,72640,72980,73320,73660,74010,74360,74700,75050,75400,75760,76140,76490,76850,77210,77560,77920,78280,78640,79000,79370,79730,80090,80460,80820,81190,81560,81920,82290,82660,83040,83410,83780,84150,84530,84910,85290,85670,86050,86440,86820,87210,87590,87960,88310,88660,88990,89320,89630,89940,90230,90510,90780,91040,91300,91530,91760,91980,92180,92380,92560,92730,92940,93220,93550,93950,94400,94920,95500,96140,96860,97630,98480,99390,100000,101100,102300,101500,100800,100200,99540,98900,102300,113000,120300,121900,120800,106300,126900,126500,124900,121200,137000,128100,126400,139200,151400,156200,162700,153000,160300,168900,172100,175400,178700,182000,185200,185700,186100,186500,187000,187600,189000,190600,192000,193100,193900,195600,197300,199100,200800,202900,203000,203600,204600,205600,206500,204200,201200,197600,193600,192300,190900,189600,188200,186900,185600,184200,182900,181500,180200,178900,177500,176200,174800,173500,172200,170800,169500,168100,166800,165500,163400,159400,155600,152200,149100,146200,143600,141300,139300,137500,136000,134700,133600,132700,132200,132100,132300,133000,133900,135100,136500,137900,139100,140100,140600,140300,139300,137600,135200,132500,129700,127200,125000,123000,121300,119300,116800,113500,109500,104700,99230,93460,87690,82180,77210,73000,69630,67130,65530,64880,65160,66180,67690,69450,71170,72540,73420,73730,73420,72590,71430,70210,69120,68250,67580
bhr,Bahrain,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3112,3112,3112,3112,3112,3112,3112,3112,3112,3112,3112,3112,3112,3112,3112,3112,3112,3112,3112,3112,3112,3108,3108,3108,3108,3108,3108,3108,3108,3108,3108,3108,3108,3108,3108,3108,3108,3108,3108,3108,3108,3108,3103,3103,3103,3103,3103,3103,3103,3103,3104,3106,3108,3111,3116,3121,3126,3133,3141,3149,3158,3169,3171,3184,3197,3211,3224,3241,3259,3277,3295,3313,3332,3350,3369,3388,3406,3425,3444,3463,3483,3502,3522,3536,3556,3576,3596,3616,3636,3656,3677,3697,3717,3738,3759,3780,3801,3822,3843,3864,3886,3908,3934,3966,3998,4035,4073,4111,4150,4189,4228,4268,4308,4348,4389,4430,4471,4519,4561,4592,4623,4653,4684,4715,4746,4777,4807,4838,4869,4900,4931,4962,4992,5023,5054,5085,5116,5146,5177,5208,5301,5495,5702,5923,6157,6403,6658,6918,7177,7424,7651,7850,8013,8139,8223,8263,8269,8257,8244,8253,8308,8423,8608,8869,9207,9620,10090,10590,11110,11620,12130,12610,13070,13470,13820,14080,14270,14380,14420,14410,14330,14220,14080,13960,13870,13820,13850,13940,14110,14370,14720,15140,15610,16130,16670,17250,17850,18450,19000,19480,19830,20030,20080,19980,19740
bhs,Bahamas,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,1127,1127,1127,1128,1128,1129,1129,1130,1131,1131,1132,1133,1133,1134,1135,1136,1137,1138,1139,1139,1140,1141,1142,1143,1144,1146,1149,1154,1159,1167,1175,1185,1196,1209,1223,1238,1254,1270,1287,1305,1324,1343,1363,1384,1406,1428,1450,1472,1494,1515,1536,1557,1577,1596,1616,1634,1652,1671,1689,1708,1727,1746,1765,1784,1804,1822,1841,1860,1877,1895,1912,1930,1949,1968,1988,2009,2031,2053,2077,2101,2124,2146,2166,2185,2203,2223,2238,2250,2260,2268,2277,2285,2293,2298,2303,2298,2285,2273,2260,2248,2236,2224,2211,2199,2200,2215,2242,2270,2299,2298,2302,2301,2300,2320,2340,2360,2380,2400,2421,2441,2461,2481,2501,2521,2541,2561,2581,2601,2622,2642,2662,2682,2702,2722,2735,2773,2837,2926,3041,3178,3335,3503,3673,3831,3964,4061,4117,4136,4134,4135,4159,4221,4321,4448,4582,4700,4790,4852,4900,4958,5046,5176,5342,5530,5711,5861,5963,6014,6025,6019,6018,6040,6086,6148,6212,6257,6268,6238,6160,6031,5863,5672,5471,5284,5134,5035,4994,5011,5082,5191,5316,5439,5547,5635,5699,5748,5785,5811,5827
bih,Bosnia and Herzegovina,35110,35110,35110,35110,35110,35110,35110,35110,35110,35110,35110,35130,35160,35200,35260,35340,35420,35530,35650,35790,35940,36110,36300,36500,36720,36950,37200,37470,37760,38060,38380,38720,39060,39400,39750,40100,40450,40810,41170,41530,41900,42260,42640,43010,43390,43770,44160,44550,44940,45330,45730,45850,45960,46000,46110,46220,46330,46360,46460,46560,46660,46680,46780,47190,47520,47930,48270,48690,49120,49460,49900,50250,50690,51030,51480,51930,52290,52740,53110,53570,54040,54410,54880,55270,55740,56130,56620,57110,57510,58010,58420,58930,59440,59860,60380,60810,61340,61770,62310,62850,63290,63840,64280,64840,65410,65870,66440,66900,67480,67950,68550,69140,69620,70230,70850,71340,71960,72590,73110,73750,74400,74920,75580,76250,76780,77460,78010,78690,79380,79940,81300,82660,84020,85380,86740,88100,89460,90820,92180,93530,94890,96250,97610,98970,100300,101700,103000,104400,105800,107100,108500,107200,104800,102900,101500,100600,100100,100100,100400,100800,101200,101400,101200,100400,99160,97470,95560,93660,91940,90460,89110,87720,86130,84260,82180,80110,78340,77090,76480,76480,76950,77680,78340,78660,78480,77620,75980,73680,70850,67620,64190,60770,57550,54650,52120,49890,47780,45620,43310,40890,38520,36440,34840,33840,33440,33560,34020,34620,35130,35460,35540,35370,35040,34620,34130,33580
blr,Belarus,113400,113400,113400,113400,113400,113400,113400,113400,113400,113400,113400,113400,113500,113700,113900,114100,114400,114800,115200,115700,116200,116700,117400,118100,118800,119600,120400,121300,122300,123300,124400,125600,126700,127900,129100,130300,131500,132700,133900,135100,136400,137600,138900,140200,141400,142700,144100,145400,146700,148100,149400,150800,152200,153600,155000,156500,157900,159400,160900,162400,163900,165400,166900,168500,170000,171600,173200,174800,176400,178000,179700,181400,183000,184700,186400,188100,189900,191600,193400,195100,197000,197400,197700,198200,198300,198800,199300,199400,199900,200100,200500,200900,201000,201400,201500,201900,202300,202300,203300,204200,205200,206100,206800,207700,208700,209600,210600,211500,212100,213000,214000,214900,215900,216800,217400,218300,219300,220200,221100,221700,222600,223500,224400,225300,226200,226700,227600,225300,223000,220500,218000,215400,212900,210300,207800,205200,202700,200100,197600,195000,192500,189900,187400,184800,182200,179700,177100,174600,172000,169500,166900,170300,176700,182300,187000,190900,193900,196000,197100,197100,195800,193200,189200,183900,177700,171100,164500,158400,153300,149300,146600,145100,144400,144200,144400,145200,146500,148500,151000,153900,156800,159400,161600,162900,163300,162300,160100,156600,152100,146700,140600,133900,126800,119700,112900,106600,101200,96620,93010,90440,89000,88700,89370,90780,92780,95170,97810,100600,103200,105700,107800,109400,110600,111400,111800,111700
blz,Belize,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1177,1178,1178,1178,1178,1179,1179,1179,1180,1180,1180,1181,1181,1182,1182,1183,1183,1184,1184,1185,1185,1186,1186,1187,1187,1188,1189,1189,1190,1190,1191,1190,1190,1191,1191,1192,1192,1192,1192,1192,1191,1190,1189,1187,1186,1184,1182,1181,1181,1180,1181,1181,1182,1184,1185,1188,1191,1191,1196,1202,1209,1214,1224,1234,1247,1258,1272,1287,1300,1317,1334,1352,1372,1393,1414,1436,1460,1484,1509,1535,1562,1588,1613,1637,1660,1682,1707,1725,1743,1758,1772,1786,1800,1814,1827,1842,1862,1884,1906,1929,1952,1975,1998,2022,2046,2071,2096,2123,2149,2177,2204,2232,2260,2291,2360,2430,2499,2568,2637,2707,2776,2845,2915,2984,3053,3122,3192,3261,3330,3400,3469,3538,3607,3677,3746,3760,3791,3824,3861,3900,3942,3988,4037,4091,4151,4216,4289,4370,4458,4552,4653,4758,4865,4974,5085,5196,5309,5421,5532,5638,5736,5823,5901,5969,6031,6090,6153,6219,6291,6366,6441,6512,6575,6632,6681,6726,6768,6813,6862,6918,6988,7070,7161,7258,7349,7424,7473,7496,7494,7479,7463,7461,7485,7536,7617,7722,7840,7961,8078,8188
bol,Bolivia,49320,49320,49320,49320,49320,49320,49320,49320,49320,49320,49320,49340,49370,49430,49500,49580,49690,49820,49960,50120,50300,50500,50720,50960,51220,51490,51790,52100,52440,52790,53170,53560,53960,54360,54770,55180,55590,56000,56420,56840,57260,57680,58090,58490,58890,59280,59660,60040,60410,60780,61130,61570,62000,62420,62840,63250,63650,64050,64440,64820,65200,65560,65930,66300,66680,67050,67430,67810,68190,68570,68960,69350,69730,70120,70510,70910,71310,71700,72100,72500,72910,73310,73720,74140,74540,74960,75380,75800,76220,76640,77070,77500,77930,78360,78800,79240,79710,80200,80740,81300,82190,82820,83410,84120,84870,85660,86460,87250,88070,88890,89720,90540,91380,92550,94060,95900,97800,99720,101500,103400,105000,106500,107700,109000,110200,111500,112800,114100,115400,116800,118200,119700,121100,122600,124000,125500,126900,128400,129900,131300,132800,134200,135700,137100,138600,140000,141500,142900,144400,145800,147300,148100,149600,151300,153000,154800,156600,158500,160500,162600,164700,166900,169200,171600,174000,176500,179200,181900,184700,187600,190700,194000,197500,201100,204900,208700,212500,216100,219600,222800,225700,228200,230400,232300,234000,235600,237000,238500,239900,241400,243100,244900,246800,248700,250600,252400,254100,255500,256600,257300,257800,258000,257900,257600,257300,256800,256200,255400,254600,253700,253000,252400,252200,252200,252600,253200
bra,Brazil,158100,159800,161500,163300,165000,166800,168600,170400,172200,174100,176300,178300,180300,182300,184500,186700,189000,191400,193900,196400,199100,201800,204600,207500,210400,213500,216700,219900,223300,226700,230300,233900,237700,241400,245300,249200,253100,257200,261300,265400,269600,273900,278200,282600,287100,291600,296200,300800,305500,310300,315100,320100,325100,330200,335300,340500,345800,351200,356700,362200,367800,373500,379400,385500,391700,398100,404700,411500,418400,425500,432900,440400,448100,455200,463400,471800,481100,489300,499100,509300,518900,569000,578900,588900,598600,609200,620300,630800,642700,655100,668000,681600,695700,710500,725800,741800,752500,763000,773500,783800,794000,804000,813700,834100,854700,875600,896900,917800,940000,962900,986200,1007000,1028000,1050000,1073000,1096000,1119000,1143000,1167000,1192000,1217000,1242000,1268000,1294000,1320000,1347000,1375000,1403000,1432000,1461000,1509000,1557000,1605000,1653000,1701000,1749000,1796000,1844000,1892000,1940000,1988000,2036000,2084000,2132000,2180000,2227000,2275000,2323000,2371000,2419000,2467000,2491000,2544000,2603000,2668000,2739000,2817000,2898000,2982000,3065000,3144000,3213000,3269000,3311000,3337000,3351000,3355000,3356000,3358000,3366000,3383000,3412000,3451000,3500000,3556000,3619000,3688000,3758000,3826000,3888000,3938000,3972000,3989000,3987000,3968000,3933000,3883000,3824000,3761000,3699000,3646000,3605000,3580000,3569000,3573000,3589000,3614000,3640000,3663000,3677000,3676000,3654000,3613000,3553000,3480000,3398000,3315000,3241000,3179000,3132000,3100000,3080000,3066000,3051000,3035000,3016000
brb,Barbados,3024,3007,2989,2972,2955,2938,2920,2903,2886,2869,2851,2836,2824,2813,2805,2799,2795,2793,2794,2854,2918,2985,3056,3130,3208,3290,3376,3466,3560,3660,3764,3872,3984,4098,4162,4227,4293,4360,4428,4497,4568,4639,4710,4781,4852,4923,4994,5064,5134,5204,5274,5344,5411,5476,5540,5601,5660,5716,5771,5823,5872,5919,5964,6007,6050,6090,6130,6168,6205,6240,6274,6306,6337,6367,6399,6431,6463,6494,6527,6560,6594,6627,6661,6695,6729,6764,6799,6834,6871,6908,6946,6984,7023,7063,7103,7144,7186,7215,7231,7234,7224,7201,7200,7148,7080,6998,6900,6801,6706,6612,6525,6437,6363,6299,6235,6173,6110,6067,6024,5981,5939,5837,5770,5736,5701,5665,5642,5617,5591,5565,5665,5766,5866,5966,6066,6167,6267,6367,6468,6568,6668,6768,6869,6969,7069,7170,7270,7370,7470,7571,7671,7637,7572,7511,7454,7400,7348,7296,7240,7172,7084,6970,6822,6640,6428,6197,5961,5736,5533,5358,5212,5088,4977,4871,4770,4676,4596,4535,4494,4471,4462,4458,4452,4438,4415,4380,4338,4294,4251,4211,4173,4136,4099,4059,4016,3970,3921,3870,3818,3767,3719,3675,3636,3604,3578,3558,3541,3527,3514,3501,3486,3471,3456,3441,3427,3412
brn,Brunei,103,103,103,103,103,103,103,103,103,103,103,103,104,104,104,105,105,106,107,108,109,110,112,113,115,117,119,121,123,125,128,130,133,136,139,141,144,147,150,154,157,160,163,167,170,174,177,181,185,189,192,196,200,205,209,213,218,222,227,231,236,241,246,252,258,264,271,277,285,292,300,308,317,324,334,344,354,364,376,388,400,412,425,439,452,467,482,497,513,530,547,565,583,602,621,641,662,684,706,729,752,777,801,827,853,881,910,937,967,999,1028,1058,1081,1099,1118,1137,1156,1175,1195,1215,1235,1255,1274,1293,1311,1330,1353,1376,1398,1421,1483,1545,1608,1670,1732,1794,1856,1919,1981,2043,2105,2167,2229,2292,2354,2416,2478,2540,2603,2665,2727,2727,2740,2775,2833,2913,3013,3131,3261,3396,3525,3640,3734,3805,3859,3913,3989,4105,4270,4485,4739,5018,5297,5557,5786,5973,6112,6211,6283,6336,6388,6459,6560,6698,6875,7085,7318,7557,7780,7976,8130,8233,8284,8285,8238,8142,7998,7818,7615,7405,7207,7041,6916,6837,6803,6807,6835,6869,6892,6898,6882,6846,6800,6748,6695,6639
btn,Bhutan,4143,4143,4143,4143,4143,4143,4143,4143,4143,4143,4143,4144,4146,4149,4153,4158,4163,4170,4178,4187,4196,4207,4219,4232,4246,4260,4276,4293,4311,4330,4350,4371,4392,4413,4434,4456,4477,4499,4521,4543,4564,4587,4609,4631,4653,4676,4698,4721,4744,4767,4790,4816,4842,4868,4895,4921,4948,4975,5002,5029,5056,5083,5111,5139,5166,5194,5223,5251,5279,5308,5337,5366,5395,5423,5453,5482,5512,5541,5571,5602,5632,5662,5693,5723,5754,5785,5817,5848,5879,5911,5943,5975,6008,6040,6073,6106,6139,6172,6205,6239,6273,6306,6340,6375,6409,6444,6478,6513,6548,6584,6619,6655,6691,6727,6763,6800,6837,6874,6905,6939,6972,7006,7040,7074,7108,7142,7177,7212,7246,7281,7340,7398,7457,7515,7574,7633,7691,7750,7809,7867,7926,7984,8043,8102,8160,8219,8278,8336,8395,8453,8512,8685,9024,9350,9662,9961,10250,10520,10780,11030,11280,11530,11780,12030,12300,12590,12890,13220,13560,13920,14300,14700,15130,15570,16020,16460,16880,17260,17600,17910,18200,18510,18840,19190,19550,19870,20100,20200,20130,19910,19540,19080,18570,18060,17590,17170,16800,16460,16150,15870,15620,15430,15290,15200,15150,15100,15040,14930,14770,14560,14310,14070,13850,13680,13560,13490
bwa,Botswana,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5425,5425,5425,5425,5425,5425,5425,5425,5425,5425,5425,5425,5425,5425,5425,5425,5425,5425,5425,5425,5425,5425,5425,5425,5425,5425,5425,5425,5425,5427,5428,5429,5431,5432,5433,5435,5444,5445,5446,5448,5449,5450,5452,5453,5454,5456,5457,5458,5460,5461,5463,5464,5465,5467,5468,5469,5471,5472,5473,5475,5476,5477,5479,5480,5481,5483,5484,5485,5487,5488,5489,5499,5500,5501,5503,5504,5505,5507,5510,5516,5519,5529,5542,5558,5577,5595,5622,5650,5696,5735,5824,5944,6067,6193,6321,6451,6583,6717,6854,7034,7259,7532,7815,8108,8413,8729,9056,9397,9880,10360,10850,11330,11810,12300,12780,13260,13750,14230,14710,15200,15680,16160,16650,17130,17610,18100,18580,19060,19550,19850,20440,21020,21590,22130,22660,23180,23690,24200,24720,25250,25800,26400,27040,27720,28460,29230,30050,30920,31840,32850,33940,35110,36340,37630,38960,40290,41600,42850,44000,45000,45860,46560,47100,47470,47690,47780,47790,47730,47660,47590,47550,47540,47570,47630,47690,47720,47710,47670,47610,47560,47540,47610,47780,48100,48650,49400,50330,51380,52470,53490,54350,54980,55350,55460
caf,Central African Republic,21590,21590,21590,21590,21590,21590,21590,21590,21590,21590,21590,21590,21600,21620,21640,21660,21690,21730,21770,21810,21860,21920,21980,22040,22120,22190,22270,22360,22450,22550,22650,22760,22870,22980,23090,23200,23310,23420,23530,23650,23760,23870,23990,24100,24220,24330,24450,24570,24680,24800,24920,25040,25170,25290,25410,25540,25660,25790,25920,26040,26170,26300,26430,26560,26690,26820,26950,27080,27210,27350,27480,27620,27750,27880,28020,28160,28300,28430,28570,28710,28850,28990,29130,29280,29420,29560,29710,29850,30000,30140,30290,30440,30590,30740,30890,31040,31190,31350,31500,31650,31810,31960,32120,32280,32440,32590,32750,32910,33070,33240,33400,33560,33730,33890,34060,34220,34390,34560,34720,34890,35060,35220,35390,35560,35730,35900,35820,35790,35750,35670,36570,37460,38360,39260,40160,41060,41950,42850,43750,44650,45550,46440,47340,48240,49140,50040,50940,51830,52730,53630,54530,55110,56290,57470,58660,59850,61040,62250,63460,64680,65920,67160,68430,69710,71000,72300,73600,74890,76170,77460,78750,80060,81390,82780,84250,85870,87670,89680,91900,94310,96890,99600,102400,105200,107900,110500,112900,115200,117300,119300,121200,123300,125600,128100,130800,133700,136600,139300,141900,144200,146100,147500,148600,149300,149800,150300,150800,151500,152500,153800,155400,157200,159000,160800,162600,164100
can,Canada,25830,26140,26440,26750,27070,27390,27710,28040,28370,28700,29120,29500,29920,30400,30920,31490,32110,32790,33530,34330,35190,36120,37120,38200,39350,40580,41900,43310,44810,46410,48100,49910,51790,53740,55780,57890,60100,62390,64780,67260,69850,72500,75220,78010,80870,83800,86800,89870,93020,96240,99550,102800,106000,109200,112300,115300,118200,121100,123900,126700,129300,131800,132400,132900,133000,133300,133500,133500,133200,133000,132600,138500,139600,140600,141800,143000,144200,145400,146600,147800,149000,150300,151300,152300,153300,154200,155000,155700,156400,157000,157600,158200,158700,159300,159800,160400,161000,161800,162900,164300,166000,167800,170600,174900,179700,184900,190500,196100,202300,209100,215300,221400,227500,233700,239000,242000,243200,244400,247100,251600,257400,262700,255300,246700,244000,241600,239400,240000,240800,241300,247500,253800,260000,266300,272500,278700,285000,291200,297500,303700,309900,316200,322400,328700,334900,341100,347400,353600,359900,366100,372300,380600,396700,411500,425200,437700,448800,458400,466100,471200,473200,471500,465500,455300,441700,425700,408600,392200,377500,365600,356900,351500,348700,347600,348000,349500,351700,354300,357100,359700,362000,364100,365900,367800,369600,371700,374300,377500,381000,384500,387300,388400,387300,383900,378100,370600,361800,352800,344700,338100,333700,332100,333100,336400,341700,348300,355600,362800,369300,374600,378600,381400,383300,384700,385900,386700
che,Switzerland,54760,54990,55220,55460,55690,55920,56160,56400,56630,56870,57130,57370,57620,57880,58140,58400,58670,58950,59230,59510,59800,60100,60400,60710,61020,61340,61660,61990,62320,62660,63010,63360,63730,64090,64470,64850,65240,65630,66030,66440,66860,67280,67700,68120,68530,68960,69380,69810,70240,70670,71100,69720,69680,67390,66060,62720,70100,70880,75050,79620,78590,78000,79160,82360,82910,82190,84040,81220,79410,81820,79250,79800,80350,80550,82940,87270,90530,88880,87420,85660,83560,84600,82440,81680,81500,80110,80790,81400,81260,81470,79070,84470,83680,85060,84060,84950,88430,90130,91870,94610,94300,96790,96220,93650,94470,94250,95420,93950,96110,93930,92710,91440,90120,88680,86760,75650,73260,71690,71800,71930,71780,72550,73320,74180,72690,71500,70130,69090,67840,67110,67860,68610,69360,70110,70860,71610,72360,73110,73850,74600,75350,76100,76850,77600,78350,79100,79850,80600,81350,82100,82850,82610,82400,82730,83600,85000,86920,89290,92050,95060,98160,101100,103800,105900,107400,108000,107600,106400,104500,102000,98930,95420,91630,87760,84010,80610,77750,75500,73880,72910,72570,72750,73300,74040,74880,75780,76710,77700,78740,79750,80660,81400,81920,82180,82160,81810,81090,80070,78820,77470,76150,75020,74200,73760,73740,74140,74900,75900,77020,78200,79420,80680,81990,83340,84710,86030
