wikidata_code,birth,bplo1,bpla1,level1_main_occ,level3_main_occ,level3_all_occ,level3_occ,stem,GEOID,birth_decade,father_uri,father_occ,mother_uri,schools_uris,has_father,has_mother,has_school,has_father_occ
Q4169029,1915,-74.18499755859375,40.73527908325195,Discovery/Science,botanist,D:_botanist_P:_botánic_Spanish,botanist,1,34013,1910,NA,NA,NA,http://www.wikidata.org/entity/Q130965,FALSE,FALSE,TRUE,FALSE
Q20710907,1931,-83.94999694824219,35.96666717529297,Discovery/Science,academic,D:_P:_academic_engineer_mechanics_English,engineer,1,47093,1930,NA,NA,NA,http://www.wikidata.org/entity/Q309350|http://www.wikidata.org/entity/Q1150105|http://www.wikidata.org/entity/Q5061189,FALSE,FALSE,TRUE,FALSE
Q5203509,1921,-73.99028015136719,40.69277954101563,Discovery/Science,engineer,D:_engineer_P:_engineer_business_executive_English,engineer,1,36047,1920,NA,NA,NA,http://www.wikidata.org/entity/Q49115,FALSE,FALSE,TRUE,FALSE
Q18645695,1924,-87.55583190917969,37.97472381591797,Discovery/Science,mathematician,D:_mathematician_computer_scientist_P:_mathematician_butler_scientific_English,mathematician,1,18163,1920,NA,NA,NA,http://www.wikidata.org/entity/Q6608367,FALSE,FALSE,TRUE,FALSE
Q18738713,1862,-76.61499786376953,39.2863883972168,Discovery/Science,chemist,D:_chemist_P:_chemist_militar_world war_English,chemist,1,24510,1860,NA,NA,NA,http://www.wikidata.org/entity/Q152838|http://www.wikidata.org/entity/Q213439,FALSE,FALSE,TRUE,FALSE
Q55759924,1927,-94.10333251953125,45.39861297607422,Discovery/Science,astronaut,D:_P:_astronaut_English,astronaut,1,27145,1920,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q22582880,1922,-74.42790222167969,40.50080108642578,Discovery/Science,chemist,D:_chemist_P:_chemiker_German,chemist,1,34023,1920,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q7982364,1814,-76.61499786376953,39.2863883972168,Discovery/Science,engineer,D:_engineer_inventor_P:_engineer_patent_railroad_English_ingénieur_French_ingenieur_bau_eisenbahn_German,engineer,1,24510,1810,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q3110907,1924,-118.2436828613281,34.05223083496094,Discovery/Science,engineer,D:_engineer_P:_inventor_entrepreneur_militar_English_ingénieur_modèle_police_French_inventore_imprenditore_Italian,engineer,1,06037,1920,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q29904483,1943,-92,31,Discovery/Science,physicist,D:_physicist_P:_professor_physics_research_English,physicist,1,22009,1940,NA,NA,NA,http://www.wikidata.org/entity/Q842909,FALSE,FALSE,TRUE,FALSE
Q907680,1919,-83.04750061035156,42.3316650390625,Discovery/Science,chemist,D:_chemist_academic_P:_scientist_medicine_scientist_English_chemiker_German_cientista_Portuguese,chemist,1,26163,1910,NA,NA,NA,http://www.wikidata.org/entity/Q230492|http://www.wikidata.org/entity/Q309350|http://www.wikidata.org/entity/Q1320232|http://www.wikidata.org/entity/Q5061175,FALSE,FALSE,TRUE,FALSE
Q23945429,1906,-111.6399993896484,40.10444259643555,Discovery/Science,entomologist,D:_entomologist_P:_professor_entomology_army_English,entomologist,1,49049,1900,NA,NA,NA,http://www.wikidata.org/entity/Q332498|http://www.wikidata.org/entity/Q1136919,FALSE,FALSE,TRUE,FALSE
Q7348123,1904,-92.37999725341797,32.83000183105469,Discovery/Science,geographer,D:_geographer_teacher_sociologist_P:_sociologist_academic_science_English,geographer,1,22111,1900,NA,NA,NA,http://www.wikidata.org/entity/Q1521725|http://www.wikidata.org/entity/Q1872239,FALSE,FALSE,TRUE,FALSE
Q16221578,1939,-80.649169921875,41.09638977050781,Discovery/Science,physicist,D:_physicist_P:_physicist_English,physicist,1,39099,1930,NA,NA,NA,http://www.wikidata.org/entity/Q49123|http://www.wikidata.org/entity/Q168756,FALSE,FALSE,TRUE,FALSE
Q6860209,1912,-104.8019409179688,41.14555740356445,Discovery/Science,biologist,D:_biologist_P:_fisher_English,biologist,1,56021,1910,NA,NA,NA,http://www.wikidata.org/entity/Q219563,FALSE,FALSE,TRUE,FALSE
Q3483326,1843,-70.538330078125,44.21166610717773,Discovery/Science,zoologist,D:_zoologist_entomologist_carcinologist_P:_zoologist_English_zoologiste_French_zoolog_Swedish,zoologist,1,23017,1840,NA,NA,NA,http://www.wikidata.org/entity/Q7492742|http://www.wikidata.org/entity/Q8047425,FALSE,FALSE,TRUE,FALSE
Q535384,1891,-81.6500015258789,30.3166675567627,Discovery/Science,botanist,D:_botanist_geneticist_academic_P:_geneticist_produced_science_English_généticien_génétique_French_genetista_Italian_genetiker_German_genética_genetista_Spanish_geneticista_eticista_Portuguese,botanist,1,12031,1890,http://www.wikidata.org/entity/Q102326929,NA,NA,http://www.wikidata.org/entity/Q49088,TRUE,FALSE,TRUE,FALSE
Q6525606,1952,-71.01249694824219,42.40833282470703,Discovery/Science,biologist,D:_biologist_P:_biologist_research_professor_English,biologist,1,25025,1950,NA,NA,NA,http://www.wikidata.org/entity/Q13371,FALSE,FALSE,TRUE,FALSE
Q1800097,1950,-88.151947021484375,40.30472183227539,Discovery/Science,astronaut,D:_officer_astronaut_P:_astronaut_English_astronaute_French_astronauta_Italian_astronaut_German_astronauta_Portuguese_astronaut_Swedish,astronaut,1,17019,1950,NA,NA,NA,http://www.wikidata.org/entity/Q161562|http://www.wikidata.org/entity/Q3428253|http://www.wikidata.org/entity/Q7291833,FALSE,FALSE,TRUE,FALSE
Q4162571,1913,-92.098052978515625,46.78694534301758,Discovery/Science,academic,D:_academic_P:_mathematician_research_marine_English_mathematiker_führen_professor_German_matemátic_marinha_Portuguese,mathematician,1,27137,1910,NA,NA,NA,http://www.wikidata.org/entity/Q230492|http://www.wikidata.org/entity/Q7895753,FALSE,FALSE,TRUE,FALSE
Q2923472,1843,-70.940277099609375,42.22083282470703,Discovery/Science,zoologist,D:_zoologist_ornithologist_P:_ornithologist_English_ornithologue_French,zoologist,1,25021,1840,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q1292426,1875,-76.14442443847656,43.04689788818359,Discovery/Science,mineralogist,D:_mineralogist_academic_P:_professor_dean_science_English_mineraloge_German,mineralogist,1,36067,1870,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q5006379,1937,-122.416389465332,37.77750015258789,Discovery/Science,engineer,D:_engineer_P:_engineer_professor_mechanic_English,engineer,1,06075,1930,NA,NA,NA,http://www.wikidata.org/entity/Q168756,FALSE,FALSE,TRUE,FALSE
Q5128629,1907,-98.579498291015625,39.82817459106445,Discovery/Science,physicist,D:_physicist_P:_physicist_English,physicist,1,20183,1900,NA,NA,NA,http://www.wikidata.org/entity/Q230492,FALSE,FALSE,TRUE,FALSE
Q22005669,1955,-89.97110748291016,35.11750030517578,Discovery/Science,scientist,D:_scientist_P:_research_professor_medicine_English,scientist,1,47157,1950,NA,NA,NA,http://www.wikidata.org/entity/Q193727|http://www.wikidata.org/entity/Q1150105,FALSE,FALSE,TRUE,FALSE
Q328340,1913,-86.21666717529297,39.93333435058594,Discovery/Science,mathematician,D:_mathematician_economist_P:_mathematician_economist_mathematician_English_économiste_mathématicien_French_matematico_economista_studi_Italian_mathematiker_wissenschaftler_marxistisch_German_matemátic_economista_marxista_Spanish,mathematician,1,18057,1910,NA,NA,NA,http://www.wikidata.org/entity/Q13371|http://www.wikidata.org/entity/Q609646,FALSE,FALSE,TRUE,FALSE
Q337213,1914,-85.75138854980469,38.25611114501953,Discovery/Science,astronomer,D:_astronomer_P:_astronomer_designer_astronomer_English_astronom_optiker_entwickler_German,astronomer,1,21111,1910,NA,NA,NA,http://www.wikidata.org/entity/Q13371|http://www.wikidata.org/entity/Q1317143|http://www.wikidata.org/entity/Q5310013,FALSE,FALSE,TRUE,FALSE
Q5342694,1931,-73.99028015136719,40.69277954101563,Discovery/Science,engineer,D:_engineer_P:_engineer_research_patent_English_engenheir_patente_Portuguese,engineer,1,36047,1930,NA,NA,NA,http://www.wikidata.org/entity/Q2749572,FALSE,FALSE,TRUE,FALSE
Q163968,1929,-74.5,40,Discovery/Science,engineer,D:_engineer_P:_engineer_inventor_drama_English_ingenieur_erfinder_German,engineer,1,34029,1920,NA,NA,NA,http://www.wikidata.org/entity/Q585828|http://www.wikidata.org/entity/Q1393301|http://www.wikidata.org/entity/Q3272013,FALSE,FALSE,TRUE,FALSE
Q4765273,1964,-86.52916717529297,39.16222381591797,Discovery/Science,neuroscientist,D:_neuroscientist_P:_neuroscientist_scientist_research_English,neuroscientist,1,18105,1960,NA,NA,NA,http://www.wikidata.org/entity/Q41506|http://www.wikidata.org/entity/Q49121|http://www.wikidata.org/entity/Q161562|http://www.wikidata.org/entity/Q1156653,FALSE,FALSE,TRUE,FALSE
Q27962692,1947,-88.88533020019531,30.39599990844727,Discovery/Science,palaeontologist,D:_palaeontologist_P:_paléontologue_professeur_anatomie_French,palaeontologist,1,28059,1940,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q47090842,1989,-73.49568176269531,41.57926177978516,Discovery/Science,meteorologist,D:_meteorologist_P:_athlete_meteorologist_warrior_English,meteorologist,1,09001,1980,NA,NA,NA,http://www.wikidata.org/entity/Q7494438,FALSE,FALSE,TRUE,FALSE
Q3710503,1923,-82.63999938964844,27.77305603027344,Discovery/Science,mathematician,D:_mathematician_P:_mathematician_discover_son_English_mathématicien_découverte_French_matemátic_hijo_Spanish,mathematician,1,12103,1920,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q5233495,1947,-94.58333587646484,39.04999923706055,Discovery/Science,epidemiologist,D:_epidemiologist_psychologist_P:_research_studies_professor_English,epidemiologist,1,29095,1940,NA,NA,NA,http://www.wikidata.org/entity/Q49114|http://www.wikidata.org/entity/Q940690|http://www.wikidata.org/entity/Q1422594|http://www.wikidata.org/entity/Q3421339|http://www.wikidata.org/entity/Q6825055,FALSE,FALSE,TRUE,FALSE
Q15997847,1862,-74,40.70000076293945,Discovery/Science,engineer,D:_engineer_P:_engineer_English,engineer,1,36047,1860,NA,NA,NA,http://www.wikidata.org/entity/Q5149833,FALSE,FALSE,TRUE,FALSE
Q7615354,1940,-73.9655532836914,41.50416564941406,Discovery/Science,biologist,D:_biologist_P:_mechanics_research_duke_English,biologist,1,36027,1940,NA,NA,NA,http://www.wikidata.org/entity/Q13371|http://www.wikidata.org/entity/Q49120|http://www.wikidata.org/entity/Q7074307,FALSE,FALSE,TRUE,FALSE
Q7627192,1891,-73.85972595214844,41.06916809082031,Discovery/Science,zoologist,D:_zoologist_entomologist_P:_professor_entomology_professor_English,zoologist,1,36119,1890,NA,NA,NA,http://www.wikidata.org/entity/Q49115,FALSE,FALSE,TRUE,FALSE
Q21290179,1902,-96.95916748046875,40.62472152709961,Discovery/Science,geneticist,D:_geneticist_P:_geneticist_research_faculty_English_genetista_studi_Italian_geneticista_eticista_Portuguese,geneticist,1,31151,1900,NA,NA,NA,http://www.wikidata.org/entity/Q49115|http://www.wikidata.org/entity/Q1353679,FALSE,FALSE,TRUE,FALSE
Q3076441,1935,-85.75138854980469,38.25611114501953,Discovery/Science,engineer,D:_engineer_P:_engineer_English_ingénieur_French_ingenier_jefe_Spanish,engineer,1,21111,1930,NA,NA,NA,http://www.wikidata.org/entity/Q309331|http://www.wikidata.org/entity/Q503415|http://www.wikidata.org/entity/Q747179,FALSE,FALSE,TRUE,FALSE
Q1585886,1940,-71.05777740478516,42.36027908325195,Discovery/Science,physicist,D:_physicist_academic_P:_physiker_German,physicist,1,25025,1940,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q1398929,1915,-122.6666641235352,45.51666641235352,Discovery/Science,mathematician,D:_mathematician_historian_historian_academic_P:_mathematician_historian_mathematics_English_matematico_Italian_mathematik_historiker_German_matemátic_historiador_Spanish,mathematician,1,41051,1910,NA,NA,NA,http://www.wikidata.org/entity/Q168756|http://www.wikidata.org/entity/Q174570|http://www.wikidata.org/entity/Q193196|http://www.wikidata.org/entity/Q209842,FALSE,FALSE,TRUE,FALSE
Q6076630,1921,-75.16361236572266,39.95277786254883,Discovery/Science,computer_scientist,D:_computer_scientist_engineer_P:_advocate_patent_science_English,computer_scientist,1,42101,1920,NA,NA,NA,http://www.wikidata.org/entity/Q13371|http://www.wikidata.org/entity/Q603034,FALSE,FALSE,TRUE,FALSE
Q5902779,1844,-75.23188781738281,43.0965690612793,Discovery/Science,engineer,D:_engineer_P:_engineer_surveyor_politician_English,engineer,1,36065,1840,NA,NA,NA,http://www.wikidata.org/entity/Q49112|http://www.wikidata.org/entity/Q2599077,FALSE,FALSE,TRUE,FALSE
Q5110672,1933,-93.2691650390625,44.9819450378418,Discovery/Science,chemist,D:_chemist_P:_academic_chemist_English,chemist,1,27053,1930,NA,NA,NA,http://www.wikidata.org/entity/Q1145814|http://www.wikidata.org/entity/Q7758353,FALSE,FALSE,TRUE,FALSE
Q1457071,1950,-71.05777740478516,42.36027908325195,Discovery/Science,biologist,D:_geneticist_biologist_academic_P:_biologist_genetics_studies_English_genetiker_biologe_German,biologist,1,25025,1950,NA,NA,NA,http://www.wikidata.org/entity/Q35794|http://www.wikidata.org/entity/Q49108,FALSE,FALSE,TRUE,FALSE
Q358641,1919,-111.9611129760742,41.22777938842773,Discovery/Science,chemist,D:_officer_chemist_academic_P:_chemist_witness_press_English_chimiste_presse_invention_French_chimico_fisico_amante_Italian_mormone_chemiker_German_químic_físic_amante_Spanish_químic_amante_marinha_Portuguese,chemist,1,49057,1910,NA,NA,http://www.wikidata.org/entity/Q132157378,http://www.wikidata.org/entity/Q168515,FALSE,TRUE,TRUE,FALSE
Q6255739,1939,-91.64044189453125,44.04788970947266,Discovery/Science,biologist,D:_biologist_geneticist_P:_geneticist_physiologist_professor_English,biologist,1,27169,1930,NA,NA,NA,http://www.wikidata.org/entity/Q13371|http://www.wikidata.org/entity/Q193727,FALSE,FALSE,TRUE,FALSE
Q5643932,1875,-71.05777740478516,42.36027908325195,Discovery/Science,botanist,D:_botanist_P:_botánic_Spanish,botanist,1,25025,1870,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q3418302,1890,-85.16059875488281,39.91139984130859,Discovery/Science,inventor,D:_inventor_P:_inventor_invented_manufacturer_English_inventeur_mécanicien_French,inventor,1,18177,1890,NA,NA,NA,http://www.wikidata.org/entity/Q7896095,FALSE,FALSE,TRUE,FALSE
Q710637,1861,-71.05777740478516,42.36027908325195,Discovery/Science,chemist,D:_chemist_academic_P:_chemiker_hochschullehrer_German,chemist,1,25025,1860,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q7350645,1952,-77.03666687011719,38.89500045776367,Discovery/Science,mathematician,D:_mathematician_P:_mathematician_English_mathématicien_surf_French,mathematician,1,11001,1950,NA,NA,NA,http://www.wikidata.org/entity/Q13371|http://www.wikidata.org/entity/Q7964080,FALSE,FALSE,TRUE,FALSE
Q1325726,1906,-71.0999984741211,42.38750076293945,Discovery/Science,academic,D:_academic_epidemiologist_P:_epidemiologist_research_English_professor_architekt_German,epidemiologist,1,25017,1900,NA,NA,NA,http://www.wikidata.org/entity/Q13371|http://www.wikidata.org/entity/Q49124|http://www.wikidata.org/entity/Q5676556,FALSE,FALSE,TRUE,FALSE
Q1609122,1882,-97.396697998046875,42.87130737304688,Discovery/Science,entomologist,D:_entomologist_P:_entomologist_English_entomologiste_inventeur_French_entomologe_German,entomologist,1,46135,1880,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q239229,1818,-70.09088897705078,41.27675628662109,Discovery/Science,astronomer,D:_astronomer_librarian_academic_P:_astronomer_discover_miss_English_astronome_French_ re_Italian_astronom_kämpfer_German_ astro_mujer_cometa_Spanish_astrônom_senhorita_oficial_Portuguese_första kvinnliga_astronom_Swedish,astronomer,1,25019,1810,http://www.wikidata.org/entity/Q99508931,NA,http://www.wikidata.org/entity/Q125417311,,TRUE,TRUE,FALSE,FALSE
Q5341956,1852,-72.92500305175781,41.30833435058594,Discovery/Science,physicist,D:_physicist_P:_physicist_educator_physics_English,physicist,1,09009,1850,NA,NA,NA,http://www.wikidata.org/entity/Q2599077|http://www.wikidata.org/entity/Q5577256|http://www.wikidata.org/entity/Q5900712|http://www.wikidata.org/entity/Q8047384|http://www.wikidata.org/entity/Q14714934,FALSE,FALSE,TRUE,FALSE
Q24512643,1938,-84.51249694824219,39.09999847412109,Discovery/Science,chemist,D:_chemist_P:_chemiker_hochschullehrer_German,chemist,1,21117,1930,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q1928924,1924,-74.211669921875,40.76610946655273,Discovery/Science,immunologist,D:_immunologist_P:_physician_immunologist_medical_English_immunologe_forscher_German,immunologist,1,34013,1920,NA,NA,NA,http://www.wikidata.org/entity/Q21578|http://www.wikidata.org/entity/Q7896544,FALSE,FALSE,TRUE,FALSE
Q29453243,1950,-122.3130569458008,37.55416488647461,Discovery/Science,biologist,D:_biologist_P:_biologist_research_professor_English,biologist,1,06081,1950,NA,NA,NA,http://www.wikidata.org/entity/Q1047293,FALSE,FALSE,TRUE,FALSE
Q4077471,1927,-98.579498291015625,39.82817459106445,Discovery/Science,botanist,D:_botanist_P:_botánic_horticultor_expedicion_Spanish,botanist,1,20183,1920,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q14395583,1929,-70.81666564941406,41.65833282470703,Discovery/Science,aerospace,D:_aerospace_engineer_P:_aerospace_engineer_academic_English_ingénieur_French,aerospace,1,25023,1920,NA,NA,NA,http://www.wikidata.org/entity/Q213439|http://www.wikidata.org/entity/Q1048898|http://www.wikidata.org/entity/Q1472358|http://www.wikidata.org/entity/Q5430466,FALSE,FALSE,TRUE,FALSE
Q14554957,1892,-88.35832977294922,42.6511116027832,Discovery/Science,chemist,D:_chemist_historian_P:_chemist_science_historian_English_chimiste_historien_science_French_historiker_German,chemist,1,55127,1890,NA,NA,NA,http://www.wikidata.org/entity/Q52413,FALSE,FALSE,TRUE,FALSE
Q1989591,1920,-122.2680587768555,37.87027740478516,Discovery/Science,chemist,D:_chemist_P:_chemist_discover_English_químic_Spanish,chemist,1,06001,1920,NA,NA,NA,http://www.wikidata.org/entity/Q168756,FALSE,FALSE,TRUE,FALSE
Q3568593,1859,-82.98388671875,39.33638763427734,Discovery/Science,botanist,D:_botanist_P:_botanist_ethnologist_educator_English_botaniste_French_profesor_botánic_etnólog_Spanish_botânico_etnólog_Portuguese,botanist,1,39141,1850,NA,NA,NA,http://www.wikidata.org/entity/Q13371|http://www.wikidata.org/entity/Q49112|http://www.wikidata.org/entity/Q432637|http://www.wikidata.org/entity/Q559549,FALSE,FALSE,TRUE,FALSE
Q1508132,1956,-73.98527526855469,44.28555679321289,Discovery/Science,astronomer,D:_astronomer_P:_astronomer_broadcast_technician_English_astronome_French_astronomo_Italian_astronom_entdecker_techniker_German,astronomer,1,36031,1950,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q902112,1938,-87.6500473022461,41.85002899169922,Discovery/Science,biochemist,D:_biochemist_academic_P:_biochemist_chemist_biophysics_English_genetista_Italian_biochemiker_chemiker_herausgeber_German_bioquímic_químic_academia_Spanish_bioquímic_químic_política_Portuguese,biochemist,1,17031,1930,NA,NA,NA,http://www.wikidata.org/entity/Q13371|http://www.wikidata.org/entity/Q49123,FALSE,FALSE,TRUE,FALSE
Q476205,1921,-80.5,41.23329925537109,Discovery/Science,physicist,D:_physicist_scientist_P:_physicist_discover_English_physicien_French_fisico_fisica_Italian_physiker_German_físic_Spanish_físic_Portuguese,physicist,1,42085,1920,NA,NA,NA,http://www.wikidata.org/entity/Q457281,FALSE,FALSE,TRUE,FALSE
Q731876,1846,-87.627777099609375,41.88194274902344,Discovery/Science,inventor,D:_inventor_engineer_P:_salesman_mechanic_engineer_English_inventeur_invention_brevet_French_inventore_ingegnere_Italian_erfinder_German_ vendedor_vendedor_ingenier_Spanish,inventor,1,17031,1840,NA,NA,NA,http://www.wikidata.org/entity/Q669442,FALSE,FALSE,TRUE,FALSE
Q5273417,1940,-80.5,39,Discovery/Science,engineer,D:_P:_engineer_English,engineer,1,54041,1940,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q5040752,1955,-73.99028015136719,40.69277954101563,Discovery/Science,biologist,D:_biologist_writer_P:_author_research_professor_English_biologo_autore_professore_Italian,biologist,1,36047,1950,NA,NA,NA,http://www.wikidata.org/entity/Q499451|http://www.wikidata.org/entity/Q1140241|http://www.wikidata.org/entity/Q3508982|http://www.wikidata.org/entity/Q4359408,FALSE,FALSE,TRUE,FALSE
Q21176991,1855,-75.07330322265625,40.82979965209961,Discovery/Science,chemist,D:_chemist_P:_academic_dean_academic_English,chemist,1,34041,1850,NA,NA,NA,http://www.wikidata.org/entity/Q457281,FALSE,FALSE,TRUE,FALSE
Q937063,1932,-74,40.70000076293945,Discovery/Science,physicist,D:_physicist_astronomer_astrophysicist_writer_P:_astrophysicist_physicist_author_English_astrophysicien_physicien_essayiste_French_physiker_liberale_kritiker_German_escritor_astro_físic_Spanish_físic_escritor_Portuguese,physicist,1,36047,1930,http://www.wikidata.org/entity/Q110954443,http://www.wikidata.org/entity/Q482980,http://www.wikidata.org/entity/Q107053107,http://www.wikidata.org/entity/Q21578|http://www.wikidata.org/entity/Q49115|http://www.wikidata.org/entity/Q49210|http://www.wikidata.org/entity/Q4682076,TRUE,TRUE,TRUE,TRUE
Q23058029,1929,-116.9599990844727,32.79833221435547,Discovery/Science,oceanographer,D:_oceanographer_P:_oceanographer_English,oceanographer,1,06073,1920,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q92674,1928,-122.3320693969727,47.60620880126953,Discovery/Science,computer_scientist,D:_programmer_computer_scientist_P:_ radio_English_informatiker_German_montagem_Portuguese,computer_scientist,1,53033,1920,NA,NA,NA,http://www.wikidata.org/entity/Q349055,FALSE,FALSE,TRUE,FALSE
Q24884957,1893,-75.16361236572266,39.95277786254883,Discovery/Science,biologist,D:_biologist_P:_physician_medical_genetics_English,biologist,1,42101,1890,NA,NA,NA,http://www.wikidata.org/entity/Q4134258,FALSE,FALSE,TRUE,FALSE
Q7149363,1899,-118.1308364868164,33.93805694580078,Discovery/Science,inventor,D:_inventor_luthier_cyclist_music_P:_inventor_designer_guitar_English_inventeur_French,inventor,1,06037,1890,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q7945702,1952,-87.6500473022461,41.85002899169922,Discovery/Science,biologist,D:_biologist_epidemiologist_P:_professor_physician_surgeon_English,biologist,1,17031,1950,NA,NA,NA,http://www.wikidata.org/entity/Q1051840|http://www.wikidata.org/entity/Q3551351|http://www.wikidata.org/entity/Q7380723,FALSE,FALSE,TRUE,FALSE
Q7701985,1964,-118.2436828613281,34.05223083496094,Discovery/Science,computer_scientist,D:_computer_scientist_engineer_P:_professor_science_English,computer_scientist,1,06037,1960,NA,NA,NA,http://www.wikidata.org/entity/Q217741,FALSE,FALSE,TRUE,FALSE
Q22708720,1969,-88.0183334350586,43.05805587768555,Discovery/Science,programmer,D:_programmer_P:_programmer_episode_unemployed_English,programmer,1,55079,1960,NA,NA,NA,http://www.wikidata.org/entity/Q670897,FALSE,FALSE,TRUE,FALSE
Q1173228,1961,-74.36470031738281,40.71559906005859,Discovery/Science,programmer,D:_programmer_P:_engineer_English_entwickler_dokumentarfilm_film_German_ingenier_jefe_Spanish_modell_Swedish,programmer,1,34039,1960,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q6960309,1943,-86.20943450927734,35.36202239990234,Discovery/Science,astronomer,D:_astronomer_P:_astronomer_English_astrónomo_Spanish,astronomer,1,47031,1940,NA,NA,NA,http://www.wikidata.org/entity/Q230492|http://www.wikidata.org/entity/Q457281,FALSE,FALSE,TRUE,FALSE
Q454480,1927,-131.6466979980469,55.34308242797852,Discovery/Science,mathematician,D:_mathematician_academic_P:_mathematician_author_mathematician_English_mathematiker_German,mathematician,1,02130,1920,NA,NA,NA,http://www.wikidata.org/entity/Q174710,FALSE,FALSE,TRUE,FALSE
Q6796423,1953,-74.75611114501953,40.2216682434082,Discovery/Science,zoologist,D:_zoologist_academic_entomologist_P:_entomologist_research_science_English_entomologista_químic_Portuguese,zoologist,1,34021,1950,NA,NA,NA,http://www.wikidata.org/entity/Q49112|http://www.wikidata.org/entity/Q49115|http://www.wikidata.org/entity/Q5171560,FALSE,FALSE,TRUE,FALSE
Q3237312,1810,-79.93194580078125,32.78333282470703,Discovery/Science,botanist,D:_botanist_naturalist_P:_naturaliste_médecin_French_ hijo_enseñar_estudios_Spanish_médic_naturalista_Portuguese,botanist,1,45019,1810,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q318934,1967,-118.3461074829102,33.95750045776367,Discovery/Science,astronaut,D:_astronaut_teacher_mathematician_geologist_P:_educator_geologist_astronaut_English_astronaute_French_astronauta_geologo_Italian_astronaut_German_profesor_geolog_geólog_Spanish_astronauta_Portuguese_astronaut_Swedish,astronaut,1,06037,1960,NA,NA,NA,http://www.wikidata.org/entity/Q263064|http://www.wikidata.org/entity/Q503419|http://www.wikidata.org/entity/Q5398899,FALSE,FALSE,TRUE,FALSE
Q2959019,1872,-74,40.70000076293945,Discovery/Science,astronomer,D:_astronomer_P:_astronomer_reporter_astronomer_English_astronome_French_astronomo_Italian_astrónomo_óptic_Spanish,astronomer,1,36047,1870,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q5341582,1876,-74,40.70000076293945,Discovery/Science,anatomist,D:_anatomist_P:_anatomist_father_neurologist_English,anatomist,1,36047,1870,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q6525374,1931,-74,40.70000076293945,Discovery/Science,biochemist,D:_biochemist_geneticist_immunologist_academic_P:_immunologist_geneticist_professor_English_biochemiker_chemiker_genetiker_German,biochemist,1,36047,1930,NA,NA,NA,http://www.wikidata.org/entity/Q161562,FALSE,FALSE,TRUE,FALSE
Q28727477,1927,-78.84944152832031,42.90472412109375,Discovery/Science,engineer,D:_engineer_P:_scientific_English,engineer,1,36029,1920,NA,NA,NA,http://www.wikidata.org/entity/Q457281|http://www.wikidata.org/entity/Q559549,FALSE,FALSE,TRUE,FALSE
Q685066,1927,-98.579498291015625,39.82817459106445,Discovery/Science,physicist,D:_physicist_physicist_P:_physicist_professor_physics_English,physicist,1,20183,1920,NA,NA,NA,http://www.wikidata.org/entity/Q214341|http://www.wikidata.org/entity/Q659080,FALSE,FALSE,TRUE,FALSE
Q5240610,1954,-73.42610931396484,40.86805725097656,Discovery/Science,physicist,D:_physicist_P:_professor_physics_research_English_physiker_German,physicist,1,36103,1950,NA,NA,NA,http://www.wikidata.org/entity/Q49108|http://www.wikidata.org/entity/Q1378320,FALSE,FALSE,TRUE,FALSE
Q4710259,1910,-90.19944763183594,38.62638854980469,Discovery/Science,physicist,D:_physicist_P:_mechanic_engineer_physics_English,physicist,1,29510,1910,NA,NA,NA,http://www.wikidata.org/entity/Q149990|http://www.wikidata.org/entity/Q777403,FALSE,FALSE,TRUE,FALSE
Q1064775,1920,-74,40.70000076293945,Discovery/Science,chemist,D:_chemist_academic_P:_research_patent_editor_English_chemiker_forscher_professor_German,chemist,1,36047,1920,NA,NA,NA,http://www.wikidata.org/entity/Q13371,FALSE,FALSE,TRUE,FALSE
Q8011925,1841,-70.934722900390625,41.63611221313477,Discovery/Science,chemist,D:_chemist_P:_chemist_English,chemist,1,25005,1840,http://www.wikidata.org/entity/Q117069984,NA,NA,http://www.wikidata.org/entity/Q1567748|http://www.wikidata.org/entity/Q3113011,TRUE,FALSE,TRUE,FALSE
