wikidata_code,birth,bplo1,bpla1,level1_main_occ,level3_main_occ,level3_all_occ,level3_occ,stem,GEOID,birth_decade,father_uri,father_occ,mother_uri,schools_uris,has_father,has_mother,has_school,has_father_occ
Q37325825,1916,-71.44166564941406,41.78333282470703,Discovery/Science,zoologist,D:_zoologist_carcinologist_P:_carcinologist_curator_editor_English,zoologist,1,44007,1910,NA,NA,NA,http://www.wikidata.org/entity/Q49114|http://www.wikidata.org/entity/Q49124|http://www.wikidata.org/entity/Q7161950,FALSE,FALSE,TRUE,FALSE
Q2421994,1876,-74.39330291748047,40.52740097045898,Discovery/Science,inventor,D:_inventor_P:_erfinder_German,inventor,1,34023,1870,http://www.wikidata.org/entity/Q8743,http://www.wikidata.org/entity/Q28389,http://www.wikidata.org/entity/Q22087332,,TRUE,TRUE,FALSE,TRUE
Q386148,1956,-78.61219787597656,34.6255989074707,Discovery/Science,astronaut,D:_officer_astronaut_P:_astronaut_air force_force_English_astronaute_French_astronauta_Italian_astronaut_German_ astro_astronauta_coronel_Spanish_astronauta_veteran_Portuguese_astronaut_Swedish,astronaut,1,37017,1950,NA,NA,NA,http://www.wikidata.org/entity/Q1331280|http://www.wikidata.org/entity/Q3428253,FALSE,FALSE,TRUE,FALSE
Q30236674,1943,-71.054168701171875,42.40833282470703,Discovery/Science,astronomer,D:_astronomer_P:_astronomo_gesù_teologia_Italian,astronomer,1,25017,1940,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q4934240,1935,-112.3461074829102,43.18999862670898,Discovery/Science,professor,D:_engineer_academic_P:_professor_astronaut_science_English_ingenieur_German_professor_invençã_construção_Portuguese,engineer,1,16011,1930,NA,NA,NA,http://www.wikidata.org/entity/Q1854488,FALSE,FALSE,TRUE,FALSE
Q2058768,1934,-74,40.70000076293945,Discovery/Science,neuroscientist,D:_neuroscientist_P:_neuroscientist_scientist_English_physiologe_forschung_German,neuroscientist,1,36047,1930,NA,NA,NA,http://www.wikidata.org/entity/Q222738|http://www.wikidata.org/entity/Q751612,FALSE,FALSE,TRUE,FALSE
Q6789247,1984,-120,37,Discovery/Science,botanist,D:_music_botanist_journalist_ecologist_P:_author_editor_botany_English,botanist,1,06039,1980,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q193503,1936,-71.2350082397461,42.38059616088867,Discovery/Science,physicist,D:_physicist_academic_education_physicist_P:_physicist_physics_English_physicien_physique_French_fisico_Italian_physiker_German_profesor_físic_Spanish_físic_teórico_física_Portuguese_ fysik_fysiker_Swedish,physicist,1,25017,1930,http://www.wikidata.org/entity/Q511581,http://www.wikidata.org/entity/Q1622272,NA,http://www.wikidata.org/entity/Q13371|http://www.wikidata.org/entity/Q49123|http://www.wikidata.org/entity/Q161562|http://www.wikidata.org/entity/Q5544356,TRUE,FALSE,TRUE,TRUE
Q2581025,1909,-119.7922210693359,36.78166580200195,Discovery/Science,physicist,D:_physicist_P:_physicist_professor_English_physiker_German,physicist,1,06019,1900,NA,NA,NA,http://www.wikidata.org/entity/Q41506,FALSE,FALSE,TRUE,FALSE
Q28655321,1954,-98.579498291015625,39.82817459106445,Discovery/Science,scientist,D:_scientist_P:_archaeology_bible_research_English,scientist,1,20183,1950,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q2278593,1899,-96.7699966430664,45.16999816894531,Discovery/Science,engineer,D:_audio_engineer_P:_engineer_English_techniker_German,engineer,1,46051,1890,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q20675741,1963,-87.6500473022461,41.85002899169922,Discovery/Science,computer_scientist,D:_computer_scientist_P:_computer scientist_scientist_professor_English,computer_scientist,1,17031,1960,NA,NA,NA,http://www.wikidata.org/entity/Q168756|http://www.wikidata.org/entity/Q217741,FALSE,FALSE,TRUE,FALSE
Q4799838,1920,-74.18499755859375,40.73527908325195,Discovery/Science,biologist,D:_biologist_P:_biologist_English_biologe_German,biologist,1,34013,1920,NA,NA,NA,http://www.wikidata.org/entity/Q4614|http://www.wikidata.org/entity/Q168756,FALSE,FALSE,TRUE,FALSE
Q7916892,1970,-73.92250061035156,41.09249877929688,Discovery/Science,scientist,D:_scientist_P:_published_academic_English,scientist,1,36087,1970,NA,NA,NA,http://www.wikidata.org/entity/Q55044|http://www.wikidata.org/entity/Q995265,FALSE,FALSE,TRUE,FALSE
Q2161670,1909,-73.7750015258789,41.15000152587891,Discovery/Science,zoologist,D:_zoologist_P:_herpetologist_author_educator_English_herpétologiste_French_herpetologe_autor_lehrer_German_herpetolog_etolog_herpetólog_Spanish,zoologist,1,36119,1900,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q1537969,1935,-74,40.70000076293945,Discovery/Science,physicist,D:_physicist_academic_physicist_P:_physicist_English_physicien_théoricien_professeur_French_physiker_German_físic_teórico_Portuguese,physicist,1,36047,1930,NA,NA,NA,http://www.wikidata.org/entity/Q13371|http://www.wikidata.org/entity/Q49115,FALSE,FALSE,TRUE,FALSE
Q21664496,1904,-117.0991668701172,32.67805480957031,Discovery/Science,entomologist,D:_entomologist_curator_P:_entomologist_curator_entomology_English,entomologist,1,06073,1900,NA,NA,NA,http://www.wikidata.org/entity/Q7895156,FALSE,FALSE,TRUE,FALSE
Q3746678,1897,-75.21639251708984,40.68833160400391,Discovery/Science,biochemist,D:_biochemist_P:_biochemist_chemist_English_biochemiker_chemiker_German_bioquímic_químic_lucha_Spanish,biochemist,1,42095,1890,NA,NA,NA,http://www.wikidata.org/entity/Q49112|http://www.wikidata.org/entity/Q4134258,FALSE,FALSE,TRUE,FALSE
Q5498727,1874,-73.945556640625,41.38388824462891,Discovery/Science,engineer,D:_engineer_P:_engineer_politician_surveyor_English,engineer,1,36079,1870,NA,NA,NA,http://www.wikidata.org/entity/Q49210,FALSE,FALSE,TRUE,FALSE
Q216874,1928,-118.2436828613281,34.05223083496094,Discovery/Science,astronomer,D:_astronomer_geologist_P:_geologist_science_discover_English_découverte_épouse_French_geologo_Italian_geologe_forscher_astronom_German_ciencia_cometa_esposa_Spanish_geólog_astrônom_ciência_Portuguese_astronom_gift med_make_Swedish,astronomer,1,06037,1920,NA,NA,NA,http://www.wikidata.org/entity/Q21578|http://www.wikidata.org/entity/Q161562,FALSE,FALSE,TRUE,FALSE
Q27709546,1920,-76.61499786376953,39.2863883972168,Discovery/Science,biologist,D:_biologist_P:_medical_doctor_research_English,biologist,1,24510,1920,NA,NA,NA,http://www.wikidata.org/entity/Q13371|http://www.wikidata.org/entity/Q858729,FALSE,FALSE,TRUE,FALSE
Q2442751,1941,-87.6500473022461,41.85002899169922,Discovery/Science,engineer,D:_mathematician_computer_scientist_inventor_engineer_P:_engineer_inventor_English_matematico_Italian_ingenieur_German_engenheir_Portuguese,engineer,1,17031,1940,NA,NA,NA,http://www.wikidata.org/entity/Q1256981|http://www.wikidata.org/entity/Q7074010,FALSE,FALSE,TRUE,FALSE
Q28815284,1800,-71.9927749633789,42.24388885498047,Discovery/Science,inventor,D:_inventor_P:_inventor_manufacturer_English,inventor,1,25027,1800,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q20870822,1935,-79.93333435058594,37.26666641235352,Discovery/Science,scientist,D:_scientist_P:_physiker_German,scientist,1,51770,1930,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q7961579,1930,-122.6666641235352,45.51666641235352,Discovery/Science,geographer,D:_geographer_P:_geographer_cartographer_law_English_géographe_cartographie_French,geographer,1,41051,1930,NA,NA,NA,http://www.wikidata.org/entity/Q219563,FALSE,FALSE,TRUE,FALSE
Q7287891,1851,-74,40.70000076293945,Discovery/Science,engineer,D:_engineer_P:_designer_English,engineer,1,36047,1850,http://www.wikidata.org/entity/Q112899690,http://www.wikidata.org/entity/Q215536,NA,,TRUE,FALSE,FALSE,TRUE
Q358253,1926,-91.5250015258789,41.65583419799805,Discovery/Science,astronomer,D:_astronomer_P:_astronomer_curate_English_astronome_French_astronomo_Italian_astronom_German_astrónomo_Spanish_astrônom_Portuguese,astronomer,1,19103,1920,NA,NA,NA,http://www.wikidata.org/entity/Q161562|http://www.wikidata.org/entity/Q457281,FALSE,FALSE,TRUE,FALSE
Q15455952,1916,-77.858612060546875,40.79138946533203,Discovery/Science,mathematician,D:_mathematician_P:_mathematician_English_mathematiker_maler_German_matemátic_Portuguese,mathematician,1,42027,1910,NA,NA,NA,http://www.wikidata.org/entity/Q161562,FALSE,FALSE,TRUE,FALSE
Q16633028,1961,-93.63158416748047,42.02733612060547,Discovery/Science,physicist,D:_physicist_P:_physicist_professor_physics_English_ fysik_fysiker_professor_Swedish,physicist,1,19169,1960,NA,NA,NA,http://www.wikidata.org/entity/Q152838|http://www.wikidata.org/entity/Q238101|http://www.wikidata.org/entity/Q1567748,FALSE,FALSE,TRUE,FALSE
Q15794028,1893,-85.13915252685547,41.08044815063477,Discovery/Science,biologist,D:_biologist_P:_biologe_German,biologist,1,18003,1890,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q20737525,1912,-80.54972076416016,34.98888778686523,Discovery/Science,inventor,D:_inventor_P:_inventor_English,inventor,1,37179,1910,NA,NA,NA,http://www.wikidata.org/entity/Q1068752|http://www.wikidata.org/entity/Q5190391,FALSE,FALSE,TRUE,FALSE
Q5217570,1910,-73.99028015136719,40.69277954101563,Discovery/Science,botanist,D:_botanist_palaeontologist_academic_geologist_P:_ecologist_English_botanico_geologo_Italian_botaniker_führen_ökologe_German_paleontólog_Spanish,botanist,1,36047,1910,NA,NA,NA,http://www.wikidata.org/entity/Q168756,FALSE,FALSE,TRUE,FALSE
Q18394997,1917,-81.66972351074219,41.48222351074219,Discovery/Science,scientist,D:_scientist_P:_physician_academic_surgeon_English,scientist,1,39035,1910,NA,NA,NA,http://www.wikidata.org/entity/Q174710|http://www.wikidata.org/entity/Q1061104,FALSE,FALSE,TRUE,FALSE
Q28945679,1935,-83.04750061035156,42.3316650390625,Discovery/Science,chemist,D:_chemist_P:_chemist_research_scientist_English,chemist,1,26163,1930,NA,NA,NA,http://www.wikidata.org/entity/Q349055|http://www.wikidata.org/entity/Q7895753,FALSE,FALSE,TRUE,FALSE
Q5485072,1927,-117.1624984741211,32.71500015258789,Discovery/Science,chemist,D:_chemist_P:_scientist_chemist_discover_English,chemist,1,06073,1920,NA,NA,NA,http://www.wikidata.org/entity/Q168756,FALSE,FALSE,TRUE,FALSE
Q557519,1920,-89.06559753417969,37.99309921264648,Discovery/Science,chemist,D:_chemist_academic_P:_chemist_publishing_author_English_chimico_autore_Italian_chemiker_German,chemist,1,17055,1920,NA,NA,NA,http://www.wikidata.org/entity/Q457281|http://www.wikidata.org/entity/Q1472347,FALSE,FALSE,TRUE,FALSE
Q2423973,1900,-85.60555267333984,40.48805618286133,Discovery/Science,virologist,D:_virologist_epidemiologist_P:_physician_virologist_epidemiologist_English_arzt_epidemiologe_German,virologist,1,18053,1900,NA,NA,NA,http://www.wikidata.org/entity/Q49112,FALSE,FALSE,TRUE,FALSE
Q1002345,1843,-72.77249908447266,41.61388778686523,Discovery/Science,botanist,D:_botanist_P:_botanist_author_botanist_English_botaniker_offiziell_autor_German_botánic_ingenier_Spanish_botaniker_Swedish,botanist,1,09003,1840,NA,NA,NA,http://www.wikidata.org/entity/Q7492742|http://www.wikidata.org/entity/Q8047425,FALSE,FALSE,TRUE,FALSE
Q6243619,1961,-81.80027770996094,41.4808349609375,Discovery/Science,mammalogist,D:_mammalogist_P:,mammalogist,1,39035,1960,NA,NA,NA,http://www.wikidata.org/entity/Q309331|http://www.wikidata.org/entity/Q6479418,FALSE,FALSE,TRUE,FALSE
Q5487157,1841,-70.38999938964844,44.10969924926758,Discovery/Science,inventor,D:_inventor_P:_inventor_essayist_writer_English,inventor,1,23001,1840,NA,NA,NA,http://www.wikidata.org/entity/Q810771,FALSE,FALSE,TRUE,FALSE
Q62843,1938,-74,40.70000076293945,Discovery/Science,engineer,D:_computer_scientist_inventor_engineer_professor_inventor_engineer_P:_engineer_invented_communication_English_ingénieur_inventeur_consultant_French_informatiker_German_ingenjör_Swedish,engineer,1,36047,1930,NA,NA,NA,http://www.wikidata.org/entity/Q21578|http://www.wikidata.org/entity/Q1093910,FALSE,FALSE,TRUE,FALSE
Q626705,1839,-73.25,42.45000076293945,Discovery/Science,botanist,D:_botanist_P:_botanist_pathologist_discover_English_botaniste_agent_French_botaniker_autor_German_botânico_micologista_Portuguese,botanist,1,25003,1830,NA,NA,NA,http://www.wikidata.org/entity/Q558922,FALSE,FALSE,TRUE,FALSE
Q17198847,1946,-81.9749984741211,33.47000122070313,Discovery/Science,chemist,D:_chemist_P:_chemist_professor_worker_English_chemiker_German,chemist,1,13245,1940,NA,NA,NA,http://www.wikidata.org/entity/Q621043,FALSE,FALSE,TRUE,FALSE
Q6253889,1930,-122.6666641235352,45.51666641235352,Discovery/Science,mathematician,D:_mathematician_P:_mathematician_professor_mathematics_English,mathematician,1,41051,1930,NA,NA,NA,http://www.wikidata.org/entity/Q21578|http://www.wikidata.org/entity/Q131252,FALSE,FALSE,TRUE,FALSE
Q6243535,1945,-75.5513916015625,39.74833297729492,Discovery/Science,engineer,D:_engineer_P:_professor_engineer_academia_English,engineer,1,10003,1940,NA,NA,NA,http://www.wikidata.org/entity/Q457281|http://www.wikidata.org/entity/Q1068072,FALSE,FALSE,TRUE,FALSE
Q375631,1961,-75.32559967041016,39.87969970703125,Discovery/Science,astronaut,D:_astronaut_engineer_P:_engineer_astronaut_engineer_English_astronaute_French_astronauta_Italian_astronaut_kalif_berater_German_astronauta_Portuguese_astronaut_Swedish,astronaut,1,42045,1960,NA,NA,NA,http://www.wikidata.org/entity/Q49108|http://www.wikidata.org/entity/Q5568156,FALSE,FALSE,TRUE,FALSE
Q28114656,1951,-74,40.70000076293945,Discovery/Science,palaeontologist,D:_palaeontologist_P:_paläontologe_forschung_German,palaeontologist,1,36047,1950,NA,NA,NA,http://www.wikidata.org/entity/Q579611|http://www.wikidata.org/entity/Q863813|http://www.wikidata.org/entity/Q1079140,FALSE,FALSE,TRUE,FALSE
Q7381424,1897,-71.0999984741211,42.47999954223633,Discovery/Science,aerospace,D:_aerospace_P:_mechanic_engineer_astronaut_English,aerospace,1,25017,1890,NA,NA,NA,http://www.wikidata.org/entity/Q12010517,FALSE,FALSE,TRUE,FALSE
Q5415387,1952,-80.21666717529297,25.78333282470703,Discovery/Science,oceanographer,D:_oceanographer_P:_oceanographer_English,oceanographer,1,12086,1950,NA,NA,NA,http://www.wikidata.org/entity/Q49088,FALSE,FALSE,TRUE,FALSE
Q20979308,1920,-74,40.70000076293945,Discovery/Science,epidemiologist,D:_epidemiologist_P:_epidemiologist_professor_English,epidemiologist,1,36047,1920,NA,NA,NA,http://www.wikidata.org/entity/Q193727|http://www.wikidata.org/entity/Q4119470|http://www.wikidata.org/entity/Q5384959,FALSE,FALSE,TRUE,FALSE
Q3183664,1941,-73.59388732910156,44.19166564941406,Discovery/Science,biologist,D:_biologist_scientist_P:_biologist_research_scientist_English_scientifique_biologiste_fils_French,biologist,1,36031,1940,http://www.wikidata.org/entity/Q364868,http://www.wikidata.org/entity/Q36834,http://www.wikidata.org/entity/Q462310,http://www.wikidata.org/entity/Q13371|http://www.wikidata.org/entity/Q161562,TRUE,TRUE,TRUE,TRUE
Q15437595,1884,-97.551666259765625,44.38583374023438,Discovery/Science,endocrinologist,D:_endocrinologist_P:_endocrinologist_anatomy_professor_English,endocrinologist,1,46077,1880,NA,NA,NA,http://www.wikidata.org/entity/Q49115,FALSE,FALSE,TRUE,FALSE
Q3982507,1937,-122.416389465332,37.77750015258789,Discovery/Science,engineer,D:_engineer_computer_scientist_P:_engineer_game_engineer_English_ jeu_jeu vidéo_French_ingegnere_tecnico_Italian_ingenier_teóric_Spanish_revista_Portuguese,engineer,1,06075,1930,NA,NA,NA,http://www.wikidata.org/entity/Q1256981|http://www.wikidata.org/entity/Q7414915,FALSE,FALSE,TRUE,FALSE
Q16226620,1977,-122.416389465332,37.77750015258789,Discovery/Science,scientist,D:_scientist_P:_scholar_research_scholar_English,scientist,1,06075,1970,NA,NA,NA,http://www.wikidata.org/entity/Q3113011,FALSE,FALSE,TRUE,FALSE
Q538786,1920,-83.61830139160156,42.24280166625977,Discovery/Science,cartographer,D:_cartographer_oceanographer_geologist_P:_geologist_cartographer_scientific_English_géologue_océanographe_French_cartograf_cartografía_cartógraf_Spanish_geólog_científic_Portuguese,cartographer,1,26161,1920,NA,NA,NA,http://www.wikidata.org/entity/Q230492|http://www.wikidata.org/entity/Q1075339|http://www.wikidata.org/entity/Q1848657,FALSE,FALSE,TRUE,FALSE
Q264460,1953,-78.9175033569336,35.06666564941406,Discovery/Science,astronaut,D:_astronaut_physician_P:_physician_astronaut_baker_English_astronaute_French_astronauta_medico_Italian_astronaut_German_médic_astro_astronauta_Spanish_médic_astronauta_veteran_Portuguese_astronaut_Swedish,astronaut,1,37051,1950,NA,NA,http://www.wikidata.org/entity/Q5125309,http://www.wikidata.org/entity/Q49115|http://www.wikidata.org/entity/Q681025|http://www.wikidata.org/entity/Q3567094|http://www.wikidata.org/entity/Q4874834,FALSE,TRUE,TRUE,FALSE
Q6274421,1958,-77.03666687011719,38.89500045776367,Discovery/Science,oncologist,D:_oncologist_P:_physician_scientist_medical_English,oncologist,1,11001,1950,NA,NA,NA,http://www.wikidata.org/entity/Q193727,FALSE,FALSE,TRUE,FALSE
Q3473773,1974,-72.92500305175781,41.30833435058594,Discovery/Science,computer_scientist,D:_computer_scientist_P:_innovation_executive_research_English_militant_citoyen_journaliste_French,computer_scientist,1,09009,1970,NA,NA,NA,http://www.wikidata.org/entity/Q49112|http://www.wikidata.org/entity/Q457281,FALSE,FALSE,TRUE,FALSE
Q4056821,1911,-79.7611083984375,34.93944549560547,Discovery/Science,scientist,D:_engineer_P:_scientist_educator_radio_English,scientist,1,37153,1910,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q1243485,1944,-94.06749725341797,33.43719863891602,Discovery/Science,physicist,D:_physicist_astronomer_P:_physicist_professor_astronomy_English_physicien_professeur_astronomie_French_physiker_German,physicist,1,48037,1940,NA,NA,NA,http://www.wikidata.org/entity/Q842909,FALSE,FALSE,TRUE,FALSE
Q4909966,1909,-73.5522232055664,41.0966682434082,Discovery/Science,engineer,D:_engineer_engineer_P:_naval_architect_sailing_English,engineer,1,09001,1900,NA,NA,NA,http://www.wikidata.org/entity/Q7739685,FALSE,FALSE,TRUE,FALSE
Q7079907,1908,-80.005279541015625,35.2158317565918,Discovery/Science,immunologist,D:_immunologist_paediatrician_physician_P:_pediatrician_pediatrics_army_English_médic_pediatra_coronel_Spanish,immunologist,1,37123,1900,NA,NA,NA,http://www.wikidata.org/entity/Q7914466,FALSE,FALSE,TRUE,FALSE
Q1684581,1854,-85,37.5,Discovery/Science,inventor,D:_inventor_P:_erfinder_kino_film_German,inventor,1,21045,1850,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q2404921,1881,-86.21666717529297,39.93333435058594,Discovery/Science,botanist,D:_botanist_P:_botaniste_French_botánic_Spanish_botânico_Portuguese,botanist,1,18057,1880,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q315845,1938,-77.4366683959961,37.54083251953125,Discovery/Science,astronomer,D:_astronomer_P:_astronomer_English_astronome_French_astronomo_Italian_astronom_German_astrónomo_enano_Spanish_astrônom_Portuguese_astronom_upptäck_Swedish,astronomer,1,51760,1930,NA,NA,NA,http://www.wikidata.org/entity/Q503419,FALSE,FALSE,TRUE,FALSE
Q5820007,1870,-72.31944274902344,42.10416793823242,Discovery/Science,botanist,D:_botanist_P:_botanist_chamberlain_English_botánic_biología_Spanish,botanist,1,25013,1870,NA,NA,NA,http://www.wikidata.org/entity/Q49165,FALSE,FALSE,TRUE,FALSE
Q6775526,1922,-75.16361236572266,39.95277786254883,Discovery/Science,biochemist,D:_biochemist_P:_biochemist_chemist_educator_English,biochemist,1,42101,1920,NA,NA,NA,http://www.wikidata.org/entity/Q1145814|http://www.wikidata.org/entity/Q3443159,FALSE,FALSE,TRUE,FALSE
Q786902,1928,-73.99028015136719,40.69277954101563,Discovery/Science,mathematician,D:_mathematician_academic_P:_mathematician_mathematics_communication_English_mathematiker_German,mathematician,1,36047,1920,NA,NA,NA,http://www.wikidata.org/entity/Q49088|http://www.wikidata.org/entity/Q131252,FALSE,FALSE,TRUE,FALSE
Q2839658,1839,-69.96305847167969,43.91083145141602,Discovery/Science,zoologist,D:_zoologist_academic_lepidopterist_P:_entomologist_palaeontologist_naturalist_English_zoologiste_géologue_French_entomologo_paleontologo_Italian_entomologe_paläontologe_German_geólog_entomologia_Portuguese_zoolog_paleontolog_Swedish,zoologist,1,23005,1830,http://www.wikidata.org/entity/Q4735311,http://www.wikidata.org/entity/Q182436,http://www.wikidata.org/entity/Q87916272,http://www.wikidata.org/entity/Q13371|http://www.wikidata.org/entity/Q895401,TRUE,TRUE,TRUE,TRUE
Q2275751,1915,-75.16361236572266,39.95277786254883,Discovery/Science,zoologist,D:_zoologist_mammalogist_ecologist_P:_zoologist_ecologist_professor_English_zoolog_zoólog_etolog_Spanish_zoólog_demograf_Portuguese,zoologist,1,42101,1910,NA,NA,NA,http://www.wikidata.org/entity/Q13371,FALSE,FALSE,TRUE,FALSE
Q510562,1922,-89.250274658203125,40.00027847290039,Discovery/Science,biologist,D:_biologist_academic_P:_biologist_professor_author_English_biologiste_enseignant_science_French_professor_forschung_wissenschaftlich_German_biolog_professor_forskning_Swedish,biologist,1,17107,1920,NA,NA,NA,http://www.wikidata.org/entity/Q309350|http://www.wikidata.org/entity/Q1179603,FALSE,FALSE,TRUE,FALSE
Q4355126,1927,-81.66972351074219,41.48222351074219,Discovery/Science,physiologist,D:_physiologist_endocrinologist_P:_medical_scientist_studies_English_physiologe_German,physiologist,1,39035,1920,NA,NA,NA,http://www.wikidata.org/entity/Q213439|http://www.wikidata.org/entity/Q7896544,FALSE,FALSE,TRUE,FALSE
Q202631,1911,-81.6500015258789,30.3166675567627,Discovery/Science,physicist,D:_physicist_scientist_academic_writer_academic_physicist_P:_physicist_world war_quantum_English_physicien_théoricien_French_fisico_Italian_physiker_professor_German_físic_teóric_Spanish_físic_teórico_Portuguese_ fysik_fysiker_stjärna_Swedish,physicist,1,12031,1910,http://www.wikidata.org/entity/Q23621428,http://www.wikidata.org/entity/Q182436,NA,http://www.wikidata.org/entity/Q49210|http://www.wikidata.org/entity/Q193727|http://www.wikidata.org/entity/Q7298442,TRUE,FALSE,TRUE,TRUE
Q7360762,1901,-74,40.70000076293945,Discovery/Science,zoologist,D:_zoologist_ichthyologist_P:_academic_ichthyologist_English,zoologist,1,36047,1900,NA,NA,NA,http://www.wikidata.org/entity/Q41506,FALSE,FALSE,TRUE,FALSE
Q7328783,1971,-112.0325012207031,43.49166488647461,Discovery/Science,mathematician,D:_mathematician_P:_mathematics_author_mathematics_English,mathematician,1,16019,1970,NA,NA,NA,http://www.wikidata.org/entity/Q21578,FALSE,FALSE,TRUE,FALSE
Q6846217,1959,-87.6500473022461,41.85002899169922,Discovery/Science,mathematician,D:_mathematician_P:_mathematician_mental calculator_educator_English_matemátic_educador_ducado_Portuguese,mathematician,1,17031,1950,NA,NA,NA,http://www.wikidata.org/entity/Q457281|http://www.wikidata.org/entity/Q7037040,FALSE,FALSE,TRUE,FALSE
Q676914,1933,-122.416389465332,37.77750015258789,Discovery/Science,computer_scientist,D:_computer_scientist_engineer_psychologist_academic_artificial_P:_psychologist_artificial_intelligence_English_psychologe_professor_German,computer_scientist,1,06075,1930,NA,NA,NA,http://www.wikidata.org/entity/Q41506,FALSE,FALSE,TRUE,FALSE
Q1626035,1895,-104.9847259521484,39.73916625976563,Discovery/Science,physiologist,D:_physiologist_academic_P:_physiologist_science_writer_English_physiologe_forschung_German,physiologist,1,08031,1890,NA,NA,NA,http://www.wikidata.org/entity/Q519427|http://www.wikidata.org/entity/Q858206,FALSE,FALSE,TRUE,FALSE
Q26243606,1898,-89.01363372802734,42.68547058105469,Discovery/Science,chemist,D:_chemist_P:_chemiker_German,chemist,1,55105,1890,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q5126638,1909,-92.459442138671875,46.7216682434082,Discovery/Science,chemist,D:_chemist_P:_chemist_physicist_industrial_English,chemist,1,27017,1900,NA,NA,NA,http://www.wikidata.org/entity/Q168756|http://www.wikidata.org/entity/Q238101,FALSE,FALSE,TRUE,FALSE
Q42810368,1977,-111.9261093139648,33.49305725097656,Discovery/Science,chemist,D:_chemist_P:_professor_chemist_science_English,chemist,1,04013,1970,NA,NA,NA,http://www.wikidata.org/entity/Q309350|http://www.wikidata.org/entity/Q1141571,FALSE,FALSE,TRUE,FALSE
Q1037711,1864,-78.0647201538086,43.19333267211914,Discovery/Science,biologist,D:_sculptor_P:_sculptor_biologist_conservationist_English_naturaliste_inventeur_French_ jäger_naturforscher_forscher_German_escultor_biólog_inventor_Spanish_zoolog_Swedish,biologist,1,36073,1860,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q108891,1922,-88.20417022705078,40.10972213745117,Discovery/Science,biochemist,D:_biochemist_chemist_P:_biochemist_chemist_medicine_English_chimiste_biochimiste_médecine_French_biochimico_chimico_medicina_Italian_biochemiker_chemiker_German_bioquímic_químic_medicina_Spanish_bioquímic_químic_Portuguese_biokemist_kemist_vetenskap_Swedish,biochemist,1,17019,1920,NA,NA,NA,http://www.wikidata.org/entity/Q49115|http://www.wikidata.org/entity/Q457281|http://www.wikidata.org/entity/Q3567094|http://www.wikidata.org/entity/Q7900207,FALSE,FALSE,TRUE,FALSE
Q8004854,1916,-73.99028015136719,40.69277954101563,Discovery/Science,inventor,D:_inventor_P:_designer_entrepreneur_produced_English,inventor,1,36047,1910,NA,NA,NA,http://www.wikidata.org/entity/Q7404805|http://www.wikidata.org/entity/Q28206808,FALSE,FALSE,TRUE,FALSE
Q7273735,1954,-81.633331298828125,38.34722137451172,Discovery/Science,astronomer,D:_astronomer_P:_astronomer_photographer_astrophysicist_English,astronomer,1,54039,1950,NA,NA,NA,http://www.wikidata.org/entity/Q1379613,FALSE,FALSE,TRUE,FALSE
Q1699079,1873,-73.69249725341797,42.73166656494141,Discovery/Science,ecologist,D:_ecologist_academic_P:_gynecologist_ecologist_English_gynäkologe_German,ecologist,1,36083,1870,NA,NA,NA,http://www.wikidata.org/entity/Q193727|http://www.wikidata.org/entity/Q4709349,FALSE,FALSE,TRUE,FALSE
Q27312720,1875,-97.4800033569336,31.04000091552734,Discovery/Science,chemist,D:_chemist_P:_chemiker_German,chemist,1,48027,1870,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q26235906,1929,-118.1319427490234,34.15611267089844,Discovery/Science,computer_scientist,D:_computer_scientist_P:_research_engineer_scientist_English,computer_scientist,1,06037,1920,NA,NA,NA,http://www.wikidata.org/entity/Q190080,FALSE,FALSE,TRUE,FALSE
Q1904917,1930,-75.16361236572266,39.95277786254883,Discovery/Science,mathematician,D:_mathematician_P:_mathematician_physics_professor_English_mathematiker_German,mathematician,1,42101,1930,NA,NA,NA,http://www.wikidata.org/entity/Q49210,FALSE,FALSE,TRUE,FALSE
Q7931760,1915,-71.05777740478516,42.36027908325195,Discovery/Science,entomologist,D:_entomologist_zoologist_academic_P:_physiologist_entomologist_academic_English_physiologe_wissenschaftlich_veröffentlicht_German_entomologista_fisiologista_Portuguese,entomologist,1,25025,1910,NA,NA,NA,http://www.wikidata.org/entity/Q13371|http://www.wikidata.org/entity/Q15142,FALSE,FALSE,TRUE,FALSE
