"country","iso3","year","births","n_allsci","rate_per_1000_mort","rate_per_1000_deaths","rate_per_100k_births"
"Canada","CAN",1909,209100,13,0.0799321191849383,0.0799360511590727,6.21712099473936
"Canada","CAN",1910,215300,20,0.129505999365421,0.129491744901263,9.28936367858802
"Canada","CAN",1911,221400,16,0.103357170080683,0.103325799160478,7.22673893405601
"Canada","CAN",1912,227500,15,0.0893245279198699,0.0892857142857143,6.59340659340659
"Canada","CAN",1913,233700,20,0.117745410872611,0.11768859597505,8.55798031664527
"Canada","CAN",1914,239000,24,0.136042853498852,0.13595422874299,10.0418410041841
"Canada","CAN",1915,242000,16,0.0879091898069294,0.0878493383846703,6.61157024793388
"Canada","CAN",1916,243200,19,0.106793769988702,0.106705604852297,7.8125
"Canada","CAN",1917,244400,21,0.109680620478939,0.109603340292276,8.5924713584288
"Canada","CAN",1918,247100,31,0.16090856241176,0.160780042528914,12.5455281262647
"Canada","CAN",1919,251600,28,0.144112242849717,0.143981076772767,11.1287758346582
"Canada","CAN",1920,257400,28,0.148040055409278,0.147850881824902,10.8780108780109
"Canada","CAN",1921,262700,21,0.0934325794955531,0.0933748332592263,7.99390940236011
"Canada","CAN",1922,255300,26,0.118956658598965,0.118878880709615,10.1840971406189
"Canada","CAN",1923,246700,35,0.165185503320229,0.165063195623467,14.1872719902716
"Canada","CAN",1924,244000,23,0.10798983956466,0.107910293703669,9.42622950819672
"Canada","CAN",1925,241600,37,0.174502784970122,0.17437202507187,15.3145695364238
"Canada","CAN",1926,239400,18,0.0866830722407093,0.0866092479430304,7.5187969924812
"Canada","CAN",1927,240000,27,0.128550615614615,0.128449096098953,11.25
"Canada","CAN",1928,240800,12,0.0566732785491641,0.0566251415628539,4.98338870431894
"Canada","CAN",1929,241300,30,0.142492768491999,0.142362264509087,12.4326564442603
"Canada","CAN",1930,247500,25,0.115402014457564,0.115292381479432,10.1010101010101
"Canada","CAN",1931,253800,35,0.155819409756076,0.155777105216308,13.7903861308117
"Canada","CAN",1932,260000,26,0.110945640903098,0.110874200426439,10
"Canada","CAN",1933,266300,30,0.124267855219664,0.124095139607032,11.2654900488171
"Canada","CAN",1934,272500,20,0.0808953497308207,0.0807558749899055,7.3394495412844
"Canada","CAN",1935,278700,32,0.126349870688804,0.126282557221784,11.4818801578759
"Canada","CAN",1936,285000,25,0.096699828261105,0.0959140610013428,8.7719298245614
"Canada","CAN",1937,291200,17,0.0647870791698107,0.0650369180152263,5.83791208791209
"Canada","CAN",1938,297500,28,0.102948746231341,0.10292982391648,9.41176470588235
"Canada","CAN",1939,303700,30,0.107508000387029,0.107369099173258,9.87816924596641
"Canada","CAN",1940,309900,23,0.0807788485853165,0.0804111456840192,7.4217489512746
"Canada","CAN",1941,316200,40,0.13728107957841,0.137471216963948,12.6502213788741
"Canada","CAN",1942,322400,48,0.160686667693276,0.160497542381382,14.8883374689826
"Canada","CAN",1943,328700,46,0.150711456364119,0.150380855863219,13.9945238819592
"Canada","CAN",1944,334900,26,0.0830912501717752,0.0832932884831011,7.76351149596895
"Canada","CAN",1945,341100,26,0.0813972782002436,0.0811409668258278,7.62239812371739
"Canada","CAN",1946,347400,40,0.122824094402599,0.122556529199093,11.5141047783535
"Canada","CAN",1947,353600,32,0.0959782129456613,0.096188529517855,9.04977375565611
"Canada","CAN",1948,359900,26,0.0764063170391964,0.0763045137054646,7.2242289524868
"Canada","CAN",1949,366100,20,0.0575761588641375,0.0575837844063112,5.46298825457525
"Canada","CAN",1950,372300,25,0.0705776071368076,0.0705318098462406,6.7150147730325
"Canada","CAN",1951,380600,26,0.071616860812631,0.0714207229974728,6.83131897004729
"Canada","CAN",1952,396700,29,0.076455421216643,0.0761394664986347,7.31031005797832
"Canada","CAN",1953,411500,32,0.081154421647942,0.0807958390142908,7.77642770352369
"Canada","CAN",1954,425200,31,0.0759409326526413,0.0756282020004879,7.29068673565381
"Canada","CAN",1955,437700,22,0.0522696926066896,0.0520857995170226,5.02627370344985
"Canada","CAN",1956,448800,30,0.0694158425463582,0.0692297041583976,6.68449197860963
"Canada","CAN",1957,458400,17,0.0384632788813973,0.0383903166071993,3.70855148342059
"Canada","CAN",1958,466100,24,0.0533421051461796,0.053276505061268,5.14910963312594
"Canada","CAN",1959,471200,24,0.0527065933752204,0.0526743190746878,5.09337860780985
"Canada","CAN",1960,473200,18,0.0393205410506449,0.0393098929897358,3.80388841927303
"Canada","CAN",1961,471500,20,0.0437995208332421,0.0438116100766703,4.24178154825027
"Canada","CAN",1962,465500,23,0.0509620753529678,0.0509955212629152,4.94092373791622
"Canada","CAN",1963,455300,18,0.0407302480924667,0.0407719488991574,3.95343729409181
"Canada","CAN",1964,441700,16,0.0372763129998812,0.037319525109043,3.62236812316052
"Canada","CAN",1965,425700,10,0.0241454910709974,0.0241756116429746,2.34907211651398
"Canada","CAN",1966,408600,13,0.0326660250724306,0.0326969994215146,3.18159569260891
"Canada","CAN",1967,392200,8,0.0209202285534969,0.0209275071153524,2.03977562468129
"Canada","CAN",1968,377500,5,0.0135701781764395,0.0135629633447353,1.32450331125828
"Canada","CAN",1969,365600,14,0.0391930706651064,0.0391514209169263,3.82932166301969
"Canada","CAN",1970,356900,9,0.0257832374578874,0.0257497467941565,2.52171476604091
"Canada","CAN",1971,351500,9,0.0261523753621378,0.0261229228648139,2.56045519203414
"Canada","CAN",1972,348700,10,0.0292613270597048,0.0292442125703323,2.86779466590192
"Canada","CAN",1973,347600,8,0.023458965870137,0.0234672236221073,2.30149597238205
"Canada","CAN",1974,348000,12,0.0351121540721321,0.0351470170433743,3.44827586206897
"Canada","CAN",1975,349500,10,0.0291056418376138,0.0291415199633983,2.86123032904149
"Canada","CAN",1976,351700,3,0.00866861614211907,0.00867889812709378,0.852999715666761
"Canada","CAN",1977,354300,5,0.0143281255373047,0.0143419346696192,1.41123341800734
"Canada","CAN",1978,357100,6,0.0170434693686247,0.0170534483493683,1.6802016241949
"Canada","CAN",1979,359700,6,0.0169057420352823,0.0169091723805578,1.66805671392827
"Canada","CAN",1980,362000,4,0.0111899380077434,0.0111898754007374,1.10497237569061
"Canada","CAN",1981,364100,3,0.00833796553640912,0.00833747891312625,0.823949464432848
"Canada","CAN",1982,365900,2,0.00552771735675611,0.00552757985971002,0.546597430992074
"Canada","CAN",1983,367800,2,0.00549609090534357,0.00549583415770846,0.543773790103317
"Canada","CAN",1984,369600,1,0.00273336813822096,0.00273325607329499,0.270562770562771
"Canada","CAN",1985,371700,1,0.00271685236352571,0.00271678593356915,0.269034167339252
"Canada","CAN",1986,374300,2,0.00539413603471666,0.00539409239001446,0.534330750734705
"Canada","CAN",1987,377500,2,0.00534677869950302,0.00534653571218529,0.529801324503311
"Canada","CAN",1988,381000,3,0.00794419993962408,0.00794340062276261,0.78740157480315
"Canada","CAN",1989,384500,2,0.00524638327453012,0.00524620437113748,0.520156046814044
"Canada","CAN",1990,387300,3,0.00781034401961958,0.00781016101948635,0.774593338497289
"Canada","CAN",1991,388400,1,0.00259531286496587,0.00259545432130167,0.257466529351184
"Canada","CAN",1992,387300,2,0.0052039154259665,0.00520486342438374,0.516395558998193
"Canada","CAN",1995,370600,1,0.00271716241294891,0.00271852894961478,0.269832703723691
"Canada","CAN",1999,338100,1,0.00297642965357335,0.00297654482676509,0.295770482105886
"Switzerland","CHE",1800,54760,4,0.111482720178372,0.111482720178372,7.30460189919649
"Switzerland","CHE",1801,54990,14,0.38855430046349,0.388565084651679,25.4591743953446
"Switzerland","CHE",1802,55220,7,0.193466364490631,0.193477059148701,12.676566461427
"Switzerland","CHE",1803,55460,8,0.220149151049836,0.220143093010457,14.4248106743599
"Switzerland","CHE",1804,55690,6,0.164428610578241,0.164428610578241,10.7739270964266
"Switzerland","CHE",1805,55920,8,0.218340611353712,0.218340611353712,14.3061516452074
"Switzerland","CHE",1806,56160,7,0.190227729767922,0.190217391304348,12.4643874643875
"Switzerland","CHE",1807,56400,11,0.297659315383575,0.297619047619048,19.5035460992908
"Switzerland","CHE",1808,56630,6,0.161698916617259,0.161681487469685,10.5950909411972
"Switzerland","CHE",1809,56870,7,0.187853903335749,0.187869028448739,12.3087743977493
"Switzerland","CHE",1810,57130,2,0.0534287927764272,0.0534330750734705,3.50078767722738
"Switzerland","CHE",1811,57370,2,0.0532042244154186,0.0532056397978186,3.48614258323165
"Switzerland","CHE",1812,57620,1,0.0264872596281189,0.0264900662251656,1.73550850399167
"Switzerland","CHE",1813,57880,5,0.1318391562294,0.131856540084388,8.63856254319281
"Switzerland","CHE",1814,58140,8,0.210001312508203,0.20997375328084,13.7598899208806
"Switzerland","CHE",1815,58400,4,0.10453416960669,0.104547830632514,6.84931506849315
"Switzerland","CHE",1816,58670,9,0.234118932417668,0.234131113423517,15.3400374978694
"Switzerland","CHE",1817,58950,12,0.310671568373634,0.310639399430494,20.3562340966921
"Switzerland","CHE",1818,59230,6,0.154603313664356,0.15459933006957,10.1300016883336
"Switzerland","CHE",1819,59510,8,0.205165029620701,0.205180815593742,13.4431188035624
"Switzerland","CHE",1820,59800,2,0.051042543960391,0.0510464522715671,3.34448160535117
"Switzerland","CHE",1821,60100,10,0.253942456639326,0.253936008125952,16.6389351081531
"Switzerland","CHE",1822,60400,6,0.151607034566404,0.151591712986357,9.93377483443709
"Switzerland","CHE",1823,60710,7,0.175972246662812,0.175967823026647,11.530225662988
"Switzerland","CHE",1824,61020,3,0.0750337651943375,0.0750375187593797,4.91642084562439
"Switzerland","CHE",1825,61340,10,0.248805732484076,0.248818113958696,16.3025758069775
"Switzerland","CHE",1826,61660,7,0.173263038043613,0.173267326732673,11.3525786571521
"Switzerland","CHE",1827,61990,5,0.123098133832291,0.123092072870507,8.06581706726891
"Switzerland","CHE",1828,62320,12,0.293872753097909,0.293901542983101,19.2554557124519
"Switzerland","CHE",1829,62660,6,0.146138295540346,0.146127618119825,9.57548675390999
"Switzerland","CHE",1830,63010,3,0.0726638569975294,0.0726568176313877,4.76114902396445
"Switzerland","CHE",1831,63360,10,0.240876791521137,0.24090580582992,15.7828282828283
"Switzerland","CHE",1832,63730,16,0.383160113032233,0.383141762452107,25.1059155813589
"Switzerland","CHE",1833,64090,12,0.285755107872553,0.285782329125982,18.7236698392885
"Switzerland","CHE",1834,64470,4,0.0946902445375565,0.0946969696969697,6.20443617186288
"Switzerland","CHE",1835,64850,6,0.14120304998588,0.141209696399153,9.25212027756361
"Switzerland","CHE",1836,65240,10,0.233934545114277,0.233918128654971,15.3280196198651
"Switzerland","CHE",1837,65630,7,0.162779340976211,0.162790697674419,10.6658540301691
"Switzerland","CHE",1838,66030,11,0.2542470819369,0.254276467868701,16.6590943510526
"Switzerland","CHE",1839,66440,8,0.183768635288172,0.183781300252699,12.0409391932571
"Switzerland","CHE",1840,66860,10,0.228263598803899,0.228258388495777,14.9566257852229
"Switzerland","CHE",1841,67280,11,0.249523636693585,0.249546279491833,16.3495838287753
"Switzerland","CHE",1842,67700,10,0.225433395703239,0.225428313796213,14.7710487444609
"Switzerland","CHE",1843,68120,11,0.246448895460859,0.246415770609319,16.1479741632413
"Switzerland","CHE",1844,68530,16,0.356323630937799,0.356347438752784,23.3474390777762
"Switzerland","CHE",1845,68960,16,0.354099811884475,0.354060632883381,23.2018561484919
"Switzerland","CHE",1846,69380,15,0.32996040475143,0.32996040475143,21.6200634188527
"Switzerland","CHE",1847,69810,11,0.240479209479253,0.240489724529952,15.7570548632001
"Switzerland","CHE",1848,70240,14,0.304195728222845,0.304215558452847,19.9316628701595
"Switzerland","CHE",1849,70670,11,0.237555339596156,0.237529691211401,15.5653035234187
"Switzerland","CHE",1850,71100,13,0.279047803035182,0.279029834728483,18.2841068917018
"Switzerland","CHE",1851,69720,2,0.0437799619114331,0.0437828371278459,2.86861732644865
"Switzerland","CHE",1852,69680,14,0.306640967233222,0.306614104248795,20.0918484500574
"Switzerland","CHE",1853,67390,11,0.249116767823172,0.249094202898551,16.3228965721917
"Switzerland","CHE",1854,66060,16,0.36965160336383,0.369685767097967,24.2204056917953
"Switzerland","CHE",1855,62720,15,0.364999026669262,0.364963503649635,23.9158163265306
"Switzerland","CHE",1856,70100,11,0.239484455281721,0.239494883518398,15.6918687589158
"Switzerland","CHE",1857,70880,15,0.322976551902332,0.322997416020672,21.1625282167043
"Switzerland","CHE",1858,75050,15,0.305033045246568,0.305064063453325,19.9866755496336
"Switzerland","CHE",1859,79620,14,0.268358603768522,0.268353459842822,17.583521728209
"Switzerland","CHE",1860,78590,11,0.213612972133217,0.213633715284521,13.9966916910548
"Switzerland","CHE",1861,78000,15,0.293496125851139,0.293484640970456,19.2307692307692
"Switzerland","CHE",1862,79160,19,0.366314490630061,0.366300366300366,24.0020212228398
"Switzerland","CHE",1863,82360,20,0.370610580932086,0.370644922164566,24.2836328314716
"Switzerland","CHE",1864,82910,12,0.220892774965486,0.220872446162341,14.4735255095887
"Switzerland","CHE",1865,82190,21,0.389950420589382,0.389972144846797,25.5505535953279
"Switzerland","CHE",1866,84040,19,0.345040496858315,0.345015434901035,22.6082817705854
"Switzerland","CHE",1867,81220,17,0.315791429049096,0.315809028422813,20.9308052203891
"Switzerland","CHE",1868,79410,26,0.488519785051295,0.488538143555054,32.7414683289258
"Switzerland","CHE",1869,81820,14,0.252566253540438,0.252570810030669,17.1107308726473
"Switzerland","CHE",1870,79250,23,0.423955318795967,0.423963133640553,29.0220820189274
"Switzerland","CHE",1871,79800,15,0.271832696036679,0.27183762232693,18.796992481203
"Switzerland","CHE",1872,80350,17,0.302997896838128,0.302976296560328,21.1574362165526
"Switzerland","CHE",1873,80550,21,0.369848538217682,0.369848538217682,26.0707635009311
"Switzerland","CHE",1874,82940,23,0.389810687592156,0.389830508474576,27.7308897998553
"Switzerland","CHE",1875,87270,11,0.17561505180644,0.175606641123882,12.6045605591841
"Switzerland","CHE",1876,90530,20,0.305166468308462,0.305157155935307,22.0921241577378
"Switzerland","CHE",1877,88880,15,0.23606062036731,0.236071765816808,16.8766876687669
"Switzerland","CHE",1878,87420,21,0.333545108005083,0.333545108005083,24.0219629375429
"Switzerland","CHE",1879,85660,25,0.392840868021182,0.392834695160277,29.1851505953771
"Switzerland","CHE",1880,83560,22,0.352530205428965,0.352507610959782,26.3283867879368
"Switzerland","CHE",1881,84600,12,0.192258395283261,0.192246074975969,14.1843971631206
"Switzerland","CHE",1882,82440,24,0.383258012487824,0.383264132864899,29.1120815138282
"Switzerland","CHE",1883,81680,19,0.298455883507956,0.298460571787622,23.2615083251714
"Switzerland","CHE",1884,81500,19,0.298146782368541,0.298132747528636,23.3128834355828
"Switzerland","CHE",1885,80110,24,0.389559797428905,0.389547151436455,29.9588066408688
"Switzerland","CHE",1886,80790,22,0.350011932224962,0.349984091632199,27.2310929570491
"Switzerland","CHE",1887,81400,23,0.360495916991897,0.360501567398119,28.2555282555283
"Switzerland","CHE",1888,81260,28,0.432826822896539,0.432833513680631,34.4572975633768
"Switzerland","CHE",1889,81470,10,0.156931671950033,0.156936597614564,12.2744568552842
"Switzerland","CHE",1890,79070,19,0.303451359941226,0.303465900015972,24.0293410901733
"Switzerland","CHE",1891,84470,21,0.320953690967446,0.320953690967446,24.8608973600095
"Switzerland","CHE",1892,83680,18,0.267741599607312,0.267737617135207,21.5105162523901
"Switzerland","CHE",1893,85060,15,0.221762270845653,0.221762270845653,17.6346108629203
"Switzerland","CHE",1894,84060,17,0.255328096604136,0.255331931510964,20.223649773971
"Switzerland","CHE",1895,84950,15,0.221631205673759,0.221631205673759,17.6574455562095
"Switzerland","CHE",1896,88430,21,0.289041209018086,0.289057123193393,23.7475969693543
"Switzerland","CHE",1897,90130,21,0.284560557196672,0.284552845528455,23.2996782425386
"Switzerland","CHE",1898,91870,23,0.311991318502442,0.311991318502442,25.0353760748884
"Switzerland","CHE",1899,94610,30,0.387046832666753,0.387046832666753,31.7091216573301
"Switzerland","CHE",1900,94300,20,0.264113568834599,0.264131008980454,21.2089077412513
"Switzerland","CHE",1901,96790,21,0.265731965024612,0.265721877767936,21.6964562454799
"Switzerland","CHE",1902,96220,23,0.287392227914532,0.287392227914532,23.903554354604
"Switzerland","CHE",1903,93650,24,0.308400046260007,0.30840400925212,25.6273358248799
"Switzerland","CHE",1904,94470,15,0.194220012430081,0.194225042082092,15.8780565258812
"Switzerland","CHE",1905,94250,22,0.280945509341438,0.28093474652024,23.342175066313
"Switzerland","CHE",1906,95420,12,0.150479653896796,0.150470219435737,12.5759798784322
"Switzerland","CHE",1907,93950,32,0.402961769002166,0.402971917894472,34.0606705694518
"Switzerland","CHE",1908,96110,16,0.193890040111002,0.193892389723703,16.6475913016335
"Switzerland","CHE",1909,93930,22,0.275734142153484,0.275723774909136,23.4216970084105
"Switzerland","CHE",1910,92710,17,0.213398943047588,0.21340697966357,18.3367490022651
"Switzerland","CHE",1911,91440,16,0.206849297358793,0.206851971557854,17.4978127734033
"Switzerland","CHE",1912,90120,26,0.328859994181708,0.328864153807235,28.8504216600089
"Switzerland","CHE",1913,88680,20,0.257821664754489,0.25783163594173,22.55299954894
"Switzerland","CHE",1914,86760,22,0.287623056910144,0.287619296640084,25.3573075149839
"Switzerland","CHE",1915,75650,25,0.37235072459451,0.37235072459451,33.0469266358229
"Switzerland","CHE",1916,73260,15,0.228234076869237,0.228234076869237,20.4750204750205
"Switzerland","CHE",1917,71690,22,0.342439100319091,0.342439100319091,30.6876830799275
"Switzerland","CHE",1918,71800,21,0.334933571508318,0.334933571508318,29.2479108635097
"Switzerland","CHE",1919,71930,28,0.437725702315256,0.437725702315256,38.9267343250382
"Switzerland","CHE",1920,71780,33,0.522946247464503,0.522946247464503,45.9738088604068
"Switzerland","CHE",1921,72550,26,0.396142184571786,0.396142184571786,35.8373535492764
"Switzerland","CHE",1922,73320,28,0.418610214089224,0.418610214089224,38.1887615930169
"Switzerland","CHE",1923,74180,32,0.46778154601801,0.46778154601801,43.1383122135346
"Switzerland","CHE",1924,72690,24,0.358390825194875,0.358390825194875,33.0169211721007
"Switzerland","CHE",1925,71500,38,0.575853551349467,0.575862277989938,53.1468531468531
"Switzerland","CHE",1926,70130,37,0.569668976135489,0.569668976135489,52.7591615571082
"Switzerland","CHE",1927,69090,27,0.422132236831819,0.422132236831819,39.0794615718628
"Switzerland","CHE",1928,67840,34,0.541168605854171,0.541168605854171,50.1179245283019
"Switzerland","CHE",1929,67110,27,0.432470527934393,0.432470527934393,40.232454179705
"Switzerland","CHE",1930,67860,20,0.316025661283696,0.316025661283696,29.4724432655467
"Switzerland","CHE",1931,68610,16,0.249520452879622,0.249465986871852,23.3202157119953
"Switzerland","CHE",1932,69360,19,0.293431761671634,0.29354056267091,27.3933102652826
"Switzerland","CHE",1933,70110,25,0.379829532505811,0.379771833082684,35.6582513193553
"Switzerland","CHE",1934,70860,27,0.405691704355927,0.405235036321066,38.1033022861981
"Switzerland","CHE",1935,71610,20,0.297916077041098,0.297987097158693,27.9290601871247
"Switzerland","CHE",1936,72360,13,0.191246781905112,0.191055655982247,17.9657269209508
"Switzerland","CHE",1937,73110,28,0.407284575551289,0.407670020237905,38.2984543838052
"Switzerland","CHE",1938,73850,37,0.530823637433109,0.530717041754522,50.1015572105619
"Switzerland","CHE",1939,74600,34,0.484192537738536,0.482016530331599,45.5764075067024
"Switzerland","CHE",1940,75350,27,0.380775088847521,0.381868326143837,35.8327803583278
"Switzerland","CHE",1941,76100,29,0.402565312751603,0.402945671807698,38.107752956636
"Switzerland","CHE",1942,76850,45,0.617817867292722,0.61688623247015,58.5556278464541
"Switzerland","CHE",1943,77600,43,0.585751260046315,0.584072479319759,55.4123711340206
"Switzerland","CHE",1944,78350,52,0.701054277779276,0.701205534129831,66.3688576898532
"Switzerland","CHE",1945,79100,31,0.413107501232659,0.413107501232659,39.1908975979772
"Switzerland","CHE",1946,79850,38,0.500685148097396,0.500671954465203,47.589229805886
"Switzerland","CHE",1947,80600,30,0.390086599225028,0.390879478827362,37.2208436724566
"Switzerland","CHE",1948,81350,29,0.37277459991002,0.372841696558285,35.6484326982176
"Switzerland","CHE",1949,82100,22,0.27913822417337,0.279752292061393,26.7965895249695
"Switzerland","CHE",1950,82850,25,0.313853493189379,0.314524753098069,30.1750150875075
"Switzerland","CHE",1951,82610,18,0.226309767781033,0.226241500232526,21.7891296453214
"Switzerland","CHE",1952,82400,36,0.453137980515067,0.452386337932594,43.6893203883495
"Switzerland","CHE",1953,82730,24,0.300458198753098,0.299823853486077,29.0100326362867
"Switzerland","CHE",1954,83600,15,0.185563184264242,0.18516232563881,17.9425837320574
"Switzerland","CHE",1955,85000,24,0.291580609889442,0.291021972158898,28.2352941176471
"Switzerland","CHE",1956,86920,33,0.391500871979215,0.39081467094589,37.9659456971928
"Switzerland","CHE",1957,89290,29,0.33447516233579,0.333985949556605,32.4784410348303
"Switzerland","CHE",1958,92050,23,0.257049297584854,0.256736543656375,24.9864204236828
"Switzerland","CHE",1959,95060,30,0.324397971431352,0.324107084980878,31.5590153587208
"Switzerland","CHE",1960,98160,22,0.230231487295408,0.230099047180764,22.4123879380603
"Switzerland","CHE",1961,101100,28,0.284344788366236,0.284258187651012,27.6953511374876
"Switzerland","CHE",1962,103800,25,0.247118597157148,0.247096614776378,24.0847784200385
"Switzerland","CHE",1963,105900,21,0.203289416365766,0.203315002710867,19.8300283286119
"Switzerland","CHE",1964,107400,13,0.123963001811767,0.123987830117598,12.1042830540037
"Switzerland","CHE",1965,108000,24,0.227350233033989,0.227399778285216,22.2222222222222
"Switzerland","CHE",1966,107600,24,0.2279743528853,0.228041503553647,22.3048327137546
"Switzerland","CHE",1967,106400,31,0.297521930245504,0.29760761875504,29.1353383458647
"Switzerland","CHE",1968,104500,17,0.165988068387084,0.16602535304803,16.2679425837321
"Switzerland","CHE",1969,102000,16,0.159929630962377,0.159960009997501,15.6862745098039
"Switzerland","CHE",1970,98930,13,0.133867430054268,0.133885352942388,13.1406044678055
"Switzerland","CHE",1971,95420,16,0.170677590032429,0.170706725844998,16.7679731712429
"Switzerland","CHE",1972,91630,16,0.177576524383477,0.177606091888952,17.4615300665721
"Switzerland","CHE",1973,87760,10,0.115770219268795,0.115793008418152,11.3947128532361
"Switzerland","CHE",1974,84010,13,0.157065532572975,0.157086409608855,15.47434829187
"Switzerland","CHE",1975,80610,4,0.0503176300396251,0.0503188960034217,4.96216350328743
"Switzerland","CHE",1976,77750,3,0.0390904944947554,0.0390884571785952,3.85852090032154
"Switzerland","CHE",1977,75500,3,0.0402220255812083,0.0402166335996568,3.97350993377483
"Switzerland","CHE",1978,73880,3,0.0410756339339504,0.0410655131820297,4.06063887384949
"Switzerland","CHE",1979,72910,3,0.0415979145578835,0.0415840760711365,4.11466191194623
"Switzerland","CHE",1980,72570,3,0.0417728392998872,0.0417623721027354,4.13393964448119
"Switzerland","CHE",1981,72750,2,0.0277689071546589,0.027763125017352,2.74914089347079
"Switzerland","CHE",1982,73300,2,0.0275516248570759,0.0275504862660826,2.72851296043656
"Switzerland","CHE",1983,74040,1,0.0136343804537522,0.0136358677866259,1.35062128579146
"Switzerland","CHE",1984,74880,1,0.0134785421608799,0.0134818130342168,1.33547008547009
"Switzerland","CHE",1985,75780,1,0.0133162884840737,0.0133193036668043,1.3196093956189
"Switzerland","CHE",1988,78740,2,0.0256209887139545,0.0256131139143241,2.54000508001016
"Switzerland","CHE",1992,81920,2,0.0245978255522212,0.0245941957697983,2.44140625
"Switzerland","CHE",2003,73760,1,0.0136299204012649,0.0136280629071384,1.35574837310195
"Chile","CHL",1810,32140,2,0.106820488169631,0.106837606837607,6.22277535780958
"Chile","CHL",1821,34630,1,0.0495687518588282,0.0495785820525533,2.88766965059197
"Chile","CHL",1822,35100,1,0.0489045383411581,0.0488997555012225,2.84900284900285
"Chile","CHL",1826,37390,1,0.0459094665319989,0.0459136822773186,2.67451190157796
"Chile","CHL",1828,38800,1,0.0442419147900721,0.0442477876106195,2.57731958762887
"Chile","CHL",1830,40380,3,0.127529331746302,0.127496812579686,7.42942050520059
"Chile","CHL",1831,41230,1,0.041633706648903,0.0416319733555371,2.42541838467136
"Chile","CHL",1832,42100,1,0.0407730571638261,0.040766408479413,2.37529691211401
"Chile","CHL",1833,42970,1,0.0399472696041226,0.0399520575309628,2.32720502676286
"Chile","CHL",1834,43850,3,0.117439812096301,0.117462803445576,6.84150513112885
"Chile","CHL",1840,49300,1,0.0348189415041783,0.0348189415041783,2.02839756592292
"Chile","CHL",1845,54910,1,0.0312617231461798,0.0312597686777118,1.82116190129302
"Chile","CHL",1846,56060,2,0.0612407373384776,0.0612369871402327,3.56760613628255
"Chile","CHL",1847,57220,1,0.0299994000119998,0.03000300030003,1.74764068507515
"Chile","CHL",1848,58480,1,0.0293530585887049,0.0293513354857646,1.70998632010944
"Chile","CHL",1850,60880,1,0.0281960187221564,0.0281928390188892,1.64257555847569
"Chile","CHL",1852,68160,2,0.0503689525776311,0.0503778337531486,2.93427230046948
"Chile","CHL",1853,66500,2,0.0516262261228704,0.0516262261228704,3.00751879699248
"Chile","CHL",1854,65500,1,0.0262068242570365,0.0262054507337526,1.52671755725191
"Chile","CHL",1855,68750,2,0.0499363311777484,0.0499375780274657,2.90909090909091
"Chile","CHL",1857,71220,1,0.0241021932995903,0.0241021932995903,1.404099971918
"Chile","CHL",1858,67220,3,0.076608784473953,0.076608784473953,4.46295745313895
"Chile","CHL",1859,68320,1,0.0251256281407035,0.0251256281407035,1.46370023419204
"Chile","CHL",1860,79460,2,0.0432058759991359,0.0432058759991359,2.51698968034231
"Chile","CHL",1861,67180,2,0.0511038430089943,0.0510986203372509,2.97707651086633
"Chile","CHL",1862,70340,1,0.024403933914147,0.0244021473889702,1.42166619277794
"Chile","CHL",1863,71480,3,0.072044379337672,0.0720461095100865,4.19697817571349
"Chile","CHL",1864,75300,1,0.0227961793603392,0.0227946204695692,1.32802124833997
"Chile","CHL",1865,65120,4,0.105440742302826,0.105429625724829,6.14250614250614
"Chile","CHL",1866,70570,2,0.0486487801318382,0.0486499635125274,2.83406546691229
"Chile","CHL",1867,73750,3,0.0698259007541197,0.0698161508028857,4.06779661016949
"Chile","CHL",1868,78330,1,0.021914446002805,0.0219154065307911,1.27665007021575
"Chile","CHL",1869,81110,1,0.0211635732577088,0.0211640211640212,1.23289360128221
"Chile","CHL",1870,82780,1,0.0207365627073656,0.0207382828701783,1.2080212611742
"Chile","CHL",1871,82490,5,0.10404744563521,0.104058272632674,6.06134076857801
"Chile","CHL",1872,89030,3,0.0578424756579582,0.0578368999421631,3.36965067954622
"Chile","CHL",1874,93020,5,0.0922679461155195,0.0922679461155195,5.37518813158461
"Chile","CHL",1875,90010,2,0.0381417346860935,0.0381460995613199,2.22197533607377
"Chile","CHL",1877,84700,3,0.0607988975133251,0.0608025942440211,3.54191263282172
"Chile","CHL",1879,91090,1,0.0188448129652313,0.0188430374976446,1.09781534745856
"Chile","CHL",1880,86990,1,0.0197328176490321,0.0197316495659037,1.14955742039315
"Chile","CHL",1884,97250,2,0.0353020086842941,0.0353045013239188,2.05655526992288
"Chile","CHL",1885,63160,3,0.0815350328857966,0.0815217391304348,4.74984167194427
"Chile","CHL",1886,79450,1,0.0216057384841414,0.0216076058772688,1.2586532410321
"Chile","CHL",1887,83080,1,0.0206615839170231,0.0206611570247934,1.20365912373616
"Chile","CHL",1889,100200,2,0.0342624158429411,0.0342583076396026,1.99600798403194
"Chile","CHL",1890,98660,4,0.0695954762940409,0.069589422407794,4.05432799513481
"Chile","CHL",1891,91220,1,0.0188178619145293,0.0188182160331201,1.09625082218812
"Chile","CHL",1892,103200,2,0.0339570104248022,0.0339616233655969,1.93798449612403
"Chile","CHL",1893,102900,2,0.0347983435988447,0.0348128807658834,1.94363459669582
