"country","iso3","year","births","n_inventors","rate_per_100k_births"
"Kosovo","-99",1879,NA,1,NA
"Kosovo","-99",1909,NA,1,NA
"Kosovo","-99",1921,NA,1,NA
"Kosovo","-99",1928,NA,1,NA
"Kosovo","-99",1930,NA,2,NA
"Kosovo","-99",1934,NA,1,NA
"Kosovo","-99",1940,NA,1,NA
"Kosovo","-99",1941,NA,1,NA
"Kosovo","-99",1946,NA,1,NA
"Kosovo","-99",1947,NA,1,NA
"Kosovo","-99",1949,NA,1,NA
"Kosovo","-99",1950,NA,1,NA
"Kosovo","-99",1953,NA,1,NA
"Kosovo","-99",1954,NA,1,NA
"Kosovo","-99",1957,NA,1,NA
"Kosovo","-99",1958,NA,1,NA
"Kosovo","-99",1960,NA,1,NA
"Kosovo","-99",1961,NA,1,NA
"Kosovo","-99",1964,NA,1,NA
"Kosovo","-99",1967,NA,1,NA
"Kosovo","-99",1984,NA,1,NA
"N. Cyprus","-99",1904,NA,1,NA
"N. Cyprus","-99",1908,NA,1,NA
"N. Cyprus","-99",1917,NA,1,NA
"N. Cyprus","-99",1929,NA,1,NA
"N. Cyprus","-99",1930,NA,1,NA
"N. Cyprus","-99",1932,NA,2,NA
"N. Cyprus","-99",1941,NA,1,NA
"N. Cyprus","-99",1942,NA,1,NA
"N. Cyprus","-99",1944,NA,1,NA
"N. Cyprus","-99",1946,NA,1,NA
"N. Cyprus","-99",1947,NA,1,NA
"N. Cyprus","-99",1948,NA,1,NA
"N. Cyprus","-99",1949,NA,1,NA
"N. Cyprus","-99",1950,NA,2,NA
"N. Cyprus","-99",1952,NA,3,NA
"N. Cyprus","-99",1955,NA,1,NA
"N. Cyprus","-99",1965,NA,1,NA
"Somaliland","-99",1923,NA,1,NA
"Somaliland","-99",1976,NA,1,NA
"Somaliland","-99",2003,NA,1,NA
"Afghanistan","AFG",1800,157900,1,0.633312222925903
"Afghanistan","AFG",1865,195700,1,0.510986203372509
"Afghanistan","AFG",1881,214100,1,0.467071461933676
"Afghanistan","AFG",1901,243300,1,0.41101520756268
"Afghanistan","AFG",1926,297500,1,0.336134453781513
"Afghanistan","AFG",1932,320900,1,0.311623558741041
"Afghanistan","AFG",1935,332600,1,0.300661455201443
"Afghanistan","AFG",1939,348100,1,0.287273771904625
"Afghanistan","AFG",1940,351900,1,0.284171639670361
"Afghanistan","AFG",1944,367400,2,0.544365813826892
"Afghanistan","AFG",1945,371300,1,0.269323996768112
"Afghanistan","AFG",1946,375200,1,0.266524520255864
"Afghanistan","AFG",1948,382900,3,0.783494384956908
"Afghanistan","AFG",1949,386800,2,0.517063081695967
"Afghanistan","AFG",1950,390700,1,0.255950857435372
"Afghanistan","AFG",1951,393600,1,0.254065040650407
"Afghanistan","AFG",1952,399600,1,0.25025025025025
"Afghanistan","AFG",1953,406000,1,0.246305418719212
"Afghanistan","AFG",1955,420100,1,0.238038562247084
"Afghanistan","AFG",1958,444100,1,0.22517451024544
"Afghanistan","AFG",1959,452900,2,0.441598586884522
"Afghanistan","AFG",1961,471800,1,0.211954217888936
"Afghanistan","AFG",1963,492400,1,0.203086921202275
"Afghanistan","AFG",1964,503300,1,0.198688654877806
"Afghanistan","AFG",1965,514600,1,0.194325689856199
"Afghanistan","AFG",1966,526500,1,0.189933523266857
"Afghanistan","AFG",1968,551700,2,0.362515860068878
"Afghanistan","AFG",1969,564700,1,0.177085177970604
"Afghanistan","AFG",1971,591200,1,0.16914749661705
"Afghanistan","AFG",1972,604500,4,0.661703887510339
"Afghanistan","AFG",1973,617400,1,0.161969549724652
"Afghanistan","AFG",1976,646900,1,0.154583397743082
"Afghanistan","AFG",1977,651400,1,0.153515505066012
"Afghanistan","AFG",1979,651000,1,0.153609831029186
"Afghanistan","AFG",1980,646000,1,0.154798761609907
"Afghanistan","AFG",1982,627000,1,0.159489633173844
"Afghanistan","AFG",1986,590000,1,0.169491525423729
"Angola","AGO",1907,147600,2,1.3550135501355
"Angola","AGO",1922,165900,1,0.602772754671489
"Angola","AGO",1923,167100,1,0.598444045481747
"Angola","AGO",1926,170800,1,0.585480093676815
"Angola","AGO",1939,209700,2,0.953743443013829
"Angola","AGO",1943,223900,1,0.446627958910228
"Angola","AGO",1951,251000,1,0.398406374501992
"Angola","AGO",1954,263400,2,0.759301442672741
"Angola","AGO",1956,271500,1,0.368324125230203
"Angola","AGO",1959,283200,2,0.706214689265537
"Angola","AGO",1960,287000,1,0.348432055749129
"Angola","AGO",1966,311700,1,0.320821302534488
"Angola","AGO",1967,316800,1,0.315656565656566
"Angola","AGO",1975,379800,1,0.263296471827278
"Albania","ALB",1811,13980,1,7.15307582260372
"Albania","ALB",1818,14330,1,6.97836706210747
"Albania","ALB",1854,17220,1,5.80720092915215
"Albania","ALB",1859,18020,1,5.54938956714761
"Albania","ALB",1864,18920,1,5.28541226215645
"Albania","ALB",1872,20470,2,9.77039570102589
"Albania","ALB",1889,24160,2,8.27814569536424
"Albania","ALB",1892,24900,1,4.01606425702811
"Albania","ALB",1896,25930,1,3.85653682992673
"Albania","ALB",1899,26720,1,3.74251497005988
"Albania","ALB",1900,26980,2,7.41289844329133
"Albania","ALB",1901,27250,1,3.6697247706422
"Albania","ALB",1909,29380,1,3.40367597004765
"Albania","ALB",1910,29650,2,6.74536256323777
"Albania","ALB",1912,30220,1,3.30906684315023
"Albania","ALB",1913,30470,1,3.28191663931736
"Albania","ALB",1914,30690,3,9.77517106549365
"Albania","ALB",1915,30860,2,6.48088139987038
"Albania","ALB",1916,31040,1,3.22164948453608
"Albania","ALB",1919,31550,1,3.16957210776545
"Albania","ALB",1920,31720,1,3.15258511979823
"Albania","ALB",1922,32060,1,3.11915159076731
"Albania","ALB",1925,32560,2,6.14250614250614
"Albania","ALB",1926,31600,1,3.16455696202532
"Albania","ALB",1929,28700,2,6.96864111498258
"Albania","ALB",1934,33300,1,3.003003003003
"Albania","ALB",1936,35140,3,8.53727945361411
"Albania","ALB",1939,37900,1,2.63852242744063
"Albania","ALB",1941,39740,1,2.51635631605435
"Albania","ALB",1942,40660,1,2.45941957697983
"Albania","ALB",1944,42500,1,2.35294117647059
"Albania","ALB",1948,46180,3,6.4963187527068
"Albania","ALB",1955,58670,2,3.40889722174876
"Albania","ALB",1957,62620,2,3.19386777387416
"Albania","ALB",1958,64380,1,1.55327741534638
"Albania","ALB",1962,68890,1,1.45158949049209
"Albania","ALB",1969,68480,1,1.46028037383178
"Albania","ALB",1981,73230,1,1.36556056261095
"United Arab Emirates","ARE",1981,31780,2,6.29326620516048
"United Arab Emirates","ARE",1984,39070,1,2.55950857435372
"United Arab Emirates","ARE",1987,44050,1,2.27014755959137
"United Arab Emirates","ARE",1990,46680,2,4.28449014567266
"Argentina","ARG",1800,25030,1,3.99520575309628
"Argentina","ARG",1801,25030,1,3.99520575309628
"Argentina","ARG",1804,25030,1,3.99520575309628
"Argentina","ARG",1807,25030,1,3.99520575309628
"Argentina","ARG",1811,25060,1,3.99042298483639
"Argentina","ARG",1815,25480,1,3.92464678178964
"Argentina","ARG",1818,26140,1,3.82555470543229
"Argentina","ARG",1820,26750,1,3.73831775700935
"Argentina","ARG",1821,27110,2,7.37735153080044
"Argentina","ARG",1823,27950,1,3.5778175313059
"Argentina","ARG",1826,29500,1,3.38983050847458
"Argentina","ARG",1828,30750,2,6.50406504065041
"Argentina","ARG",1830,32180,1,3.10752019888129
"Argentina","ARG",1831,32970,1,3.03306035790112
"Argentina","ARG",1833,34600,3,8.67052023121387
"Argentina","ARG",1834,35440,2,5.64334085778781
"Argentina","ARG",1837,38100,2,5.249343832021
"Argentina","ARG",1838,39020,1,2.56278831368529
"Argentina","ARG",1839,39980,1,2.50125062531266
"Argentina","ARG",1840,40950,2,4.88400488400488
"Argentina","ARG",1843,44020,1,2.27169468423444
"Argentina","ARG",1844,45100,2,4.43458980044346
"Argentina","ARG",1846,47340,1,2.11237853823405
"Argentina","ARG",1847,48500,2,4.12371134020619
"Argentina","ARG",1848,49700,2,4.02414486921529
"Argentina","ARG",1849,50920,5,9.81932443047918
"Argentina","ARG",1850,52170,1,1.91681042744873
"Argentina","ARG",1851,53460,1,1.87055742611298
"Argentina","ARG",1852,54780,5,9.12741876597298
"Argentina","ARG",1853,56130,1,1.78157847853198
"Argentina","ARG",1854,57520,4,6.95410292072323
"Argentina","ARG",1855,58940,2,3.39328130302002
"Argentina","ARG",1856,60400,4,6.62251655629139
"Argentina","ARG",1857,61890,5,8.07884957182097
"Argentina","ARG",1859,65000,1,1.53846153846154
"Argentina","ARG",1860,66610,2,3.00255216934394
"Argentina","ARG",1861,68300,5,7.32064421669107
"Argentina","ARG",1862,70050,7,9.99286224125625
"Argentina","ARG",1863,71880,2,2.78241513633834
"Argentina","ARG",1864,73790,1,1.35519718118986
"Argentina","ARG",1865,75780,4,5.27843758247559
"Argentina","ARG",1866,77850,2,2.56904303147078
"Argentina","ARG",1867,80000,2,2.5
"Argentina","ARG",1868,82250,2,2.43161094224924
"Argentina","ARG",1869,84590,2,2.36434566733656
"Argentina","ARG",1870,86200,7,8.12064965197216
"Argentina","ARG",1871,87740,1,1.13973102347846
"Argentina","ARG",1872,96600,5,5.175983436853
"Argentina","ARG",1873,99000,2,2.02020202020202
"Argentina","ARG",1874,101900,2,1.96270853778214
"Argentina","ARG",1875,105000,2,1.9047619047619
"Argentina","ARG",1876,108200,3,2.77264325323475
"Argentina","ARG",1877,111200,3,2.69784172661871
"Argentina","ARG",1878,114600,2,1.74520069808028
"Argentina","ARG",1879,118300,4,3.38123415046492
"Argentina","ARG",1880,122000,8,6.55737704918033
"Argentina","ARG",1881,125500,4,3.18725099601594
"Argentina","ARG",1882,129500,5,3.86100386100386
"Argentina","ARG",1883,132000,5,3.78787878787879
"Argentina","ARG",1884,134200,4,2.9806259314456
"Argentina","ARG",1885,136700,4,2.92611558156547
"Argentina","ARG",1886,139200,9,6.46551724137931
"Argentina","ARG",1887,141500,9,6.36042402826855
"Argentina","ARG",1888,145000,4,2.75862068965517
"Argentina","ARG",1889,148500,4,2.69360269360269
"Argentina","ARG",1890,152200,4,2.6281208935611
"Argentina","ARG",1891,155900,7,4.49005772931366
"Argentina","ARG",1892,159700,2,1.25234815278647
"Argentina","ARG",1893,165400,5,3.0229746070133
"Argentina","ARG",1894,171300,4,2.33508464681845
"Argentina","ARG",1895,177400,6,3.38218714768884
"Argentina","ARG",1896,183900,6,3.2626427406199
"Argentina","ARG",1897,190700,5,2.62191924488726
"Argentina","ARG",1898,197200,12,6.08519269776876
"Argentina","ARG",1899,204000,1,0.490196078431373
"Argentina","ARG",1900,211100,7,3.31596399810516
"Argentina","ARG",1901,218600,5,2.28728270814273
"Argentina","ARG",1902,225700,9,3.98759415152858
"Argentina","ARG",1903,231800,6,2.58843830888697
"Argentina","ARG",1904,238200,4,1.67926112510495
"Argentina","ARG",1905,244800,6,2.45098039215686
"Argentina","ARG",1906,251600,8,3.17965023847377
"Argentina","ARG",1907,257700,5,1.94024058983314
"Argentina","ARG",1908,263900,5,1.89465706707086
"Argentina","ARG",1909,270200,5,1.85048112509252
"Argentina","ARG",1910,276600,11,3.97686189443239
"Argentina","ARG",1911,282800,7,2.47524752475248
"Argentina","ARG",1912,289300,7,2.41963359834082
"Argentina","ARG",1913,296200,7,2.36326806212019
"Argentina","ARG",1914,301800,7,2.3194168323393
"Argentina","ARG",1915,305500,14,4.58265139116203
"Argentina","ARG",1916,308000,5,1.62337662337662
"Argentina","ARG",1917,309900,8,2.58147789609551
"Argentina","ARG",1918,311500,11,3.53130016051364
"Argentina","ARG",1919,313600,15,4.78316326530612
"Argentina","ARG",1920,316500,10,3.15955766192733
"Argentina","ARG",1921,320700,9,2.80636108512629
"Argentina","ARG",1922,326500,12,3.67534456355283
"Argentina","ARG",1923,333300,11,3.3003300330033
"Argentina","ARG",1924,340100,15,4.41046750955601
"Argentina","ARG",1925,346200,11,3.17735413056037
"Argentina","ARG",1926,351500,13,3.69843527738265
"Argentina","ARG",1927,356800,13,3.64349775784753
"Argentina","ARG",1928,359100,11,3.06321358952938
"Argentina","ARG",1929,360900,17,4.71044610695484
"Argentina","ARG",1930,365000,17,4.65753424657534
"Argentina","ARG",1931,369100,14,3.79301002438364
"Argentina","ARG",1932,373200,10,2.67952840300107
"Argentina","ARG",1933,377400,12,3.17965023847377
"Argentina","ARG",1934,381500,12,3.14547837483617
"Argentina","ARG",1935,385600,15,3.89004149377593
"Argentina","ARG",1936,389700,7,1.79625352835515
"Argentina","ARG",1937,393900,9,2.28484386900228
"Argentina","ARG",1938,398000,8,2.01005025125628
"Argentina","ARG",1939,402100,18,4.4764983834867
"Argentina","ARG",1940,406300,20,4.9224710804824
"Argentina","ARG",1941,410400,16,3.89863547758285
"Argentina","ARG",1942,414500,19,4.583835946924
"Argentina","ARG",1943,418600,14,3.34448160535117
"Argentina","ARG",1944,422800,22,5.20340586565752
"Argentina","ARG",1945,426900,16,3.747950339658
"Argentina","ARG",1946,431000,11,2.55220417633411
"Argentina","ARG",1947,435200,11,2.52757352941176
"Argentina","ARG",1948,439300,14,3.18688823127703
"Argentina","ARG",1949,443400,19,4.2850699142986
"Argentina","ARG",1950,447500,14,3.12849162011173
"Argentina","ARG",1951,450200,20,4.44247001332741
"Argentina","ARG",1952,455300,11,2.41598945750055
"Argentina","ARG",1953,460200,15,3.25945241199478
"Argentina","ARG",1954,464900,12,2.58120025812003
"Argentina","ARG",1955,469300,14,2.98316641806947
"Argentina","ARG",1956,473600,15,3.16722972972973
"Argentina","ARG",1957,477600,17,3.55946398659967
"Argentina","ARG",1958,481400,10,2.0772746157042
"Argentina","ARG",1959,485000,17,3.50515463917526
"Argentina","ARG",1960,488300,10,2.04792135981978
"Argentina","ARG",1961,491400,19,3.86650386650387
"Argentina","ARG",1962,494500,8,1.61779575328615
"Argentina","ARG",1963,497700,12,2.41109101868596
"Argentina","ARG",1964,501300,14,2.79273887891482
"Argentina","ARG",1965,505600,9,1.78006329113924
"Argentina","ARG",1966,510900,10,1.95733020160501
"Argentina","ARG",1967,517400,10,1.93274062620796
"Argentina","ARG",1968,525300,9,1.71330668189606
"Argentina","ARG",1969,535000,7,1.30841121495327
"Argentina","ARG",1970,547100,9,1.64503747029793
"Argentina","ARG",1971,562500,5,0.888888888888889
"Argentina","ARG",1972,581100,6,1.03252452245741
"Argentina","ARG",1973,602000,4,0.664451827242525
"Argentina","ARG",1974,624300,7,1.12125580650328
"Argentina","ARG",1975,646100,2,0.309549605324253
"Argentina","ARG",1976,664900,4,0.601594224695443
"Argentina","ARG",1977,679400,2,0.294377391816309
"Argentina","ARG",1978,688500,6,0.871459694989107
"Argentina","ARG",1979,692500,3,0.433212996389892
"Argentina","ARG",1981,689000,1,0.145137880986938
"Argentina","ARG",1982,685500,2,0.291757840991977
"Argentina","ARG",1984,683600,1,0.146284376828555
"Argentina","ARG",1987,697200,4,0.57372346528973
"Argentina","ARG",1993,719000,1,0.139082058414465
"Armenia","ARM",1846,28420,1,3.51864883884588
"Armenia","ARM",1848,28950,1,3.45423143350604
"Armenia","ARM",1849,29210,1,3.42348510783978
"Armenia","ARM",1864,33660,1,2.9708853238265
"Armenia","ARM",1870,35630,1,2.80662363177098
"Armenia","ARM",1871,35950,1,2.78164116828929
"Armenia","ARM",1881,39520,1,2.53036437246964
"Armenia","ARM",1882,39880,1,2.50752256770311
"Armenia","ARM",1884,40640,1,2.46062992125984
"Armenia","ARM",1886,41390,1,2.41604252234839
"Armenia","ARM",1895,45050,1,2.21975582685905
"Armenia","ARM",1896,45410,1,2.20215811495265
"Armenia","ARM",1899,46500,1,2.1505376344086
"Armenia","ARM",1902,47610,1,2.10039907582441
"Armenia","ARM",1903,47990,1,2.08376745155241
"Armenia","ARM",1905,48750,1,2.05128205128205
"Armenia","ARM",1906,49140,1,2.03500203500204
"Armenia","ARM",1907,49520,2,4.03877221324717
"Armenia","ARM",1908,49910,2,4.00721298337007
"Armenia","ARM",1909,50300,2,3.97614314115308
"Armenia","ARM",1910,50700,1,1.9723865877712
"Armenia","ARM",1911,51100,1,1.95694716242661
"Armenia","ARM",1912,51510,1,1.941370607649
"Armenia","ARM",1917,53580,2,3.73273609555804
"Armenia","ARM",1918,54010,1,1.85150897981855
"Armenia","ARM",1920,54870,1,1.82248952068526
"Armenia","ARM",1922,55750,2,3.58744394618834
"Armenia","ARM",1924,56640,1,1.76553672316384
"Armenia","ARM",1926,56580,1,1.76740897843761
"Armenia","ARM",1927,56060,1,1.78380306814128
"Armenia","ARM",1928,55460,3,5.40930400288496
"Armenia","ARM",1929,54910,4,7.2846476051721
"Armenia","ARM",1930,54370,3,5.51774875850653
"Armenia","ARM",1931,53830,2,3.71540033438603
"Armenia","ARM",1932,53290,2,3.75304935259899
"Armenia","ARM",1933,52750,1,1.8957345971564
"Armenia","ARM",1936,51130,5,9.77899471934285
"Armenia","ARM",1937,50590,2,3.95335046451868
"Armenia","ARM",1939,49510,2,4.03958796202787
"Armenia","ARM",1942,47890,1,2.08811860513677
"Armenia","ARM",1944,46810,1,2.1362956633198
"Armenia","ARM",1945,46270,3,6.48368273179166
"Armenia","ARM",1946,45730,2,4.37349661054013
"Armenia","ARM",1947,45190,4,8.85151582208453
"Armenia","ARM",1948,44650,1,2.23964165733483
"Armenia","ARM",1949,44110,4,9.06823849467241
"Armenia","ARM",1950,43570,5,11.4757860913473
"Armenia","ARM",1951,44970,1,2.2237046920169
"Armenia","ARM",1952,47800,2,4.18410041841004
"Armenia","ARM",1953,50660,1,1.9739439399921
"Armenia","ARM",1955,56470,2,3.54170355941208
"Armenia","ARM",1956,59370,1,1.68435236651508
"Armenia","ARM",1957,62190,4,6.43190223508603
"Armenia","ARM",1958,64840,1,1.54225786551511
"Armenia","ARM",1959,67130,1,1.48964695367198
"Armenia","ARM",1961,69810,2,2.86491906603638
"Armenia","ARM",1962,69860,3,4.29430289149728
"Armenia","ARM",1963,68970,2,2.8998115122517
"Armenia","ARM",1964,67270,2,2.97309350379069
"Armenia","ARM",1965,65030,2,3.07550361371675
"Armenia","ARM",1966,62640,3,4.78927203065134
"Armenia","ARM",1971,58260,1,1.7164435290079
"Armenia","ARM",1972,59100,1,1.69204737732657
"Armenia","ARM",1975,62260,1,1.6061676839062
"Armenia","ARM",1976,63440,1,1.57629255989912
"Armenia","ARM",1977,64740,1,1.54464009885697
"Armenia","ARM",1981,71340,2,2.80347631062518
"Armenia","ARM",1990,74400,1,1.34408602150538
"Australia","AUS",1800,15780,2,12.6742712294043
"Australia","AUS",1812,14790,1,6.76132521974307
"Australia","AUS",1820,14170,1,7.05716302046577
"Australia","AUS",1824,14020,1,7.13266761768902
"Australia","AUS",1827,13970,2,14.3163922691482
"Australia","AUS",1830,14080,1,7.10227272727273
"Australia","AUS",1833,14540,1,6.87757909215956
"Australia","AUS",1834,14730,2,13.5777325186694
"Australia","AUS",1837,15380,1,6.50195058517555
"Australia","AUS",1838,15660,1,6.38569604086845
"Australia","AUS",1840,16410,2,12.187690432663
"Australia","AUS",1841,16810,2,11.8976799524093
"Australia","AUS",1842,17370,2,11.5141047783535
"Australia","AUS",1844,18870,2,10.5988341282459
"Australia","AUS",1845,19830,1,5.04286434694907
"Australia","AUS",1848,23390,1,4.27533133817871
"Australia","AUS",1850,27400,5,18.2481751824818
"Australia","AUS",1851,29420,1,3.39904826648538
"Australia","AUS",1852,29180,3,10.2810143934202
"Australia","AUS",1853,32900,3,9.11854103343465
"Australia","AUS",1854,33620,1,2.97441998810232
"Australia","AUS",1855,38800,6,15.4639175257732
"Australia","AUS",1856,39880,9,22.567703109328
"Australia","AUS",1857,45560,2,4.38981562774363
"Australia","AUS",1858,48610,6,12.3431392717548
"Australia","AUS",1859,51430,6,11.6663426015944
"Australia","AUS",1860,53510,5,9.34404784152495
"Australia","AUS",1861,55290,4,7.23458129860734
"Australia","AUS",1862,58840,3,5.09857239972808
"Australia","AUS",1863,58770,6,10.2092904543134
"Australia","AUS",1864,62560,6,9.59079283887468
"Australia","AUS",1865,63370,7,11.0462363894587
"Australia","AUS",1866,61700,5,8.10372771474878
"Australia","AUS",1867,64430,6,9.31243209684929
"Australia","AUS",1868,66340,4,6.02954476936991
"Australia","AUS",1869,65030,3,4.61325542057512
"Australia","AUS",1870,66730,3,4.49572905739547
"Australia","AUS",1871,67230,8,11.8994496504537
"Australia","AUS",1872,67410,8,11.8676754190773
"Australia","AUS",1873,69570,6,8.6244070720138
"Australia","AUS",1874,70300,4,5.68990042674253
"Australia","AUS",1875,70470,5,7.09521782318717
"Australia","AUS",1876,72440,4,5.52181115405853
"Australia","AUS",1877,72040,5,6.94058856191005
"Australia","AUS",1878,74920,7,9.34329951948745
"Australia","AUS",1879,78010,5,6.40943468786053
"Australia","AUS",1880,79530,7,8.80171004652332
"Australia","AUS",1881,81920,9,10.986328125
"Australia","AUS",1882,82820,4,4.82975126780971
"Australia","AUS",1883,86410,13,15.0445550283532
"Australia","AUS",1884,91240,9,9.86409469530908
"Australia","AUS",1885,94620,12,12.6823081800888
"Australia","AUS",1886,96950,7,7.22021660649819
"Australia","AUS",1887,100800,8,7.93650793650794
"Australia","AUS",1888,103700,11,10.6075216972035
"Australia","AUS",1889,104300,9,8.62895493767977
"Australia","AUS",1890,108100,6,5.55041628122109
"Australia","AUS",1891,109300,8,7.31930466605672
"Australia","AUS",1892,109400,10,9.14076782449726
"Australia","AUS",1893,108900,12,11.0192837465565
"Australia","AUS",1894,104300,6,5.75263662511985
"Australia","AUS",1895,105000,11,10.4761904761905
"Australia","AUS",1896,99860,7,7.00981373923493
"Australia","AUS",1897,100800,5,4.96031746031746
"Australia","AUS",1898,98800,12,12.1457489878543
"Australia","AUS",1899,100700,9,8.93743793445879
"Australia","AUS",1900,102200,16,15.6555772994129
"Australia","AUS",1901,103300,9,8.71248789932236
"Australia","AUS",1902,102800,8,7.78210116731517
"Australia","AUS",1903,98820,15,15.1791135397693
"Australia","AUS",1904,104600,4,3.82409177820268
"Australia","AUS",1905,105400,6,5.69259962049336
"Australia","AUS",1906,108700,9,8.27966881324747
"Australia","AUS",1907,110900,13,11.7222723174031
"Australia","AUS",1908,112100,11,9.81266726137377
"Australia","AUS",1909,114800,10,8.71080139372822
"Australia","AUS",1910,117700,13,11.0450297366185
"Australia","AUS",1911,122900,9,7.32302685109845
"Australia","AUS",1912,133500,13,9.73782771535581
"Australia","AUS",1913,135200,8,5.91715976331361
"Australia","AUS",1914,137100,9,6.56455142231948
"Australia","AUS",1915,134400,12,8.92857142857143
"Australia","AUS",1916,132100,16,12.112036336109
"Australia","AUS",1917,131100,17,12.9672006102212
"Australia","AUS",1918,126600,10,7.89889415481833
"Australia","AUS",1919,122300,10,8.17661488143908
"Australia","AUS",1920,136300,10,7.33675715333822
"Australia","AUS",1921,136800,15,10.9649122807018
"Australia","AUS",1922,138000,14,10.1449275362319
"Australia","AUS",1923,135200,7,5.17751479289941
"Australia","AUS",1924,135200,20,14.792899408284
"Australia","AUS",1925,136300,12,8.80410858400587
"Australia","AUS",1926,133600,9,6.73652694610778
"Australia","AUS",1927,133800,16,11.9581464872945
"Australia","AUS",1928,134300,10,7.44601638123604
"Australia","AUS",1929,129300,12,9.28074245939675
"Australia","AUS",1930,132100,26,19.6820590461771
"Australia","AUS",1931,134900,9,6.67160859896219
"Australia","AUS",1932,137700,16,11.6194625998548
"Australia","AUS",1933,140400,17,12.1082621082621
"Australia","AUS",1934,143200,10,6.98324022346369
"Australia","AUS",1935,146000,17,11.6438356164384
"Australia","AUS",1936,148800,15,10.0806451612903
"Australia","AUS",1937,151600,10,6.59630606860158
"Australia","AUS",1938,154400,15,9.71502590673575
"Australia","AUS",1939,157200,23,14.6310432569975
"Australia","AUS",1940,160000,20,12.5
"Australia","AUS",1941,162800,27,16.5847665847666
"Australia","AUS",1942,165600,22,13.2850241545894
"Australia","AUS",1943,168400,25,14.8456057007126
"Australia","AUS",1944,171200,20,11.6822429906542
"Australia","AUS",1945,174000,19,10.9195402298851
"Australia","AUS",1946,176800,21,11.8778280542986
"Australia","AUS",1947,179600,22,12.2494432071269
"Australia","AUS",1948,182400,17,9.32017543859649
"Australia","AUS",1949,185200,11,5.93952483801296
"Australia","AUS",1950,188000,25,13.2978723404255
"Australia","AUS",1951,191200,24,12.5523012552301
"Australia","AUS",1952,197500,19,9.62025316455696
"Australia","AUS",1953,203100,18,8.86262924667651
"Australia","AUS",1954,208200,18,8.64553314121038
"Australia","AUS",1955,212800,8,3.7593984962406
"Australia","AUS",1956,216700,14,6.46054453161052
"Australia","AUS",1957,220200,12,5.44959128065395
"Australia","AUS",1958,223100,12,5.37875392200807
"Australia","AUS",1959,225600,18,7.97872340425532
"Australia","AUS",1960,227800,13,5.70676031606672
"Australia","AUS",1961,229700,16,6.96560731388768
"Australia","AUS",1962,231400,17,7.34658599827139
"Australia","AUS",1963,233100,10,4.29000429000429
"Australia","AUS",1964,234800,9,3.83304940374787
"Australia","AUS",1965,236800,7,2.95608108108108
"Australia","AUS",1966,239400,6,2.5062656641604
"Australia","AUS",1967,242400,7,2.88778877887789
"Australia","AUS",1968,245800,9,3.66151342554923
"Australia","AUS",1969,249200,5,2.00642054574639
"Australia","AUS",1970,252000,5,1.98412698412698
"Australia","AUS",1971,253400,5,1.97316495659037
"Australia","AUS",1972,252900,3,1.18623962040332
"Australia","AUS",1973,250600,3,1.19712689545092
"Australia","AUS",1974,246500,8,3.24543610547667
"Australia","AUS",1975,241300,5,2.07210940737671
"Australia","AUS",1976,236000,7,2.96610169491525
"Australia","AUS",1977,231600,2,0.863557858376511
"Australia","AUS",1978,228600,5,2.18722659667542
"Australia","AUS",1979,227500,4,1.75824175824176
"Australia","AUS",1980,228200,4,1.75284837861525
"Australia","AUS",1981,230300,2,0.868432479374729
"Australia","AUS",1982,233100,1,0.429000429000429
"Australia","AUS",1984,239000,1,0.418410041841004
"Australia","AUS",1985,241700,3,1.24120810922631
"Australia","AUS",1987,247000,1,0.404858299595142
"Australia","AUS",1993,258200,1,0.387296669248644
"Austria","AUT",1800,115700,7,6.05012964563526
"Austria","AUT",1801,115900,3,2.58843830888697
"Austria","AUT",1802,116200,6,5.16351118760757
"Austria","AUT",1803,116500,6,5.15021459227468
"Austria","AUT",1804,116800,5,4.28082191780822
"Austria","AUT",1805,117100,2,1.70794192997438
"Austria","AUT",1806,117400,4,3.40715502555366
"Austria","AUT",1807,117700,10,8.49617672047579
"Austria","AUT",1808,118000,7,5.93220338983051
"Austria","AUT",1809,118300,3,2.53592561284869
"Austria","AUT",1810,118600,8,6.74536256323777
"Austria","AUT",1811,118900,4,3.36417157275021
"Austria","AUT",1812,119200,5,4.19463087248322
"Austria","AUT",1813,119600,3,2.50836120401338
"Austria","AUT",1814,119900,4,3.33611342785655
"Austria","AUT",1815,120300,5,4.15627597672485
"Austria","AUT",1816,120700,8,6.62800331400166
"Austria","AUT",1817,121100,5,4.12881915772089
"Austria","AUT",1818,121500,6,4.93827160493827
"Austria","AUT",1819,121900,11,9.02378999179655
"Austria","AUT",1820,122400,3,2.45098039215686
"Austria","AUT",1821,122800,6,4.88599348534202
"Austria","AUT",1822,123300,5,4.0551500405515
"Austria","AUT",1823,123800,5,4.03877221324717
"Austria","AUT",1824,124300,5,4.02252614641995
"Austria","AUT",1825,124800,7,5.60897435897436
"Austria","AUT",1826,125300,8,6.38467677573823
"Austria","AUT",1827,125900,4,3.17712470214456
"Austria","AUT",1828,126500,8,6.32411067193676
"Austria","AUT",1829,127100,3,2.360346184107
"Austria","AUT",1830,127700,5,3.91542678151919
"Austria","AUT",1831,128300,9,7.01480904130943
"Austria","AUT",1832,128900,10,7.75795190069822
"Austria","AUT",1833,129600,6,4.62962962962963
"Austria","AUT",1834,130300,8,6.13967766692249
