GEOID,decade,population,source
28123,1800,115.45708465576172,hyde
29061,1800,123.47862243652344,hyde
29059,1800,119.03189086914064,hyde
31077,1800,118.7891845703125,hyde
31039,1800,251.55628967285156,hyde
18047,1800,54.560523986816406,hyde
12003,1800,158.67660522460938,hyde
20187,1800,262.5880126953125,hyde
28109,1800,180.56658935546875,hyde
32009,1800,72.6292953491211,hyde
39035,1800,1372.823486328125,hyde
06099,1800,1583.0811767578125,hyde
12083,1800,1082.4652099609375,hyde
13221,1800,992.1783447265624,hyde
18069,1800,69.3076400756836,hyde
19013,1800,940.5371704101564,hyde
20123,1800,432.2862548828125,hyde
21187,1800,1942.2667236328125,hyde
22039,1800,864.82281494140625,hyde
39057,1800,534.2537841796875,hyde
36039,1800,7113.65771484375,hyde
39101,1800,444.2551574707031,hyde
46045,1800,104.46902465820313,hyde
47101,1800,417.6202392578125,hyde
46129,1800,85.520904541015625,hyde
49035,1800,965.4901733398436,hyde
54035,1800,1541.7972412109375,hyde
48007,1800,107.12500762939452,hyde
48499,1800,735.9071655273436,hyde
19095,1800,291.5379333496094,hyde
37083,1800,5994.7998046875,hyde
28077,1800,73.700836181640625,hyde
13209,1800,464.2208251953125,hyde
13319,1800,842.68994140625,hyde
31043,1800,171.71986389160156,hyde
42047,1800,4156.283203125,hyde
08077,1800,1103.3323974609375,hyde
16055,1800,508.7645568847656,hyde
19145,1800,263.8700256347656,hyde
27167,1800,26.30129051208496,hyde
36119,1800,16274.7353515625,hyde
47011,1800,1206.59326171875,hyde
48295,1800,286.7767639160156,hyde
12079,1800,287.0846862792969,hyde
13159,1800,665.5294189453125,hyde
17029,1800,196.78292846679688,hyde
17147,1800,141.55850219726565,hyde
20105,1800,420.58111572265625,hyde
26165,1800,40.613502502441406,hyde
27057,1800,38.650665283203125,hyde
28131,1800,63.80548858642578,hyde
31115,1800,38.74405670166016,hyde
26125,1800,239.71279907226565,hyde
47175,1800,355.37384033203125,hyde
48327,1800,187.39547729492188,hyde
48361,1800,584.92333984375,hyde
54011,1800,1892.080322265625,hyde
48317,1800,197.16671752929688,hyde
48003,1800,203.21121215820313,hyde
19023,1800,371.94970703125,hyde
47121,1800,518.357177734375,hyde
19027,1800,342.68841552734375,hyde
21181,1800,851.2640380859375,hyde
21123,1800,1065.1182861328125,hyde
39173,1800,503.1873474121094,hyde
31013,1800,219.59718322753903,hyde
31127,1800,148.0581817626953,hyde
18029,1800,194.33465576171875,hyde
48111,1800,213.53253173828125,hyde
42131,1800,4663.29443359375,hyde
29221,1800,167.79119873046875,hyde
19151,1800,286.455810546875,hyde
27161,1800,29.165935516357425,hyde
47107,1800,1126.6414794921875,hyde
21055,1800,1212.8172607421875,hyde
19135,1800,172.8145294189453,hyde
47049,1800,717.2347412109375,hyde
19141,1800,308.0078430175781,hyde
38065,1800,15.96993350982666,hyde
16071,1800,129.49539184570313,hyde
16075,1800,164.935791015625,hyde
22081,1800,804.303955078125,hyde
16083,1800,426.4910888671875,hyde
37079,1800,1583.464111328125,hyde
37101,1800,8683.802734375,hyde
19003,1800,143.613037109375,hyde
24023,1800,9776.685546875,hyde
46055,1800,111.43644714355467,hyde
28093,1800,120.07920837402344,hyde
21235,1800,2833.431640625,hyde
18007,1800,41.00923538208008,hyde
40053,1800,807.59307861328125,hyde
16009,1800,178.6779327392578,hyde
47129,1800,857.94354248046875,hyde
19099,1800,489.1309814453125,hyde
40081,1800,2213.49169921875,hyde
38013,1800,9.93129539489746,hyde
55015,1800,257.58441162109375,hyde
47007,1800,605.09881591796875,hyde
35043,1800,2661.175537109375,hyde
18085,1800,92.11029815673828,hyde
21049,1800,2336.021240234375,hyde
48069,1800,341.5811767578125,hyde
46135,1800,161.671630859375,hyde
46039,1800,109.13097381591795,hyde
48017,1800,210.7893524169922,hyde
46079,1800,113.3005599975586,hyde
42023,1800,1412.341552734375,hyde
02230,1800,24.72410011291504,hyde
26093,1800,86.9349365234375,hyde
42093,1800,1791.9036865234375,hyde
22111,1800,1032.12158203125,hyde
05011,1800,100.6275634765625,hyde
31085,1800,97.37159729003906,hyde
39023,1800,459.0379943847656,hyde
31123,1800,305.20648193359375,hyde
38031,1800,18.091611862182617,hyde
31139,1800,240.92088317871097,hyde
35029,1800,883.4188232421875,hyde
35021,1800,230.1138153076172,hyde
39065,1800,396.5443420410156,hyde
42105,1800,5639.42529296875,hyde
01123,1800,104.32422637939452,hyde
35005,1800,1597.145263671875,hyde
29145,1800,300.829345703125,hyde
39079,1800,323.1455078125,hyde
27097,1800,67.52938079833984,hyde
29149,1800,110.36676025390624,hyde
51179,1800,9464.2841796875,hyde
51181,1800,2279.33544921875,hyde
38073,1800,22.039281845092773,hyde
51183,1800,3797.28125,hyde
48179,1800,331.4273376464844,hyde
48189,1800,543.052490234375,hyde
42025,1800,4434.63720703125,hyde
46033,1800,139.91567993164065,hyde
46057,1800,102.74077606201172,hyde
45031,1800,5789.72998046875,hyde
42045,1800,6584.19287109375,hyde
27069,1800,23.480789184570313,hyde
29027,1800,224.00973510742188,hyde
17063,1800,186.99505615234375,hyde
44003,1800,12498.337890625,hyde
27079,1800,43.1959342956543,hyde
56007,1800,267.601318359375,hyde
56003,1800,316.6994934082031,hyde
56005,1800,383.9371643066406,hyde
47161,1800,780.5018310546875,hyde
51029,1800,8120.794921875,hyde
48035,1800,732.12762451171875,hyde
56031,1800,247.49855041503903,hyde
45061,1800,2938.535888671875,hyde
45063,1800,16426.9921875,hyde
48047,1800,110.72607421875,hyde
55033,1800,321.5591735839844,hyde
45079,1800,19048.435546875,hyde
27099,1800,54.44319152832031,hyde
51043,1800,3151.952392578125,hyde
55133,1800,731.28564453125,hyde
49055,1800,97.65709686279295,hyde
51097,1800,2559.333740234375,hyde
27133,1800,35.236854553222656,hyde
41031,1800,147.9443359375,hyde
51109,1800,8912.103515625,hyde
29043,1800,194.4143524169922,hyde
27147,1800,28.005786895751953,hyde
29131,1800,186.0107421875,hyde
29053,1800,122.99877166748048,hyde
29055,1800,159.65087890625,hyde
20029,1800,801.330810546875,hyde
18021,1800,43.7137565612793,hyde
47001,1800,1060.55029296875,hyde
20057,1800,1017.7573852539064,hyde
13129,1800,1280.7835693359375,hyde
18095,1800,91.15380859375,hyde
41037,1800,167.0800323486328,hyde
42063,1800,7989.09326171875,hyde
47023,1800,523.56829833984375,hyde
26005,1800,91.54369354248048,hyde
21091,1800,880.19781494140625,hyde
19033,1800,433.82080078125,hyde
37147,1800,5315.7646484375,hyde
19037,1800,327.70086669921875,hyde
37159,1800,6362.99951171875,hyde
37167,1800,5227.4921875,hyde
20073,1800,749.8101806640625,hyde
48075,1800,283.0892333984375,hyde
48133,1800,548.0059814453125,hyde
48107,1800,263.4791564941406,hyde
19063,1800,276.86328125,hyde
21109,1800,1446.7923583984375,hyde
37069,1800,4941.60546875,hyde
19081,1800,306.14019775390625,hyde
21121,1800,2375.510986328125,hyde
20111,1800,1229.17919921875,hyde
48121,1800,2190.1962890625,hyde
47159,1800,944.86083984375,hyde
19195,1800,264.7719421386719,hyde
20205,1800,558.2073974609375,hyde
21141,1800,2058.327880859375,hyde
21143,1800,1036.3968505859375,hyde
48127,1800,306.7686462402344,hyde
49031,1800,65.57984924316406,hyde
27063,1800,54.7786979675293,hyde
27067,1800,64.24890899658203,hyde
49039,1800,299.9383544921875,hyde
46037,1800,139.54588317871094,hyde
27039,1800,30.37458038330078,hyde
26127,1800,38.165809631347656,hyde
21213,1800,1003.35498046875,hyde
26149,1800,52.64596939086914,hyde
37165,1800,2509.753662109375,hyde
17047,1800,40.993927001953125,hyde
17061,1800,96.7607650756836,hyde
48365,1800,697.0780029296875,hyde
21237,1800,1037.1219482421875,hyde
21011,1800,1301.6640625,hyde
21019,1800,1633.8917236328125,hyde
40073,1800,1273.0439453125,hyde
46013,1800,274.3252868652344,hyde
25019,1800,1094.85400390625,hyde
46011,1800,187.3064422607422,hyde
21035,1800,1806.3250732421875,hyde
45009,1800,2198.595703125,hyde
55053,1800,255.78184509277344,hyde
55113,1800,320.3779296875,hyde
55129,1800,318.8516845703125,hyde
56013,1800,649.81878662109375,hyde
27125,1800,15.3898344039917,hyde
38093,1800,62.53116989135742,hyde
12041,1800,205.19837951660156,hyde
28007,1800,97.49219512939452,hyde
42039,1800,9011.2177734375,hyde
46121,1800,164.66131591796875,hyde
29199,1800,86.08049774169922,hyde
49003,1800,547.124267578125,hyde
48057,1800,252.4205322265625,hyde
31069,1800,184.73764038085935,hyde
38035,1800,54.11962127685547,hyde
31023,1800,291.23614501953125,hyde
37059,1800,3110.861572265625,hyde
05063,1800,270.9502258300781,hyde
38067,1800,28.184917449951172,hyde
05067,1800,128.58737182617188,hyde
05069,1800,304.916748046875,hyde
37081,1800,15784.2236328125,hyde
51600,1800,664.56695556640625,hyde
51620,1800,179.1060791015625,hyde
51660,1800,1199.8865966796875,hyde
51690,1800,514.79010009765625,hyde
51730,1800,1003.5320434570313,hyde
20173,1800,5831.5517578125,hyde
51790,1800,721.736572265625,hyde
01051,1800,169.23516845703125,hyde
12027,1800,164.65113830566406,hyde
06069,1800,350.3671569824219,hyde
18087,1800,59.26177215576172,hyde
37089,1800,5833.6083984375,hyde
01037,1800,74.20631408691406,hyde
37161,1800,6910.5068359375,hyde
20099,1800,867.969970703125,hyde
51007,1800,4760.08349609375,hyde
37177,1800,754.9556884765625,hyde
39103,1800,601.70416259765625,hyde
18151,1800,48.58054733276367,hyde
19061,1800,468.6487121582031,hyde
01017,1800,150.74734497070313,hyde
39109,1800,462.4043884277344,hyde
08069,1800,1223.542724609375,hyde
01031,1800,105.550048828125,hyde
39113,1800,914.33319091796875,hyde
01045,1800,104.45760345458984,hyde
17121,1800,105.25070190429688,hyde
39117,1800,310.82501220703125,hyde
19089,1800,241.08755493164065,hyde
39119,1800,741.9810791015625,hyde
08095,1800,142.94989013671875,hyde
39127,1800,328.10101318359375,hyde
12097,1800,460.6180419921875,hyde
19113,1800,1057.0203857421875,hyde
17175,1800,65.58233642578125,hyde
08115,1800,77.26399993896484,hyde
19129,1800,241.3810272216797,hyde
39141,1800,694.927734375,hyde
19161,1800,310.53302001953125,hyde
48399,1800,400.6142578125,hyde
39147,1800,386.50689697265625,hyde
48421,1800,240.28033447265625,hyde
17191,1800,90.04080963134766,hyde
19121,1800,293.0009765625,hyde
39155,1800,768.1513061523436,hyde
39159,1800,418.37249755859375,hyde
13147,1800,1128.9698486328125,hyde
13171,1800,568.34320068359375,hyde
39169,1800,655.0223388671875,hyde
39033,1800,272.38812255859375,hyde
48483,1800,299.9816589355469,hyde
39073,1800,294.3331298828125,hyde
39017,1800,831.8486328125,hyde
39027,1800,323.5398254394531,hyde
13251,1800,889.716552734375,hyde
13117,1800,2120.389892578125,hyde
39041,1800,737.2461547851564,hyde
13113,1800,1241.693115234375,hyde
13177,1800,864.28094482421875,hyde
40057,1800,504.6932067871094,hyde
20077,1800,499.5760192871094,hyde
13005,1800,404.9293212890625,hyde
40097,1800,1775.072265625,hyde
18163,1800,112.4376449584961,hyde
48219,1800,435.6988525390625,hyde
40105,1800,842.35015869140625,hyde
27143,1800,50.444278717041016,hyde
05147,1800,78.06053161621094,hyde
39067,1800,249.9804229736328,hyde
36021,1800,9315.9375,hyde
31005,1800,36.751502990722656,hyde
28147,1800,76.50482940673828,hyde
29039,1800,96.12517547607422,hyde
37119,1800,15461.1884765625,hyde
37011,1800,1798.791015625,hyde
34031,1800,7361.44140625,hyde
41055,1800,58.547882080078125,hyde
13063,1800,1379.564453125,hyde
55111,1800,514.93023681640625,hyde
22105,1800,1649.0682373046875,hyde
22123,1800,466.7364196777344,hyde
19171,1800,332.6532287597656,hyde
18011,1800,59.86211013793945,hyde
18107,1800,63.917259216308594,hyde
38047,1800,16.593265533447266,hyde
20095,1800,630.95428466796875,hyde
51770,1800,4084.059814453125,hyde
17141,1800,274.17071533203125,hyde
55115,1800,376.8871765136719,hyde
20089,1800,540.6590576171875,hyde
46029,1800,177.59461975097656,hyde
27119,1800,67.04649353027344,hyde
20195,1800,290.18475341796875,hyde
22007,1800,586.37451171875,hyde
22021,1800,477.666259765625,hyde
54069,1800,743.85626220703125,hyde
01091,1800,105.1038589477539,hyde
54051,1800,1400.4761962890625,hyde
54043,1800,1305.3394775390625,hyde
24001,1800,9127.8525390625,hyde
54061,1800,3034.658935546875,hyde
28079,1800,124.84842681884766,hyde
29063,1800,100.42250061035156,hyde
30019,1800,123.10479736328124,hyde
51021,1800,3851.96484375,hyde
54033,1800,1988.256591796875,hyde
54027,1800,2484.9658203125,hyde
05049,1800,129.3303680419922,hyde
29037,1800,410.7322998046875,hyde
27169,1800,88.45299530029297,hyde
36049,1800,6006.3193359375,hyde
05129,1800,112.61424255371094,hyde
55103,1800,269.01824951171875,hyde
13261,1800,1025.438232421875,hyde
37073,1800,1697.951171875,hyde
51199,1800,2231.219482421875,hyde
29067,1800,136.24266052246094,hyde
08015,1800,290.8274230957031,hyde
48301,1800,43.85074996948242,hyde
51800,1800,5997.21630859375,hyde
29065,1800,124.1147918701172,hyde
08025,1800,149.0896453857422,hyde
48329,1800,687.0198974609375,hyde
29123,1800,87.221771240234375,hyde
48353,1800,348.586181640625,hyde
22077,1800,851.28753662109375,hyde
08047,1800,78.25611114501953,hyde
08061,1800,93.6817626953125,hyde
22083,1800,610.08551025390625,hyde
48319,1800,245.4092559814453,hyde
48227,1800,437.6579895019531,hyde
48257,1800,1200.9775390625,hyde
37113,1800,3758.233642578125,hyde
37043,1800,1296.4306640625,hyde
40027,1800,3988.66015625,hyde
40049,1800,1792.977294921875,hyde
05071,1800,195.5159912109375,hyde
48449,1800,392.860595703125,hyde
40087,1800,2319.578857421875,hyde
48343,1800,210.1912078857422,hyde
31071,1800,48.77988052368164,hyde
22097,1800,1540.799560546875,hyde
48231,1800,1242.3616943359375,hyde
47103,1800,948.4805908203124,hyde
40143,1800,6771.458984375,hyde
40019,1800,2086.668701171875,hyde
36035,1800,5287.12158203125,hyde
40091,1800,1639.5069580078125,hyde
40147,1800,1278.4158935546875,hyde
51079,1800,2664.138671875,hyde
48021,1800,1033.05615234375,hyde
48027,1800,1686.4283447265625,hyde
53031,1800,6.597952365875244,hyde
13027,1800,653.4775390625,hyde
13277,1800,604.2215576171875,hyde
13313,1800,1344.4017333984375,hyde
28067,1800,152.3701171875,hyde
54093,1800,787.6531982421875,hyde
48435,1800,236.6180877685547,hyde
31107,1800,392.2845764160156,hyde
51820,1800,538.297119140625,hyde
13173,1800,289.052490234375,hyde
12047,1800,294.7143249511719,hyde
39015,1800,459.2604064941406,hyde
15005,1800,17.91335105895996,hyde
47141,1800,1129.0594482421875,hyde
37127,1800,5512.51611328125,hyde
13155,1800,453.34661865234375,hyde
47051,1800,992.6202392578124,hyde
38027,1800,16.200727462768555,hyde
38007,1800,9.645112037658691,hyde
20145,1800,549.6043701171875,hyde
22093,1800,464.795166015625,hyde
26063,1800,39.10304260253906,hyde
37145,1800,3736.802490234375,hyde
17187,1800,127.00352478027344,hyde
51145,1800,6698.0166015625,hyde
34029,1800,12464.7265625,hyde
05113,1800,222.1158905029297,hyde
26007,1800,33.804771423339844,hyde
26011,1800,20.893104553222656,hyde
26099,1800,116.96260833740234,hyde
26147,1800,347.9735412597656,hyde
17079,1800,61.89573669433594,hyde
26047,1800,28.48545265197754,hyde
17007,1800,156.35043334960938,hyde
38019,1800,26.841938018798828,hyde
18179,1800,64.39925384521484,hyde
20085,1800,848.59014892578125,hyde
46101,1800,108.2772979736328,hyde
46031,1800,150.64492797851565,hyde
06057,1800,500.6063232421875,hyde
12127,1800,768.0562744140625,hyde
19091,1800,296.51092529296875,hyde
27085,1800,45.69448471069336,hyde
19065,1800,370.7693481445313,hyde
29089,1800,108.60372924804688,hyde
48025,1800,582.20819091796875,hyde
51720,1800,171.4324493408203,hyde
19165,1800,303.7989807128906,hyde
21001,1800,1610.27978515625,hyde
39085,1800,364.5764465332031,hyde
17127,1800,98.29036712646484,hyde
05015,1800,204.0836181640625,hyde
29049,1800,128.19549560546875,hyde
54019,1800,2766.24169921875,hyde
31065,1800,215.0288848876953,hyde
01083,1800,174.54891967773438,hyde
08003,1800,244.9431915283203,hyde
41009,1800,167.2957000732422,hyde
12095,1800,1328.96044921875,hyde
13205,1800,829.09881591796875,hyde
28005,1800,91.34334564208984,hyde
28061,1800,94.768218994140625,hyde
46049,1800,82.78252410888672,hyde
28035,1800,113.90996551513672,hyde
28039,1800,71.0445327758789,hyde
28047,1800,147.3762664794922,hyde
18135,1800,69.97394561767578,hyde
55137,1800,196.36495971679688,hyde
04023,1800,115.41663360595705,hyde
05031,1800,256.010986328125,hyde
17071,1800,91.26952362060548,hyde
31173,1800,230.69461059570313,hyde
46047,1800,147.36822509765625,hyde
54095,1800,752.7708740234375,hyde
13263,1800,584.2059326171875,hyde
39055,1800,473.6116638183594,hyde
18109,1800,69.22721099853516,hyde
22127,1800,935.5738525390624,hyde
18045,1800,53.639892578125,hyde
19147,1800,365.179931640625,hyde
26051,1800,34.52804183959961,hyde
47105,1800,1008.2119750976564,hyde
04009,1800,167.24472045898438,hyde
48425,1800,236.30274963378903,hyde
28065,1800,69.23689270019531,hyde
29081,1800,117.35259246826172,hyde
18119,1800,42.513797760009766,hyde
18161,1800,24.03154563903809,hyde
12005,1800,330.5371398925781,hyde
20011,1800,602.6732177734375,hyde
26019,1800,24.740121841430664,hyde
29005,1800,108.39788055419922,hyde
45091,1800,12414.1435546875,hyde
51073,1800,3353.360595703125,hyde
01047,1800,151.41165161132813,hyde
18125,1800,32.31708908081055,hyde
21239,1800,1840.64892578125,hyde
27141,1800,85.5212631225586,hyde
29007,1800,105.17159271240234,hyde
35028,1800,254.76646423339844,hyde
39011,1800,353.9546813964844,hyde
47179,1800,1309.2174072265625,hyde
51127,1800,2751.626708984375,hyde
05143,1800,536.3388671875,hyde
54097,1800,1111.5196533203125,hyde
48145,1800,737.18780517578125,hyde
27043,1800,45.550636291503906,hyde
13101,1800,281.7901306152344,hyde
17165,1800,76.71414947509766,hyde
18041,1800,28.729494094848633,hyde
12085,1800,271.12347412109375,hyde
18043,1800,66.56819915771484,hyde
21221,1800,1635.55029296875,hyde
27107,1800,25.64717483520508,hyde
31057,1800,133.30397033691406,hyde
56001,1800,258.3013610839844,hyde
13199,1800,1080.87841796875,hyde
37151,1800,8659.7763671875,hyde
19079,1800,371.6928405761719,hyde
20179,1800,397.6041870117187,hyde
26145,1800,75.67523956298828,hyde
29077,1800,359.872802734375,hyde
26117,1800,69.33380889892578,hyde
40055,1800,594.99810791015625,hyde
48171,1800,633.84716796875,hyde
54067,1800,1650.4468994140625,hyde
48283,1800,354.0667724609375,hyde
48217,1800,922.48809814453125,hyde
20143,1800,587.61614990234375,hyde
28111,1800,64.60417938232422,hyde
39031,1800,503.7619018554687,hyde
26123,1800,62.50409698486328,hyde
13179,1800,853.8876953125,hyde
26029,1800,26.701738357543945,hyde
36101,1800,11939.1015625,hyde
13055,1800,871.32244873046875,hyde
28087,1800,165.22357177734375,hyde
28151,1800,99.36664581298828,hyde
37157,1800,8532.3251953125,hyde
46027,1800,137.24905395507813,hyde
01055,1800,179.39938354492188,hyde
12117,1800,601.0904541015625,hyde
19103,1800,628.82373046875,hyde
21071,1800,2258.74658203125,hyde
26137,1800,32.44584655761719,hyde
29015,1800,169.7437744140625,hyde
26119,1800,23.376245498657227,hyde
48085,1800,2073.54443359375,hyde
48325,1800,819.00347900390625,hyde
47155,1800,1568.6953125,hyde
29186,1800,127.86524200439452,hyde
31011,1800,222.4501495361328,hyde
29207,1800,154.5128936767578,hyde
54001,1800,1338.9498291015625,hyde
53039,1800,27.315441131591797,hyde
53011,1800,44.164695739746094,hyde
55093,1800,317.7809143066406,hyde
45081,1800,4036.17138671875,hyde
55131,1800,402.5144958496094,hyde
48053,1800,903.03936767578125,hyde
27117,1800,37.23644256591797,hyde
17017,1800,62.9728889465332,hyde
13115,1800,2358.58544921875,hyde
48237,1800,407.3291931152344,hyde
19049,1800,593.451904296875,hyde
28073,1800,109.3611068725586,hyde
29175,1800,95.71257019042967,hyde
13137,1800,1277.0548095703125,hyde
17011,1800,263.5795593261719,hyde
26113,1800,30.633102416992188,hyde
13285,1800,1848.7760009765625,hyde
18177,1800,81.56889343261719,hyde
31147,1800,193.48114013671875,hyde
46102,1800,248.38604736328125,hyde
05111,1800,152.6420135498047,hyde
13231,1800,641.893310546875,hyde
18137,1800,39.54951477050781,hyde
37037,1800,7624.06982421875,hyde
27131,1800,40.934322357177734,hyde
28127,1800,105.76924896240234,hyde
29083,1800,117.76973724365234,hyde
40037,1800,3002.771484375,hyde
47005,1800,602.1776123046875,hyde
48019,1800,515.0145263671875,hyde
51113,1800,4267.4765625,hyde
54045,1800,1507.6707763671875,hyde
36009,1800,13159.75390625,hyde
47035,1800,1400.6563720703125,hyde
20133,1800,717.530517578125,hyde
29181,1800,106.1608657836914,hyde
24045,1800,8414.4306640625,hyde
17025,1800,66.53379821777344,hyde
29099,1800,397.83746337890625,hyde
29117,1800,95.03197479248048,hyde
29151,1800,144.38182067871094,hyde
21083,1800,2554.26171875,hyde
24015,1800,10927.220703125,hyde
47069,1800,1004.5377197265624,hyde
55087,1800,632.90704345703125,hyde
17169,1800,87.768768310546875,hyde
47037,1800,4863.9169921875,hyde
48375,1800,883.7100830078125,hyde
47015,1800,475.5464782714844,hyde
