spec,event_time,att,se,conf_low,conf_high
Any elite-school opening,-40,-15.570089719081732,11.180366160991948,-37.48360739462595,6.3434279564624845
Any elite-school opening,-30,-9.823722909738489,7.204620050399695,-23.94477820852189,4.297332389044913
Any elite-school opening,-20,0.21839453155209232,7.386615227631309,-14.259371314605273,14.69616037770946
Any elite-school opening,0,-4.263608604073543,6.2206390511345075,-16.456061144297177,7.928843936150091
Any elite-school opening,10,-2.2332076975629302,7.26787319087473,-16.4782391516774,12.011823756551541
Any elite-school opening,20,-3.2772278661253105,6.496546278779259,-16.01045857253266,9.456002840282038
Any elite-school opening,30,1.6301472942024862,6.367182633411148,-10.849530667283364,14.109825255688335
Any elite-school opening,40,4.028282597790407,5.598417833315451,-6.944616355507876,15.001181551088692
