outcome,event_time,treated_mean,control_mean,raw_diff,treated_obs,mean_control_n
STEM births (count),-50,5.285714285714286,0.8992191887714276,4.386495096942858,7,66.57142857142857
STEM births (count),-40,4.857142857142857,1.0773296355385908,3.779813221604266,7,66.14285714285714
STEM births (count),-30,5,1.2697994946595692,3.730200505340431,7,65.57142857142857
STEM births (count),-20,6.714285714285714,1.6236000353161524,5.090685678969562,7,65
STEM births (count),-10,13.714285714285714,2.0069307748502503,11.707354939435463,7,64.14285714285714
STEM births (count),0,23.285714285714285,2.4984976381145736,20.78721664759971,7,62.857142857142854
STEM births (count),10,43.42857142857143,2.8858856197565874,40.542685808814845,7,62
STEM births (count),20,40.42857142857143,3.404132326007326,37.0244391025641,7,61.42857142857143
STEM births (count),30,49.714285714285715,3.6667578725038403,46.04752784178187,7,60.857142857142854
STEM births (count),40,28.571428571428573,3.5410138248847924,25.03041474654378,7,60.42857142857143
STEM births (count),50,16,3.0690476190476192,12.93095238095238,7,60.142857142857146
Any STEM birth (pp),-50,28.571428571428573,31.37817406474123,-2.8067454933126577,7,66.57142857142857
Any STEM birth (pp),-40,28.571428571428573,35.07716164432583,-6.505733072897254,7,66.14285714285714
Any STEM birth (pp),-30,57.142857142857146,39.794403357836195,17.34845378502095,7,65.57142857142857
Any STEM birth (pp),-20,71.42857142857143,45.93616241726497,25.492409011306464,7,65
Any STEM birth (pp),-10,57.142857142857146,52.204322016413066,4.93853512644408,7,64.14285714285714
Any STEM birth (pp),0,71.42857142857143,55.59346677472008,15.835104653851353,7,62.857142857142854
Any STEM birth (pp),10,85.71428571428571,58.8018723740564,26.912413340229307,7,62
Any STEM birth (pp),20,85.71428571428571,63.23808022578514,22.476205488500568,7,61.42857142857143
Any STEM birth (pp),30,85.71428571428571,62.98963133640553,22.724654377880178,7,60.857142857142854
Any STEM birth (pp),40,71.42857142857143,65.50426833874745,5.9243030898239795,7,60.42857142857143
Any STEM birth (pp),50,71.42857142857143,64.59797033567526,6.830601092896174,7,60.142857142857146
"STEM births per 1,000 population",-50,0.04244818125907013,0.025166075842857443,0.017282105416212685,7,66.57142857142857
"STEM births per 1,000 population",-40,0.028053894447820017,0.023370728957310183,0.004683165490509834,7,66.14285714285714
"STEM births per 1,000 population",-30,0.059224406209527965,0.018990567098251254,0.04023383911127671,7,65.57142857142857
"STEM births per 1,000 population",-20,0.04274161029994473,0.0195460743544753,0.023195535945469428,7,65
"STEM births per 1,000 population",-10,0.04453690736624395,0.01902112902589472,0.02551577834034923,7,64.14285714285714
"STEM births per 1,000 population",0,0.05055940488353139,0.016907904942771796,0.0336514999407596,7,62.857142857142854
"STEM births per 1,000 population",10,0.07788372273684471,0.017483278240731908,0.0604004444961128,7,62
"STEM births per 1,000 population",20,0.05966295166004978,0.016795068636407076,0.0428678830236427,7,61.42857142857143
"STEM births per 1,000 population",30,0.0813680882285147,0.0146688925232517,0.066699195705263,7,60.857142857142854
"STEM births per 1,000 population",40,0.04998869075077022,0.013324360295280543,0.036664330455489676,7,60.42857142857143
"STEM births per 1,000 population",50,0.03240074459681319,0.011161913368985529,0.021238831227827663,7,60.142857142857146
"STEM births per 1,000 est. births",-50,0.08658157971461394,0.046116814913823564,0.04046476480079038,7,66.57142857142857
"STEM births per 1,000 est. births",-40,0.058600951214856194,0.043967116348557975,0.014633834866298219,7,66.14285714285714
"STEM births per 1,000 est. births",-30,0.11510298778117042,0.03872432736214479,0.07637866041902563,7,65.57142857142857
"STEM births per 1,000 est. births",-20,0.09684477698711139,0.043019024091768616,0.05382575289534277,7,65
"STEM births per 1,000 est. births",-10,0.12098286294362894,0.047102574005327615,0.07388028893830131,7,64.14285714285714
"STEM births per 1,000 est. births",0,0.15106268596402134,0.04732445880950458,0.10373822715451675,7,62.857142857142854
"STEM births per 1,000 est. births",10,0.26303678882351184,0.0535305017263312,0.20950628709718064,7,62
"STEM births per 1,000 est. births",20,0.22176794783971596,0.05554403463184252,0.16622391320787344,7,61.42857142857143
"STEM births per 1,000 est. births",30,0.28224585112824163,0.052069640029980595,0.23017621109826103,7,60.857142857142854
"STEM births per 1,000 est. births",40,0.17100717431429133,0.04766987739878214,0.12333729691550918,7,60.42857142857143
"STEM births per 1,000 est. births",50,0.12325823131720806,0.04123888307471089,0.08201934824249718,7,60.142857142857146
County population,-50,48395.58664376395,34376.78713785191,14018.799505912037,7,66.57142857142857
County population,-40,79162.80058942523,45907.46675400163,33255.3338354236,7,66.14285714285714
County population,-30,116757.18865094866,60478.990886193715,56278.19776475495,7,65.57142857142857
County population,-20,153388.73849051338,77537.60273854778,75851.1357519656,7,65
County population,-10,205383.7377232143,98668.90267947417,106714.83504374012,7,64.14285714285714
County population,0,273386.05691964284,122216.83288147472,151169.22403816812,7,62.857142857142854
County population,10,340545.7237723214,151316.70883396498,189229.01493835644,7,62
County population,20,428024.5390625,184952.2932234105,243072.2458390895,7,61.42857142857143
County population,30,518054.46930803574,225959.02530424992,292095.44400378584,7,60.857142857142854
County population,40,597635.8895089285,269861.336697547,327774.5528113815,7,60.42857142857143
County population,50,714244.2979910715,328827.19289230596,385417.1050987655,7,60.142857142857146
