outcome,sample,timing,control_spec,control_group,event_time,estimate,se,ci_low,ci_high
log1p_n_inventors,europe_city_only,standard_decade,population_level,notyettreated,50,0.5073331683630938,0.09094604616788389,0.3290789178740414,0.6855874188521462
log1p_n_inventors,europe_city_only,standard_decade,population_level,notyettreated,60,0.5014536417673393,0.12734519689819065,0.25185705584688567,0.751050227687793
log1p_n_inventors,europe_city_only,standard_decade,population_level,notyettreated,70,0.33145563391812277,0.1433220002915258,0.05054451334673221,0.6123667544895133
n_stem,europe_city_only,standard_decade,population_level,notyettreated,-70,-5.086341932800581,2.569722952541115,-10.122998919781166,-0.04968494581999572
n_stem,europe_city_only,standard_decade,population_level,notyettreated,-60,-3.9045949937591127,1.8465818725389005,-7.523895463935357,-0.28529452358286767
n_stem,europe_city_only,standard_decade,population_level,notyettreated,-50,-4.167332915070903,1.994565452617457,-8.076681202201119,-0.257984627940687
n_stem,europe_city_only,standard_decade,population_level,notyettreated,-40,-2.7983637595353232,1.4729348844375014,-5.685316133032826,0.08858861396217943
n_stem,europe_city_only,standard_decade,population_level,notyettreated,-30,-1.4767838640290754,0.891609920883647,-3.2243393089610235,0.2707715809028728
n_stem,europe_city_only,standard_decade,population_level,notyettreated,-20,-1.6390852682266874,0.8831217589985932,-3.37000391586393,0.09183337941055525
n_stem,europe_city_only,standard_decade,population_level,notyettreated,-10,0,NA,NA,NA
n_stem,europe_city_only,standard_decade,population_level,notyettreated,0,0.8192627949617407,0.5964409152990828,-0.34976139902446157,1.988286988947943
n_stem,europe_city_only,standard_decade,population_level,notyettreated,10,2.4735264282947296,1.1465467652831205,0.22629476833981332,4.720758088249646
n_stem,europe_city_only,standard_decade,population_level,notyettreated,20,2.8087762848093267,1.0557309115954516,0.7395436980822416,4.878008871536412
n_stem,europe_city_only,standard_decade,population_level,notyettreated,30,3.8654277957455037,1.4668662765657596,0.9903698936766148,6.7404856978143926
n_stem,europe_city_only,standard_decade,population_level,notyettreated,40,6.868530440012201,2.5420862540123137,1.8860413821480657,11.851019497876337
n_stem,europe_city_only,standard_decade,population_level,notyettreated,50,5.678736550660572,2.066893587655308,1.6276251188561686,9.729847982464975
n_stem,europe_city_only,standard_decade,population_level,notyettreated,60,6.31383065710567,2.3228801545259254,1.760985554234856,10.866675759976484
n_stem,europe_city_only,standard_decade,population_level,notyettreated,70,2.5745274693451496,1.6321506920195425,-0.6244878870131538,5.773542825703453
log1p_n_stem,europe_city_only,standard_decade,population_level,notyettreated,-70,-0.7250862889562245,0.14076005950489842,-1.0009760055858254,-0.44919657232662363
log1p_n_stem,europe_city_only,standard_decade,population_level,notyettreated,-60,-0.43997402361301785,0.10715084905507291,-0.6499896877609608,-0.22995835946507495
log1p_n_stem,europe_city_only,standard_decade,population_level,notyettreated,-50,-0.530166656207298,0.10856797035825157,-0.7429598781094711,-0.3173734343051249
log1p_n_stem,europe_city_only,standard_decade,population_level,notyettreated,-40,-0.19503172093573357,0.0855467741136145,-0.362703398198418,-0.027360043673049145
log1p_n_stem,europe_city_only,standard_decade,population_level,notyettreated,-30,-0.07445342529490587,0.1060469337015163,-0.2823054153498778,0.13339856476006606
log1p_n_stem,europe_city_only,standard_decade,population_level,notyettreated,-20,-0.07812153841333176,0.09099686463530098,-0.2564753930985217,0.10023231627185815
log1p_n_stem,europe_city_only,standard_decade,population_level,notyettreated,-10,0,NA,NA,NA
log1p_n_stem,europe_city_only,standard_decade,population_level,notyettreated,0,0.08486693037427574,0.08450856069317007,-0.0807698485843376,0.25050370933288907
log1p_n_stem,europe_city_only,standard_decade,population_level,notyettreated,10,0.19302314432720763,0.0843288843706881,0.027738530960658953,0.35830775769375633
log1p_n_stem,europe_city_only,standard_decade,population_level,notyettreated,20,0.19525951499800756,0.09046164071045186,0.017954699205521923,0.3725643307904932
log1p_n_stem,europe_city_only,standard_decade,population_level,notyettreated,30,0.29683896689212214,0.08917819924377357,0.12204969637432594,0.4716282374099183
log1p_n_stem,europe_city_only,standard_decade,population_level,notyettreated,40,0.37001817516483776,0.097355365477332,0.17920165882926703,0.5608346915004085
log1p_n_stem,europe_city_only,standard_decade,population_level,notyettreated,50,0.32854915754466885,0.09189221470527802,0.14844041672232394,0.5086578983670138
log1p_n_stem,europe_city_only,standard_decade,population_level,notyettreated,60,0.3978519321874329,0.1053157962972149,0.19143297144489174,0.604270892929974
log1p_n_stem,europe_city_only,standard_decade,population_level,notyettreated,70,0.2439413945592155,0.12736647699303708,-0.005696900347137157,0.4935796894655682
inventors_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,-70,-1.665256856716721,2.7124429032023825,-6.9816449469933906,3.6511312335599486
inventors_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,-60,-0.5933324804711522,2.211332518176676,-4.927544216097437,3.740879255155133
inventors_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,-50,-0.469869184988948,1.4830374334041583,-3.376622554461098,2.4368841844832025
inventors_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,-40,-0.36318376730322627,1.3778925054346987,-3.0638530779552355,2.3374855433487833
inventors_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,-30,1.5081075861612179,0.9890178350895579,-0.4303673706143156,3.4465825429367514
inventors_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,-20,-0.15656846537092897,0.9979371416511492,-2.1125252630071816,1.7993883322653235
inventors_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,-10,0,NA,NA,NA
inventors_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,0,-0.007881018194919555,0.6794317418267647,-1.3395672321753784,1.3238051957855392
inventors_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,10,-1.3028811868012344,0.7757908268306699,-2.8234312073893477,0.21766883378687862
inventors_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,20,-2.5501820052481756,1.1159054924192933,-4.73735677038999,-0.36300724010636065
inventors_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,30,-2.6234524255293614,1.1926937189182139,-4.961132114609061,-0.2857727364496623
inventors_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,40,-2.7507928512809987,1.298118791658873,-5.295105682932389,-0.20648001962960771
inventors_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,50,-2.8938255819648724,1.2588670091924252,-5.3612049199820255,-0.4264462439477188
inventors_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,60,-3.591975845651589,1.4592877096341705,-6.452179756534563,-0.7317719347686147
inventors_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,70,-3.9033334797439916,1.570805159943342,-6.982111593232942,-0.8245553662550416
stem_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,-70,-0.8961693909595762,0.8425482738605737,-2.5475640077263004,0.7552252258071482
stem_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,-60,-0.19914723675924528,0.7902739827786187,-1.7480842430053378,1.3497897694868473
stem_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,-50,-0.6456065007123424,0.6295728875484939,-1.8795693603073904,0.5883563588827057
stem_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,-40,0.42232218611973715,0.6684432079422234,-0.8878265014470207,1.7324708736864949
stem_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,-30,0.6979203128761953,0.649231999714188,-0.5745744065636131,1.9704150323160037
stem_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,-20,-0.08781638654867374,0.541275466656265,-1.1487163011949533,0.9730835280976057
stem_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,-10,0,NA,NA,NA
stem_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,0,0.27838950146734537,0.44806481697604794,-0.5998175398057086,1.1565965427403992
stem_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,10,-0.1479400586380712,0.4930201092999066,-1.1142594728658881,0.8183793555897456
stem_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,20,-0.7025063062366731,0.4892108707812023,-1.6613596129678294,0.25634700049448333
stem_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,30,-0.9173191691881796,0.42568323710810835,-1.7516583139200719,-0.08298002445628727
stem_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,40,-0.9926796658895699,0.459131814559592,-1.8925780224263702,-0.09278130935276963
stem_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,50,-1.2201446375491636,0.4174464727291742,-2.038339724098345,-0.4019495509999822
stem_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,60,-1.4768035394586776,0.44124760807899044,-2.341648851293499,-0.6119582276238563
stem_per_100k_pop,europe_city_only,alternative_decade,population_level,notyettreated,70,-1.5593317898955519,0.5790643312167095,-2.6942978790803025,-0.42436570071080126
n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,-70,-13.895108114688686,6.860903327199168,-27.342478635999054,-0.4477375933783172
n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,-60,-10.828624381265959,5.7047120243194085,-22.009859948932,0.3526111864000825
n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,-50,-9.890600687392833,5.004388158209528,-19.699201477483506,-0.0819998973021594
n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,-40,-7.533721318831526,4.211041672072713,-15.787362996094043,0.7199203584309899
n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,-30,-5.587388765936923,3.7419228310935706,-12.92155751488032,1.7467799830064754
n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,-20,-3.2881289920840797,2.641680973256376,-8.465823699666576,1.8895657154984167
n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,-10,0,NA,NA,NA
n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,0,3.694709433023279,1.59821207491951,0.5622137661810398,6.827205099865518
n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,10,5.134605898089038,1.8488472952811175,1.5108651993380482,8.758346596840028
n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,20,7.636675361510222,2.6933373783119374,2.357734100018825,12.915616623001618
n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,30,11.316971080161528,3.7894775987373563,3.8895949866363093,18.744347173686748
n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,40,16.936121179944966,5.3041604459094165,6.5399667059625095,27.33227565392742
n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,50,22.646267804117024,7.195923381918908,8.542257975555964,36.750277632678085
n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,60,18.10619759930671,4.200937301204795,9.872360488945313,26.34003470966811
n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,70,14.027191097230721,6.130678918964304,2.011060416060685,26.04332177840076
log1p_n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,-70,-0.7186853182619676,0.1447270647137492,-1.002350365100916,-0.4350202714230192
log1p_n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,-60,-0.5022743887353994,0.13938540328860446,-0.7754697791810642,-0.22907899828973466
log1p_n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,-50,-0.37435048485930184,0.08721347784751778,-0.5452889014404367,-0.203412068278167
log1p_n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,-40,-0.28592193735268084,0.0877083932162513,-0.4578303880565334,-0.1140134866488283
log1p_n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,-30,-0.10852540114546769,0.088327666902327,-0.2816476282740286,0.06459682598309324
log1p_n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,-20,-0.05170448292179923,0.08075866763466275,-0.2099914714857382,0.10658250564213974
log1p_n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,-10,0,NA,NA,NA
log1p_n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,0,0.13181503441493897,0.07686304309716219,-0.0188365300554989,0.28246659888537684
log1p_n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,10,0.19223436764533136,0.06653267455528675,0.06183032551696935,0.3226384097736934
log1p_n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,20,0.21584633608237594,0.08654905258659036,0.04621019301265883,0.38548247915209305
log1p_n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,30,0.34165683857855844,0.08584727088506898,0.17339618764382325,0.5099174895132936
log1p_n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,40,0.4211680051691801,0.1005561177759675,0.22407801432828384,0.6182579960100765
log1p_n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,50,0.5458982653531663,0.09949221009324986,0.3508935335703966,0.740902997135936
log1p_n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,60,0.5043467080061768,0.11593124407027179,0.2771214696284441,0.7315719463839094
log1p_n_inventors,europe_city_only,alternative_decade,population_level,notyettreated,70,0.32170199219574047,0.14200506459824128,0.04337206558318757,0.6000319188082934
n_stem,europe_city_only,alternative_decade,population_level,notyettreated,-70,-5.778939824525506,2.3434936608142167,-10.372187399721371,-1.185692249329641
n_stem,europe_city_only,alternative_decade,population_level,notyettreated,-60,-4.380087924221996,1.880812001341161,-8.066479446850671,-0.6936964015933205
n_stem,europe_city_only,alternative_decade,population_level,notyettreated,-50,-4.235900113448588,1.770037524921265,-7.705173662294268,-0.7666265646029089
n_stem,europe_city_only,alternative_decade,population_level,notyettreated,-40,-2.5100869460760293,1.5907102551031729,-5.627879046078248,0.6077051539261893
n_stem,europe_city_only,alternative_decade,population_level,notyettreated,-30,-1.77494221053939,0.9250989819252853,-3.5881362151129492,0.03825179403416912
n_stem,europe_city_only,alternative_decade,population_level,notyettreated,-20,-1.2357829388493997,0.9271232323689808,-3.0529444742926017,0.5813785965938025
n_stem,europe_city_only,alternative_decade,population_level,notyettreated,-10,0,NA,NA,NA
n_stem,europe_city_only,alternative_decade,population_level,notyettreated,0,1.506196661238989,0.6869757320286365,0.15972422646286155,2.8526690960151164
n_stem,europe_city_only,alternative_decade,population_level,notyettreated,10,2.3341763371209874,0.88089113841271,0.6076297058320757,4.060722968409899
n_stem,europe_city_only,alternative_decade,population_level,notyettreated,20,3.07080814293204,0.9613032567842413,1.186653759634927,4.954962526229153
n_stem,europe_city_only,alternative_decade,population_level,notyettreated,30,3.9970881632853095,1.472479583703332,1.1110281792267789,6.8831481473438405
n_stem,europe_city_only,alternative_decade,population_level,notyettreated,40,6.011175700691326,2.468967965835205,1.1719984876543244,10.850352913728328
n_stem,europe_city_only,alternative_decade,population_level,notyettreated,50,7.593593926208711,2.449352204392066,2.792863605600261,12.39432424681716
n_stem,europe_city_only,alternative_decade,population_level,notyettreated,60,4.908425361096636,1.4685528228502644,2.030061828310118,7.786788893883155
n_stem,europe_city_only,alternative_decade,population_level,notyettreated,70,3.173680469383504,2.4579975403414713,-1.6439947096857792,7.991355648452787
log1p_n_stem,europe_city_only,alternative_decade,population_level,notyettreated,-70,-0.6733076262428753,0.1377238160847928,-0.9432463057690692,-0.40336894671668144
log1p_n_stem,europe_city_only,alternative_decade,population_level,notyettreated,-60,-0.508049345482672,0.1133917939609187,-0.7302972616460727,-0.2858014293192713
log1p_n_stem,europe_city_only,alternative_decade,population_level,notyettreated,-50,-0.4907895175669364,0.10984489557519325,-0.7060855128943152,-0.2754935222395576
log1p_n_stem,europe_city_only,alternative_decade,population_level,notyettreated,-40,-0.16884226310284567,0.09632323517646793,-0.3576358040487228,0.019951277843031467
log1p_n_stem,europe_city_only,alternative_decade,population_level,notyettreated,-30,-0.12269118886953038,0.1009773257550786,-0.32060674734948447,0.07522436961042368
log1p_n_stem,europe_city_only,alternative_decade,population_level,notyettreated,-20,-0.0935838478145893,0.09298815415546625,-0.27584062995930314,0.08867293433012456
log1p_n_stem,europe_city_only,alternative_decade,population_level,notyettreated,-10,0,NA,NA,NA
log1p_n_stem,europe_city_only,alternative_decade,population_level,notyettreated,0,0.11460244240640563,0.07825112272672853,-0.03876975813798228,0.26797464295079354
log1p_n_stem,europe_city_only,alternative_decade,population_level,notyettreated,10,0.18052214540310532,0.0800900307124922,0.02354568520662062,0.33749860559959
log1p_n_stem,europe_city_only,alternative_decade,population_level,notyettreated,20,0.21660999570830294,0.09865583913606883,0.02324455100160805,0.40997544041499784
log1p_n_stem,europe_city_only,alternative_decade,population_level,notyettreated,30,0.2783556073244802,0.09686979779887128,0.08849080363869252,0.4682204110102679
log1p_n_stem,europe_city_only,alternative_decade,population_level,notyettreated,40,0.3142905439703226,0.08861653573152953,0.1406021339365247,0.48797895400412045
log1p_n_stem,europe_city_only,alternative_decade,population_level,notyettreated,50,0.382817726502401,0.09396108000997297,0.19865400968285396,0.566981443321948
log1p_n_stem,europe_city_only,alternative_decade,population_level,notyettreated,60,0.3671902321131946,0.08919890757406089,0.1923603732680353,0.5420200909583539
log1p_n_stem,europe_city_only,alternative_decade,population_level,notyettreated,70,0.19223344694624545,0.12775149984577092,-0.058159492751465536,0.4426263866439564
inventors_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,-70,-0.8223280665239474,2.388864119769673,-5.504501741272506,3.8598456082246115
inventors_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,-60,0.06985238378821021,1.8671987492391597,-3.589857164720543,3.729561932296963
inventors_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,-50,0.013326096401336139,1.4871548853624035,-2.9014974789089747,2.9281496717116466
inventors_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,-40,0.1075792031356409,1.186114774530335,-2.2172057549438158,2.432364161215098
inventors_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,-30,1.3608022279097785,0.8532254634459314,-0.31151968044424705,3.0331241362638037
inventors_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,-20,0.5594429574532724,0.8335149475400484,-1.0742463397252224,2.1931322546317675
inventors_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,-10,0,NA,NA,NA
inventors_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,0,-1.301180748703474,1.3765407056145689,-3.999200531708029,1.3968390343010808
inventors_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,10,-1.7717757951329984,1.2192112455272028,-4.161429836366316,0.6178782461003189
inventors_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,20,-3.886182892606331,2.3083129224959626,-8.410476220698417,0.6381104354857561
inventors_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,30,-4.023684422855148,2.6301095742337606,-9.178699188353319,1.1313303426430235
inventors_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,40,-4.1454727532275975,2.746549839569803,-9.528710438784412,1.237764932329216
inventors_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,50,-4.373406916831031,2.889113750549002,-10.036069867907074,1.289256034245013
inventors_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,60,-4.8969701800014995,3.0659445463636867,-10.906221490874326,1.1122811308713265
inventors_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,70,-5.494935938761283,2.9091571528101516,-11.19688395826918,0.20701208074661448
stem_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,-70,-0.26585944045808574,0.8670903334248065,-1.9653564939707064,1.4336376130545347
stem_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,-60,0.2857222298407611,0.6832004546126687,-1.0533506612000694,1.6247951208815916
stem_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,-50,-0.27855084898753524,0.5422242833522528,-1.3413104443579507,0.7842087463828802
stem_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,-40,0.4867765634867197,0.5218757745222588,-0.5360999545769075,1.509653081550347
stem_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,-30,0.8413590293185259,0.5375425828092417,-0.21222443298758786,1.8949424916246396
stem_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,-20,0.24520066513942274,0.4556911754062026,-0.6479540386567343,1.1383553689355796
stem_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,-10,0,NA,NA,NA
stem_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,0,-0.13311309984916242,0.6512305550206355,-1.409524987689608,1.143298787991283
stem_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,10,-0.2179314777860033,0.3793217449922507,-0.9614020979708147,0.5255391423988081
stem_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,20,-1.2863519299267905,0.832838988574857,-2.9187163475335103,0.3460124876799293
stem_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,30,-1.331406971881431,0.9403259153460173,-3.174445765959625,0.5116318221967628
stem_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,40,-1.3903805476442763,1.0265872090125108,-3.4024914773087973,0.6217303820202449
stem_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,50,-1.7443063656846773,1.1127931999183633,-3.9253810375246694,0.4367683061553149
stem_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,60,-1.9195365344671325,1.1360403404926114,-4.146175601832651,0.3071025328983856
stem_per_100k_pop,combined_us_europe,standard_decade,population_log,notyettreated,70,-2.114308277407448,1.1419714872271753,-4.3525723923727115,0.12395583755781558
n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,-70,-10.168863319210732,5.968168910993904,-21.86647438475878,1.5287477463373182
n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,-60,-8.711918447563171,4.396277211236791,-17.32862178158728,-0.09521511353906043
n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,-50,-8.059707892534417,3.9792082611806974,-15.858956084448584,-0.2604597006202507
n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,-40,-6.658129821970534,3.156124738297691,-12.844134309034008,-0.47212533490705955
n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,-30,-4.354203936540249,3.1440920725301633,-10.516624398699369,1.808216525618871
n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,-20,-3.1410430208873716,2.154078713516185,-7.363037299379094,1.080951257604351
n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,-10,0,NA,NA,NA
n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,0,1.6756818155012791,1.0012858327572327,-0.286838416702897,3.6382020477054553
n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,10,5.3400111390074185,2.0266675574945476,1.3677427263181055,9.312279551696731
n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,20,6.668060190778554,2.2861347704785895,2.187236040640519,11.14888434091659
n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,30,11.91239017914219,3.233508655809034,5.574713213756484,18.250067144527897
n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,40,19.02237677217977,4.890515893278036,9.436965621354817,28.60778792300472
n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,50,20.12124365027857,5.996898522622919,8.367322545937647,31.87516475461949
n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,60,21.224220234502532,4.9395908197174965,11.542622227856238,30.905818241148825
n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,70,11.920523398312469,4.2932804801811315,3.505693657157451,20.335353139467486
log1p_n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,-70,-0.7348838822849554,0.1317105625581272,-0.9930365848988847,-0.4767311796710261
log1p_n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,-60,-0.4728408925301946,0.09874752483249415,-0.6663860412018832,-0.2792957438585061
log1p_n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,-50,-0.4207038973800949,0.089128050082629,-0.5953948755420477,-0.24601291921814206
log1p_n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,-40,-0.2857990456632756,0.08412980621098026,-0.4506934658367969,-0.12090462548975425
log1p_n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,-30,-0.1268753542162976,0.08493338091289872,-0.2933447808055791,0.0395940723729839
log1p_n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,-20,-0.004013153188970776,0.06992423044934579,-0.1410646448696885,0.13303833849174695
log1p_n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,-10,0,NA,NA,NA
log1p_n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,0,0.0492955660611792,0.06883416314087076,-0.0856193936949275,0.18421052581728592
log1p_n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,10,0.20510490124977163,0.061327075558167854,0.08490383315576264,0.32530596934378064
log1p_n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,20,0.18882099218141696,0.07378282981251023,0.044206645748896906,0.33343533861393704
log1p_n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,30,0.42677605414584374,0.0879055454463868,0.2544811850709256,0.5990709232207618
log1p_n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,40,0.5032350277173374,0.10264271980441275,0.30205529690068844,0.7044147585339864
log1p_n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,50,0.6214498980018864,0.09505595574443984,0.43514022474278435,0.8077595712609885
log1p_n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,60,0.6304526907248401,0.10916127449335665,0.4164965927178611,0.8444087887318191
log1p_n_inventors,combined_us_europe,standard_decade,population_log,notyettreated,70,0.3840819247468901,0.12677463172726816,0.13560364656144452,0.6325602029323357
n_stem,combined_us_europe,standard_decade,population_log,notyettreated,-70,-4.055172215051843,2.0316999738852095,-8.037304163866853,-0.07304026623683235
n_stem,combined_us_europe,standard_decade,population_log,notyettreated,-60,-3.299181311874543,1.4524837609088619,-6.146049483255912,-0.4523131404931737
n_stem,combined_us_europe,standard_decade,population_log,notyettreated,-50,-3.3864951756334163,1.5349085254841879,-6.394915885582424,-0.37807446568440817
n_stem,combined_us_europe,standard_decade,population_log,notyettreated,-40,-2.339028565251405,1.1478996740680059,-4.5889119264246965,-0.08914520407811377
n_stem,combined_us_europe,standard_decade,population_log,notyettreated,-30,-1.264359636927854,0.7163286893817681,-2.6683638681161197,0.13964459426041143
n_stem,combined_us_europe,standard_decade,population_log,notyettreated,-20,-1.029008015448674,0.7447029291676527,-2.4886257566172736,0.4306097257199253
n_stem,combined_us_europe,standard_decade,population_log,notyettreated,-10,0,NA,NA,NA
n_stem,combined_us_europe,standard_decade,population_log,notyettreated,0,1.005851293271236,0.6188896204812955,-0.20717236287210317,2.218874949414575
n_stem,combined_us_europe,standard_decade,population_log,notyettreated,10,2.5337426246325623,0.9328235439097313,0.705408478569489,4.362076770695635
n_stem,combined_us_europe,standard_decade,population_log,notyettreated,20,2.959338419240241,1.1010560345147786,0.801268591591275,5.117408246889207
n_stem,combined_us_europe,standard_decade,population_log,notyettreated,30,4.809607950032507,1.3447993707902355,2.1738011832836452,7.445414716781368
n_stem,combined_us_europe,standard_decade,population_log,notyettreated,40,7.535544198688728,2.217717891024817,3.1888171322800876,11.88227126509737
n_stem,combined_us_europe,standard_decade,population_log,notyettreated,50,7.3491004072992965,2.073537696127702,3.2849665228890004,11.413234291709593
n_stem,combined_us_europe,standard_decade,population_log,notyettreated,60,7.078388341582674,2.058336524366487,3.0440487538243595,11.112727929340988
n_stem,combined_us_europe,standard_decade,population_log,notyettreated,70,3.1295474044189,1.4657888029087482,0.25660135071775336,6.002493458120046
log1p_n_stem,combined_us_europe,standard_decade,population_log,notyettreated,-70,-0.6310276991992902,0.11768234553058035,-0.8616850964392277,-0.40037030195935275
log1p_n_stem,combined_us_europe,standard_decade,population_log,notyettreated,-60,-0.41585155953136815,0.09895125244741111,-0.6097960143282939,-0.2219071047344424
